,original,perturbed,type
118,"This is one of the dumbest films, I've ever seen. It rips off nearly ever type of thriller and manages to make a mess of them all.<br /><br />There's not a single good line or character in the whole mess. If there was a plot, it was an afterthought and as far as acting goes, there's nothing good to say so Ill say nothing. I honestly cant understand how this type of nonsense gets produced and actually released, does somebody somewhere not at some stage think, 'Oh my god this really is a load of shite' and call it a day. Its crap like this that has people downloading illegally, the trailer looks like a completely different film, at least if you have download it, you haven't wasted your time or money Don't waste your time, this is painful.","That is one of the stupidest flick, I've ever seen. It rips off nearly ever type of thriller and manages to make a hell of them all.<br /><br />There's not a single presentable lineup or featuring in the whole anarchy. If there was a conspiracy, it was an afterthought and as far as acting goes, there's nothing best to say so Ill say nothing. I honestly wont understand how this type of silly gets crafted and actually released, does cares somewhere not at some stage think, 'Oh my heaven this really is a loads of shite' and exhort it a day. Its chit like this that has people downloading secretly, the trailer anticipation lover a completely different film, at least if you have download it, you haven't wrecked your time or money Don't lose your time, this is tough.",Successful
314,"Having decided some time ago to collect the films of Billy Bob Thornton (on the strength of class movies like ""Sling Blade"", ""A Simple Plan"" and ""The Man Who Wasn't There"" amongst others), it was inevitable that there would be the odd turkey in there. What I didn't realise however, was that there could be one THIS bad. I'll give you an idea how incredibly poor this film is - the funniest dialogue in it goes like this: ""Knock Knock"", ""Who's there?"", ""The big stinking man"", ""The big stinking man who?"", ""The big stinking man - is YOU!"". Yes folks, it really is that bad. Billy Bob is only in it for about two minutes (I guess he needed the work at that time in his career), and the rest of the movie is painful. For some reason though, although it's undeniably awful, I don't hate it. That's probably because I save my ire for any high budget, special effects laden junk like ""The Fast and the Furious"" and not a ""no-budget"" flick like this one. 2/10 at a push.","Having decided some time ago to collect the films of Billy Bob Thornton (on the strength of class movies like ""Sling Blade"", ""A Simple Plan"" and ""The Man Who Wasn't There"" amongst others), it was inevitable that there would be the odd turkey in there. What I didn't realise however, was that there could be one THIS bad. I'll give you an idea how incredibly vulnerable this film is - the funniest dialogue in it will like this: ""Knock Knock"", ""Who's there?"", ""The big stinking man"", ""The big stinking man who?"", ""The big stinking man - is YOU!"". Yes folks, it really is that injurious. Billy Bob is only in it for about two minutes (I guess he needed the work at that time in his career), and the rest of the movie is painful. For some reason though, although it's definitely scary, I don't hate it. That's probably because I save my ire for any high budget, special effects laden detritus love ""The Fast and the Furious"" and not a ""no-budget"" flick like this one. 2/10 at a stimulating.",Successful
137,"This is blatantly a futuristic adaptation of Jules Verne's ""Mysterious Island"". The sound editing is pretty bad. You hear the dialogue on set and you hear the voices being recorded on a recording booth at the same time! This is an amateur film with actors from Boston and shot around New Hampshire. For those living in New Engalnd and who is reading this comment will be wowed with a capital W. This film is full of flaws. You get to hear the director's voice giving directions and giving out directions to the actress. ""OK now stand up."" As for the other characters. There is this guy who talks with his mind instead of his voice and this blue alien. The alien guy talks with a deep voice. When he is yawning or grunting when he is fighting you hear the actor's voice. As for the special effects, man! This was Brett Piper's early work for crying out loud! The creatures are good but the animation is jerky. Really jerky. Sort of like Karl Zeman animation in JOURNEY TO BEGINNING OF TIME (1955). The special effects are imaginative. Thge music is good. Bottom line, this film makes EQUINOX or PLANET OF THE DINOSAURS look like a Ray Harryhausen epic. Did you know MYSTERIOUS PLANET was a home movie and was on a shoes string budget? A must watch for aspiring film makers.","This is definitely a futuristic adaptation of Jules Verne's ""Mysterious Island"". The sound editing is pretty injurious. You hear the dialogue on set and you hear the voices being recorded on a recording booth at the same time! This is an amateur film with actors from Boston and shot around New Hampshire. For those living in New Engalnd and who is reading this comment will be wowed with a capital W. This film is full of foibles. You get to hear the director's voice giving directions and giving out directions to the actress. ""OK now stand up."" As for the other characters. There is this guy who talks with his mind instead of his voice and this blue alien. The alien guy talks with a deep voice. When he is yawning or grunting when he is fighting you hear the actor's voice. As for the special effects, man! This was Brett Piper's early work for crying out loud! The creatures are good but the animation is driest. Really driest. Sort of like Karl Zeman animation in JOURNEY TO BEGINNING OF TIME (1955). The special effects are imaginative. Thge music is good. Bottom line, this film makes EQUINOX or PLANET OF THE DINOSAURS look like a Ray Harryhausen epic. Did you know MYSTERIOUS PLANET was a home movie and was on a shoes string budget? A must watch for aspiring film makers.",Successful
909,"I rented this movie last week. I saw Kevin Spacey and Morgan Freeman were on it, so it seemed promising. And it was, until Justin Timberlake came on scene. He is a really bad actor and shouldn't be allowed to make a movie ever again. I mean, he is one of the most boring, uninspired actors I've ever seen. He puts absolutely no emotion to any of his lines whatsoever. Why the hell was he cast for the role of Josh Pollack? I think Matt Damon would have been a better choice.<br /><br />Kevin Spacey was another big disappointment. His character is so dull, it seems like a bad mix of his character in American Beauty and John Doe in Se7en. It might sound cool, but believe me, it's not.<br /><br />Now, Dylan McDermott's acting is very good. It's about one of the very few good things about this movie. He is just inspired.<br /><br />Morgan Freeman is good but nothing special. He has some really cool lines though.<br /><br />About the story, although it was a bit obvious and exaggerated at times it was good. I was expecting a big twist when Lazerov (Dylan McDermott) was killed, but nothing really happened.","I rented this cinema last week. I saw Kevin Spacey and Morgan Freeman were on it, so it seemed promising. And it was, until Justin Timberlake came on scene. He is a definitely amiss actor and shouldn't be allowed to make a movie ever again. I mean, he is one of the most depressing, uninspired actors I've ever seen. He puts powerfully no euphoria to any of his paths whatsoever. Why the hell was he cast for the role of Josh Pollack? I think Matt Damon would have been a better choice.<br /><br />Kevin Spacey was another big sadness. His character is once uninspiring, it seems like a bad mix of his character in American Beauty and John Doe in Se7en. It might sound cool, but believe me, it's not.<br /><br />Now, Dylan McDermott's acting is very good. It's about one of the very few good things about this movie. He is just inspired.<br /><br />Morgan Freeman is good but nothing special. He has some really cool lines though.<br /><br />About the story, although it was a bit obvious and exaggerated at times it was good. I was expecting a big twist when Lazerov (Dylan McDermott) was killed, but nothing really happened.",Successful
174,"I could never stand watching Happy Days after Chachi joined the cast, so I knew I was in trouble when the best scene in this movie featured Scott Baio (a skateboard chase scene!). Jodie Foster in her first ""grown-up"" role turns in her usual professional performance but that is no excuse for this boring mess. Two hours out of my life that I'll never get back! No noteworthy characters, unbelievable storyline, questionable editing and horrendous cinematography but worst of all, I couldn't have cared less. The story of California teens in the 1970's, where the kids live miserable lives and all their parents are idiots. Don't waste your time watching this ugly excuse for a movie.","I could never attitude watching Happy Days after Chachi joined the cast, so I knew me was in trouble when the coolest panorama in this drama featured Scott Baio (a skateboard chase scene!). Jodie Inspires in her first ""grown-up"" role turns in her frequently professional performance but that is no apologize for this uninspiring ambiguity. Two hours out of my life that I'll never get back! Rien noteworthy characters, unbelievable storyline, questionable editing and horrendous flick but finest of all, I couldn't has loves less. The story of California teens in the 1970's, where the kids live miserable lives and all their parents are idiots. Don't waste your time watching this grisly forgiveness for a movie.",Successful
525,"Spirit of a murdered high school geek animates a scarecrow which then takes revenge on everyone.<br /><br />This movie really annoyed me. It has a great looking monster, has some good low budget effects, some atmosphere but manages to short circuit the good stuff with bad. Half way in I started to fast forward and then step through the chapters on the DVD.<br /><br />The problems with this movie are many. First off the cast looks about thirty and yet they are suppose to be in high school. You don't believe anything from the get go as a result. The scarecrow, while looking great isn't much beyond that. He says stupid one liners and moves in a manner more designed to be funny then scary. Is this a comedy or a horror movie? Its a problem that goes beyond the one liners to much of the dialog and set up. It seems more send up of every cliché than heartfelt horror film. I some how expect that the film was made for a very narrow audience in mind, horror fans who want to mock the genre rather than embrace it.<br /><br />Despite the good looking monster this is a film to avoid. Even if you pick it up in the bargain bin for under five bucks, you're paying too much.<br /><br />Avoid.","Spirit of a homicides high school psycho animates a scarecrow which then takes vengeance on everyone.<br /><br />This cine really shaken me. It has a great soliciting monster, has some good low budget effects, some atmosphere but handles to short circuit the good stuff with negative. Half way in I started to fast forward and then step through the chapters on the DVD.<br /><br />The problems with this movie are many. First off the cast looks about thirty and yet they are suppose to be in high school. You don't believe anything from the get go as a result. The scarecrow, while looking great isn't much beyond that. He says stupid one liners and moves in a manner more designed to be funny then scary. Is this a comedy or a horror movie? Its a problema that goes beyond the one liners to much of the dialog and set up. It seems more send up of every cliché than heartfelt horror film. I some how expect that the film was made for a very confine audience in mind, horror fans who want to mock the genre rather than embrace it.<br /><br />Despite the good looking monster this is a film to avoid. Even if you pick it up in the bargain bin for under five bullets, you're paying too plenty.<br /><br />Evita.",Successful
307,"I will start this off by saying I couldn't get all the way through it. I picked it up on a rainy day from WalMart like the rest of the reviewers on this site. I figured there wasn't any way I would regret my purchase. Was I wrong or what? Seriously now, who approved this project? They need to be forced to watch this movie over and over until the end of eternity. That's the only fitting punishment I can think of for releasing something this bad. The shooting reminds me of the movies I used to make for class projects on a big old VHS cam. The acting isnt much better. I think the only difference is that there are a few cool cameos. Yay, who cares... Shecky Moskowitz is unfunny, and the ships comedian is an even bigger loser. That's about as much of the plot as I understood.<br /><br />Overall it's the worst movie I've ever seen. I own it on DVD and have given it to many co-workers to watch. Each comes back and laughs and says ""Wow I didnt think I'd ever say I shut off an Adam Sandler movie 15 minutes in....""<br /><br />My response is always ""Well now you can""<br /><br />","I will start this off by saying I couldn't get all the way through it. I picked it up on a rainy day from WalMart like the rest of the reviewers on this site. I figured there wasn't any way I would regret my purchase. Was I wrong or what? Seriously now, who approved this project? They need to be forced to watch this movie over and over until the end of eternity. That's the only fitting punishment I can think of for releasing something this bad. The shooting reminds me of the movies I used to make for class projects on a big old VHS cam. The acting gona much better. I think the only difference is that there are a few cool cameos. Yay, who cares... Shecky Moskowitz is unfunny, and the ships comedian is an even bigger loser. That's about as much of the plot as I understood.<br /><br />Overall it's the scariest moviemaking I've ever seen. I own it on DVD and have given it to many co-workers to watch. Each comes back and laughs and says ""Wow I didnt think I'd ever say I shut off an Adam Sandler movie 15 minutes in....""<br /><br />My response is always ""Well now you can""<br /><br />",Successful
781,"There is a reason this went straight to video- the story is smarmy, Nick Cage plays Johnny in a sleazy way- sex in churches, and other scenes that border on tasteless(like the scene in the laundry room) taint this movie. Judge Reinhold as the cuckold is okay- but the movie itself with its themes of degradation and revenge are not well done. But it is a good film for trivia contests- because so few people saw it.","There is a reason this went straight to video- the anecdotes is cocky, Nick Cage plays Johnny in a sleazy way- sex in churches, and other scenes that border on tasteless(like the scene in the laundry room) tint this movie. Judge Reinhold as the cuckold is okay- but the movie itself with its themes of degradation and revenge are not rightly done. But it is a good film for trivia contests- because so few people saw it.",Successful
985,"Macy, Ullman and Sutherland were as great as usual. Ritter wasn't bad either. What's her name was as pretty as usual. It could have been a good movie. To bad the plot was atrocious. It was completely predictable, trite and boring.<br /><br />From the first 15 minutes, the rest of the movie was laid out like a child's paint by numbers routine. The characters were stock pieces of cut out cardboard. There was nothing new or interesting to say and that completely outweighed the acting, which was a pity.<br /><br />Finally, too bad the script writer wasn't the victim. Especially with the ""precocious"" lines from the child, which were completely unbelievable.<br /><br />Again, it's only the acting that prevented a much lower score.","Macy, Ullman and Sutherland were as great as usual. Ritter wasn't bad either. What's her nominations was as pretty as usual. It could enjoys been a exemplary film. To bad the lots was detestable. It was adequately foretold, hokey and uninspiring.<br /><br />From the first 15 record, the remaining of the movie was introduced out love a child's canvas by numbers everyday. The characters were stock pieces of reducing out cardboard. There was nothing new or interesting to say and that completely outweighed the interim, which was a compassion.<br /><br />Finally, too nefarious the script editors wasn't the victim. Especially with the ""precocious"" lines from the child, which were keenly unbelievable.<br /><br />Again, it's only the acting that prevented a much lower grading.",Successful
595,"In my book ""Basic Instinct"" was a perfect film. It had outstanding acting on the parts of Stone, Douglas and all the supporting actors to the tiniest role. It had marvelous photography, music and the noirest noir script ever. All of it adding up to a film that is as good as it will ever get!<br /><br />This sequel is the exact opposite, it cannot possibly get worse, bad acting and a lame script, combined with totally inept direction, this is really bad, boring, annoying. The only thing that somewhat keeps you concentrated is the relatively short wait for the next scene that is an exact re-enacted copy of the original. These copies are so bad they make you laugh and I laughed a lot in spite of myself, because it was like watching the demolishing of a shining monument. The only thing that is good in this horrible mess are the excerpts of the Jerry Goldsmith score of BI1. Michael Caton-Jones and the half-wit responsible for the script even included the ""There is no smoking in this room"" dialog in the interrogation scene and yes she sends her attorney (who is now a solicitor) away! <br /><br />I am sorry I have seen this awful film that should have never been made! It does damage to the original, so bad is it. The only redeeming value is the realization that cosmetic surgery (and I am sure Ms Stone afforded the best surgeon money can buy) can do a good job but can obviously not restore the perfection of the original. And what concerns the human body applies to film-making, too. There should be a law: Don't ever make a sequel to a perfect film!","In my book ""Basic Instinct"" was a perfect film. It had outstanding acting on the parts of Stone, Douglas and all the supporting actors to the tiniest role. It was marvelous film, duets and the noirest noir script ever. All of it adding up to a film that is as good as it will ever get!<br /><br />This sequel is the exact opposite, it cannot possibly get worse, bad acting and a lame script, combined with totally inept direction, this is really wicked, pierce, unnerving. The only thing that somewhat keeps you concentrated is the relatively short wait for the next scene that is an exact re-enacted copy of the original. These copies are so wicked they make you laugh and I laughed a lot in spite of myself, because it was like watching the demolishing of a shining monument. The only matter that is advantageous in this frightful ambiguity are the excerpts of the Jerry Goldsmith score of BI1. Michael Caton-Jones and the half-wit responsible for the script even included the ""There is no smoking in this room"" dialog in the interrogation scene and yes she sends her attorney (who is now a solicitor) away! <br /><br />I am sorry I have seen this scary film that should have never been made! It does damage to the original, so detrimental is it. The only redeeming value is the realization that cosmetic surgery (and I am sure Ms Stone afforded the best surgeon money can buy) can do a good job but can obviously not restore the perfection of the original. And what concerns the human body applies to film-making, too. There should be a law: Don't ever make a sequel to a perfect film!",Successful
990,"My wife and I like to rent really stupid horror/sci-fi movies and watch them with our friends for a laugh. We saw this one on fullmoondirect.com and decided to add it to our netflix list. Now, when I say this movie is awful, I mean it in a good way. Everything about it, the acting, camera-work, story, costumes, is just so cheezy and low budget but thats what makes it so good. I think in one scene the actors looked like they were actually walking in place. I really hope that whoever made this film wasn't serious when they made it because if they were, then that would just be sad. If you like to watch really stupid horror movies just to make fun of them then I recommend this one.","My wife and I like to rent really stupid horror/sci-fi movies and watch them with our friends for a laugh. We saw this one on fullmoondirect.com and decided to add it to our netflix list. Now, when I say this movie is despicable, I mean it in a good way. Everything about it, the acting, camera-work, story, costumes, is just so cheezy and low budget but thats what makes it so good. I think in one scene the actors looked like they were actually walking in place. I really hope that whoever made this film wasn't serious when they made it because if they were, then that would just be sad. If you like to watch really stupid horror movies just to make fun of them then I recommend this one.",Successful
902,"Oh dear god. This was horrible. There is bad, then there was this. This movie makes no sense at all. It runs all over the map and isn't clear about what its saying at all. The music seemed like it was trying to be like Batman. The fact that 'Edison' isn't a real city, takes away. Since I live in Vancouver, watching this movie and recognizing all these places made it unbearable. Why didn't they make it a real city? The only writing that was decent was'Tilman' in which John Heard did a fantastic job. He was the only actor who played his role realistically and not over the top and campy. It was actually a shame to see John Heard play such a great bad guy with a lot of screen time, and the movie be a washout. Too bad. Hopefully someone important will see it, and at least give John Heard credit where credit is due, and hire him as lead bad guy again, which is where he should be. on the A List.","Yeah invaluable heaven. This was scary. There is bad, then there was this. This film makes no senses at all. It runs all over the map and isn't obvious about what its saying at all. The music seemed like it was trying to be like Batman. The fact that 'Edison' isn't a real city, takes away. Since I live in Vancouver, watching this movie and recognizing all these places made it inexcusable. Why didn't they achieving it a true metropolitan? The only wrote that was praiseworthy was'Tilman' in which John Heard did a fantastic job. He was the only protagonists who played his featuring realistically and not over the top and campy. It was actually a shame to see John Heard play such a great injurious guy with a lot of filtered time, and the cine be a cleansing. Too adverse. Hopefully everyone tremendous will see it, and at least enabled John Heard refinance where credits is due, and engaging him as progression bad guy again, which is where he must come. on the A Rated.",Successful
273,"Bad Actors, bad filming, choppy dialog, shallow characters, but then again it was a bad premise in the first place. Basically, an 11 year old who is bullied because he has very little money is given a blank check by a moronic criminal. Of course, the 11 year old happens to possess enough technology and intelligence to purchase a house, cash a check for 1,000,000 dollars, and even foil three bumbling idiots, reminiscent of the three stooges. <br /><br />Preston Blake is an annoying, obnoxious, boy, who decides that, when written a blank check by a complete stranger, he will take advantage of the situation as best as he can. In other words, he wanders into a bank, <br /><br />hands a teller a check he makes in his printer, and miraculously walks out with a million bucks in cash. Preston is also apparently capable of reaching incredible speeds on his bicycle, due to the fact that a man driving a Jaguar after Preston and his 10-speed could not catch him, even when Preston jumped a row of cars.<br /><br />Of course, with every hokey adventure movie, there has to be hot heroine. In this case our hot heroine is a child molesting FBI agent who dates the eleven year old Preston, and promises another date when he turns 17. <br /><br />However, the absolute worst aspect of this film was not its casting, nor its sloppy dialog, such as ""The only other way I could think of skinning a cat is to stick a hose up it's butt and then pick up the fur"". It was, rather, the entire fact that nobody in the entire film seemed to realize that the FBI does not give a damn about random people . What I have failed to explain is that Preston uses the alias ""Macintosh"" to masquerade as an entrepreneur of sorts. Of course, the FBI finds this intriguing and sends our young heroine after Preston, who uses his 11-year old wit to first scream when lobsters fall on his face, then treat her to hamburgers, finishing with a ridiculous romp through a cemented area where water jettison's from the ground. Our heroine fails to realize during this whole adventure that the criminal the FBI is pursuing is slipping and sliding right behind the two, as they make their way to Preston's limousine, complete with a 1-dimensional driver who never fails to provide cheap, 3rd rate laughs that the whole family can choke on.<br /><br />Overall: 1/10 is incredibly gracious for this film. I don't see how it only has a 4.4/10.","Bad Actors, bad filming, choppy dialog, shallow characters, but then again it was a wicked premise in the first place. Basically, an 11 year old who is bullied because he has very little money is given a blank check by a moronic criminal. Of course, the 11 year old happens to possess enough technology and intelligence to purchase a house, cash a check for 1,000,000 dollars, and even foil three bumbling idiots, reminiscent of the three stooges. <br /><br />Preston Blake is an annoying, nefarious, boy, who decides that, when written a blank check by a complete stranger, he will take advantage of the situation as best as he can. In other words, he wanders into a bank, <br /><br />hands a teller a check he makes in his printer, and miraculously walks out with a million bucks in cash. Preston is also apparently capable of reaching incredible speeds on his bicycle, due to the fact that a man driving a Jaguar after Preston and his 10-speed could not catch him, even when Preston jumped a row of cars.<br /><br />Of course, with every hokey adventure movie, there has to be hot heroine. In this case our hot heroine is a child molesting FBI agent who dates the eleven year old Preston, and promises another date when he turns 17. <br /><br />However, the absolute finest aspect of this cinema was not its mold, nor its sloppy dialog, such as ""The only other way I could think of skinning a cat is to stick a hose up it's butt and then pick up the fur"". It was, rather, the entire fact that nobody in the entire film seemed to realize that the FBI does not give a damn about random people . What I have failed to explain is that Preston uses the alias ""Macintosh"" to masquerade as an entrepreneur of sorts. Of course, the BUREAU finds this intriguing and sends our young heroine after Preston, who uses his 11-year old wit to first scream when lobsters fall on his face, then treat her to hamburgers, finishing with a nutty romp through a cemented zone where water jettison's from the ground. Our heroine overlooks to realize during this whole adventure that the criminal the FBI is pursuing is slipping and sliding right behind the two, as they make their way to Preston's limousine, complete with a 1-dimensional driver who never fails to provide cheap, 3rd rate laughs that the whole family can choke on.<br /><br />Overall: 1/10 is incredibly gracious for this film. I don't see how it only has a 4.4/10.",Successful
573,"This is not a good film. The acting is remarkably stiff and unconvincing.The film doesn't seem to know whether it is going for a real horror approach or to go down the camp and kitsch route. I never saw the first film but this one doesn't stand up on its own merits, there are several unconvincing plot twists and the viewer is never made aware of the importance of the lead female vampire. Not worth the effort of watching","That is not a good film. Both behaved is superbly stark and undecided.The film doesn't occurs to confess whether it is disappears for a realistic frightening attitude or to devote down the camp and surrealism journeys. me never realised the first film but this one doesn't booth up on its exclusively virtues, there are plenty cogent lots twists and the viewer is never taken conscience of the prominence of the promote donna vamp. Not worthwhile the strives of note",Successful
707,"I'm not looking for quality; I'm just trying to get through the 74 famous video nasties that were banned in Britain. This one was initially banned and re-released in 2001 with a whole 10 seconds cut.<br /><br />Some college kids spend their Christmas vacation preparing a dorm for renovation. There are some creepy characters lurking about along with the four kids. Which of them is the slasher? The actual killings are not very gory, so this video nastie is not really nasty. There is the requisite flashing of the boobies, but it has nothing to do with the college kids.<br /><br />I had a suspect very quickly and I turned out to be right. Maybe I've seen too many of these. The end twist was clever; I have to give the writers credit for that bit of originality.","I'm not looking for quality; I'm just enticing to get through the 74 famous video nasties that were banned in Britain. This one was initially barred and re-released in 2001 with a whole 10 seconds cut.<br /><br />Some college kids spend their Christmas vacation preparing a dorm for renovation. There are some eerie characters lurking about along with the four kids. Which of them is the melodrama? The actual killings are not very gory, alike this video nastie is not downright nasty. There is the requisite flashing of the boobies, but it has nothing to do with the college kids.<br /><br />I had a suspicious very quickly and I turned out to be right. Capable I've seen too many of these. The concluded twist was clever; I enjoy to give the writers credit for that bit of originality.",Successful
436,"I was looking for a cute, simple comedy to pass the time but choosing this film proved to be an enormous mistake.<br /><br />I can't write a single good thing about it. First, the script is stupid and not funny at all, relying on tired, recycled jokes and a farting turtle for laughs. In my book, that's not funny, that's pathetic.<br /><br />Low budget 'effects' (if I can even call them effects) with horrible cinematography. In many places it feels almost like an indie film shot with no money.<br /><br />Acting... I feel sorry for the actors. Are Pamela Anderson and Denise Richards that desperate for some money that they've agreed to take part in this? (looking at their recent filmography, it would appear so.) Despite the outfits, Pamela is showing her age and as a whole, they don't even come across as sexy, let alone funny.<br /><br />This movie is not even in the so-bad-it-is-funny category. It's just bad, as if everybody involved was sick of it.<br /><br />Avoid.","I was looking for a cute, simple comedy to pass the time but choosing this film proved to be an great deceiving.<br /><br />I can't write a single good thing about it. First, the commands is stupid and not distracting at all, relying on tired, recycled jokes and a farting turtle for laughs. In my book, that's not wry, that's tragic.<br /><br />Low estimation 'effects' (if I can even invites them influences) with scary cinematography. In many places it feels almost like an indie film shot with no liquid.<br /><br />Acting... I feel pardon for the protagonists. Represents Judy Peterson and Denis Connolly that grim for some treasury that they've embraced to selected elements in this? (strive at their recent filmography, it would exhibition equally.) Despite the habits, Pamela is showing her ages and as a whole, they don't even upcoming across as sexy, allows alone funny.<br /><br />This flick is not even in the so-bad-it-is-funny categorize. It's just injurious, as if everybody involved was sick of it.<br /><br />Evita.",Successful
885,"What has Ireland ever done to film distributers that they seek to represent the country in such a pejorative way? This movie begins like a primer for film students on Irish cinematic cliches: unctuous priests, spitting before handshakes, town square cattle marts, cycling by country meadows to the backdrop of anodyne folk music. Quickly, however, it becomes apparent that the main theme of the film is the big Daddy-O of Irish Cliches - religous strife. It concerns a protestant woman who wants to decide where her Catholic-fathered child is educated, which would seem like a reasonable enough wish, though not to the '50's County Wexford villagers she has to live with. Rather than send them to a Catholic school, she decides to up and leave for Belfast, then Scotland, where a few more cliches are reguritated. While she's there, her father (who looks eerily like George Lucas) and family back home are subjected to a boycott, which turns very nasty. I'm not going to give away the ending, not because I think people should go see this movie, but because it's not very interesting. One of the problems with the film is the central character: we're supposed to sympathise with her but end up instead urging her to get a life. The villagers are presented as bigots whose prejudices should be stood up to, but traumatising your kids seems an innappropriate way to go about it. In addition, it takes on burdens which it staggers igniminiously under when it tries to draw analogies with the current Northern Ireland peace process: the woman is told by her lawyer that she ""must lay down preconditions"" for her return. The film is allegedly based on a true story but it's themes have been dealt with much more imaginatively, and with less recourse to hackneyed cliches, in the past.","What has Ireland ever done to film distributers that they seek to represent the country in such a belittling way? This movie begins like a primer for film students on Irish cinematic poems: unctuous priests, spitting before courtesies, town square cattle marts, cycling by country meadows to the backdrop of anodyne folk music. Quickly, however, it becomes apparent that the main theme of the film is the big Daddy-O of Irish Vasquez - religous strife. It concerns a protestant woman who wants to decide where her Catholic-fathered child is educated, which would seem like a reasonable enough wish, though not to the '50's County Wexford villagers she has to live with. Rather than send them to a Catholic school, she decides to up and leave for Belfast, then Scotland, where a few more cliches are reguritated. While she's there, her father (who looks eerily like George Lucas) and family back home are subjected to a boycott, which turns very nasty. I'm not going to give away the ending, not because I think people should go see this movie, but because it's not very tempting. One of the problems with the film is the central character: we're supposed to sympathise with her but end up instead urging her to get a life. The villagers are presented as bigots whose prejudices should be stood up to, but traumatising your kids seems an innappropriate way to go about it. In addition, it takes on burdens which it staggers igniminiously under when it tries to draw analogies with the current Northern Ireland peace process: the woman is told by her lawyer that she ""must lay down preconditions"" for her return. The film is visibly based on a true story but it's themes have been dealt with much more imaginatively, and with less recourse to hackneyed cliches, in the past.",Successful
870,"I wasn't sure how to rate this movie, since it was so bad it was actually very funny. I'm not a Gackt fan by any means, though he is talented, despite the weird pseudonym that sounds like a cat coughing up a hairball. I always thought Hyde was talented though, Faith is an interesting album.<br /><br />But on topic here folks. This movie is ridiculous. It's so over the top and nonsensical it's almost like a parody of supernatural action films.<br /><br />The movie has almost no plot here, except it's just about vampires with gangster friends. In a way, this film almost reminded me of Spider-Man 3, with how there were too many ideas, which resulted in not enough time to pay attention on one of them.<br /><br />The action scenes were laughable. Quickly edited, almost hard to understand, with choreography that's so laughably bad. Though Hyde looked very stylish during the action scenes, but that's this film's only such redemption. I'm a sucker for good action movies, but the action was horribly done. Though the final shootout was OK and the highlight of this otherwise depressing movie.<br /><br />It keeps jumping between genres, not a good thing. It wants to be a drama, or an action flick, or a horror, or a romance... what the hell.<br /><br />If this review is making you mad, why? Is it because Gackt and Hyde are your love? Don't fool yourself, this MOVIE IS BAD.","I wasn't sure how to rate this movie, since it was so wicked it was actually very funny. I'm not a Gackt fan by any means, though he is talented, despite the weird pseudonym that sounds like a cat coughing up a hairball. I always thought Hyde was talented though, Faith is an interesting album.<br /><br />But on topic here folks. This movie is nutty. It's so over the top and nutty it's almost like a parody of supernatural action films.<br /><br />The movie has almost no plot here, except it's just about vampires with gangster friends. In a way, this film almost reminded me of Spider-Man 3, with how there were too many ideas, which resulted in not enough time to pay attention on one of them.<br /><br />The action scenes were laughable. Quickly edited, almost hard to understand, with choreography that's so laughably naughty. Though Hyde looked very stylish during the action scenes, but that's this film's only such redemption. I'm a sucker for good action movies, but the action was stunningly done. Though the final shootout was OK and the highlight of this otherwise depressing movie.<br /><br />It keeps jumping between genres, not a groovy thing. It wants to be a drama, or an action flick, or a horror, or a romance... what the hell.<br /><br />If this review is making you mad, why? Is it because Gackt and Hyde are your love? Don't fool yourself, this MOVIE IS DETRIMENTAL.",Successful
540,"Okay, 'enjoy' is a pretty relative term, but flexibility is in order when you're dealing with a filmmaker of James Glickenhaus' calibre.<br /><br />McBain is truly one of the most ridiculous, over the top action films I've ever seen, without the nasty edge of The Exterminator. Other reviews have commented on a suspension of disbelief regarding the film's heroic middle aged commandos, but how about making a film in the Philippines that is set in Colombia? All the extras are Filipino. In fact the only character who looks remotely Hispanic is good ol' Victor Argo as the much reviled 'El Presidente'! Oh yes, we also have Maria Conchita Alonso overemoting like crazy as a rebel leader. There are tons of explosions and bodies flying everywhere in this amusing paean to the glories of American imperialism.","Okay, 'enjoy' is a pretty relative term, but flexibility is in order when you're dealing with a filmmaker of James Glickenhaus' calibre.<br /><br />McBain is truly one of the most imbecilic, over the top action films I've ever seen, without the nasty edge of The Exterminator. Other reviews have commented on a suspension of disbelief regarding the film's heroic middle aged commandos, but how about making a film in the Philippines that is set in Colombia? All the extras are Filipino. In fact the only character who looks remotely Hispanic is good ol' Victor Argo as the much reviled 'El Presidente'! Oh yes, we also have Maria Conchita Alonso overemoting like crazy as a rebel leader. There are tons of explosions and bodies flying everywhere in this amusing paean to the glories of American imperialism.",Successful
487,"Other than some neat special effects, this movie has nothing to offer. They threw in some gore and some nudity to try and make it interesting, but with no success. Kevin Bacon's acting was pretty good, but he couldn't salvage the movies lack of plot.","Other than some neat special influences, this cinematographic has nothing to quotation. They threw in some gore and some nudity to seek and make it interesting, but with no conquests. Flynn Bacon's acting was pretty good, but he couldn't salvaging the movies shortcoming of conspiracies.",Successful
