,original,perturbed,type
1,@user Eight years the republicans denied obama’s picks. Breitbarters outrage is as phony as their fake president.,@user Eight years the republicans denied obama’s opted. Breitbarters outrage is as phony as their pseudo presidents.,Successful
65,@user Holder is responsible for selling guns to the Mexican cartel. Just another Obama administration law breaker.,@user Possessor is responsible for sold guns to the Mexican cartel. Just another Obama administration legislation breaker.,Successful
686,@user FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.,@users FASCISTS LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.,Successful
536,@user Yes Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to death at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp,@users Yep Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to deaths at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp,Successful
675,@user @user @user I know you're not this naive. Those people make up a very small % of Trump supporters. Do all Liberals support terrorist and (groups such as Antifa?,@user @user @user I know you're not this naive. Those people make up a very small % of Trump supporters. Do all Liberals supporting terrorist and (groups such as Antifa?,Successful
572,@user .@USER your the perfect example of why Americans despise lying liberals. Disgusting,@user .@USER your the impeccable example of why Americans despise lie liberals. Detestable,Successful
898,@user Yeah I'll not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,@users Yes I'll not take my gun controls policies advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part,Successful
706,@user @user Yeah and guess what helped DC become Not the Murder Capital of the World?  Gun control! It works!,@user @user Yeah and guess what helped DC become Not the Kill Capital of the World?  Gun control! It works!,Successful
866,@user @user @user It started with Cameron and May is even worse. She is not a Conservative!,@user @users @user It began with Cameron and May is even worse. She is not a Conservative!,Successful
26,@user @user SHE IS A FUCKING MESS!! I HATE HER SO MUCH,@user @user SHE IS A GODDAM MESS!! I HATRED HER SO MUCH,Successful
797,"@user   Your continual use of Left liberal Progressive on your show are Euphemisms for the democrat Party who owns"""" them until deny them &amp; ideology.  You are lying to the Public by not calling a spade a spade.""""","@user   Your continuous use of Left liberal Progressive on your shows are Euphemisms for the democrat Party who owns"""" them until deny them &amp; ideology.  You are lying to the Public by not calling a spade a spade.""""",Successful
542,@user @user I don't understand how it's racist tho..,@user @user I don't comprehend how it's racist tho..,Successful
925,@user Deep corruption in the Puerto Rican government is the cause for the ppls misery. Billions sent &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most likely get hit again. This is the Puerto Rican’s government ms fault.,@users Deep corruption in the Puerto Rico governments is the cause for the ppls misery. Billions dispatched &amp; you don’t have the foresight to harden &amp; secure the power system on an island that will most probable got hit again. This is the Puerto Rican’s government ms fault.,Successful
6,@user Your looking more like a plant #maga #walkaway,@user Your looking more like a plants #maga #walkaway,Successful
256,@user Shameful.  #NRA is spending over a million $ to get Kavanaugh installed.  Gun control isn't his pot of Tea.,@user Shameful.  #NRA is expenditure over a million $ to get Kavanaugh installed.  Gun control isn't his pot of Tea.,Successful
149,@user Fascist always control the media.,@user Fascists always control the media.,Successful
134,"@user @user @user @user @user ...how you want to be defined""""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the """"Pavlovian Left"""" thinks. Night, night 🌙!""""","@users @user @user @user @users ...how you want to be defined""""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters dispatching her ANTIFA minions out to menacing you in public locations - you learn not to give a F*CK what the """"Pavlovian Left"""" thought. Night, night 🌙!""""",Successful
908,@user @user There's zero evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morals. #CONservatives #cdnpoli,@user @users There's zeroed evidence of any gaff and it's not their jobs to do any such thing; this is just more hijinx and chicanery from two buffoons that have no platforms or morality. #CONservatives #cdnpoli,Successful
203,"#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt","#USA (I feel your pains, even while I profit provoking it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi child (sanction '90's) under his belt",Successful
222,@user All liberals should cross the floor and leave Trudeau all alone to implode! Guy is leading  our country into financial disaster!,@user All liberals should cross the floor and leave Trudeau all alone to implode! Dude is leading  our country into financial disaster!,Successful
130,@user I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left. Put her under oath and attempt to get the truth. She will be protected by liberals in congress,@user I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handled her with kids gloves or be demonized in media and left. Put her under oath and try to get the truth. She will be protected by liberals in congress,Successful
934,@user Robyn I was gonna make vegan scones but I ran out of fucking time.  Blame my biochem lab,@user Robyn I was gonna make vegan scones but I ran out of goddam time.  Blame my biochem lab,Successful
171,@user @user @user Look Ellen.... I am not a socialist commie... you are the one for government Universal Health Care bigger government gun control and free colleges. I am American I'm for capitalism,@user @users @user Look Ellen.... I am not a socialists commie... you are the one for government Universal Health Care bigger government gun controls and free colleges. I am American I'm for capitalism,Successful
382,@user Its like saying the brown shirts afe better than nazis because they pretended to be socialists.,@users Its like saying the brown shirts afe better than nazi because they pretended to be socialists.,Successful
563,@user @user Not supporting trump is the lowest low bar. I’m glad someone doesn’t support trump. It doesn’t make them an ally. There are plenty of conservatives who hate trump who aren’t also pure trash.,@user @user Not supporting trump is the lowest low bar. I’m pleased someone doesn’t support trump. It doesn’t make them an ally. There are plenty of conservatives who hate trump who aren’t also sheer rubbish.,Successful
324,@user I don't believe she's even getting death threats. Conservatives don't roll that way. Plus her &amp; her attorneys bankroll is Soros,@user I don't believe she's even getting deaths threats. Conservatives don't roll that way. Plus her &amp; her attorneys bankroll is Soros,Successful
