,original,perturbed,type
551,"......in a horror movie that is. Alright first off , lets start with Kate. Her main goals include getting laid by George Clooney, looking good and last but not least screwing everyone over. Gotta love her. She had about 3 amazingly good chances to finish off this sicko but ..... instead she ran. I mean she didn't wanna bring Guy out for 10 minutes and when she did it was too late. I mean the guy tried to rape her. I cant get into these movies where the main character is a sad idiot. I mean who honestly would have any sympathy for a guy who finishes off everyone she has meet in a night. The movie kept going on. And as a result lost all its credibility.","......in a horror movie that is. Alright first off , lets start with Kate. Her main goals include getting laid by George Clooney, looking good and last but not least screwing everyone over. Gotta love her. She had about 3 amazingly good chances to finis off this diseased but ..... instead she ran. I mean she didn't wanna bring Guy out for 10 minutes and when she did it was too late. I mean the guy tried to rape her. I everytime get into these movies where the main character is a sad jerk. I mean who honestly would have any sympathy for a guy who finishes off everyone she has meet in a night. The movie kept going on. And as a result foregone all its believable.",Successful
940,"Anyone who has a remote interest in science fiction should start at the basics. Everyone says STAR WARS and STAR TREK are the best science fiction films to begin at, which is fine but the truth is THE TERMINATOR and this movie, SOYLENT GREEN, are far better choices than those series. SOYLENT is probably science fiction 's best kept secret. It remains one of the biggest, yet most forgotten films but the impact of its setting is becoming more a reality with each passing day. Charlton Heston overdramatizes his role, yet it works. Edward G. Robinson, in his final role, makes the most out of it in SOYLENT GREEN more than anyone else and his final scenes are touching.<br /><br />It is Manhattan in 2022, the world is overcrowded and food is an unbelievable fortune (a small jar of strawberry jam costs $150). A big executive for the Soylent company is murdered and police detective Thorn is on the case.<br /><br />The secret of soylent green is not a mystery if you do research on the movie. SOYLENT is enjoyable to watch, but the whole screenplay is a joke. It is just as cheap as the entire production. The screenplay and the over dramatics of the actors made the movie, yet were completely hilarious. Everyone seems to be a moron and no one knows the rules, specifically cop Thorn who likes to just waltz into people 's apartments, peruse around shamelessly and steal anything he wants. The character 's interactions keeps your attention on the movie, but still you realize that SOYLENT GREEN sucks. An enjoyable piece if you have the time, but do not expect anything more.","Anyone who has a remote interest in science fiction should start at the basics. Everyone says STAR WARS and STAR TREK are the best science fiction films to begin at, which is fine but the truth is THE TERMINATOR and this movie, SOYLENT GREEN, are far better choices than those series. SOYLENT is probably science fiction 's best kept secret. It remains one of the biggest, yet most forgotten films but the impact of its setting is becoming more a reality with each passing day. Charlton Heston overdramatizes his role, yet it works. Edward G. Robinson, in his final role, makes the most out of it in SOYLENT GREEN more than anyone else and his final scenes are touching.<br /><br />It is Manhattan in 2022, the world is overcrowded and food is an unbelievable fortune (a small jar of strawberry jam costs $150). A big executive for the Soylent company is murdered and police detective Thorn is on the case.<br /><br />The secret of soylent green is not a mystery if you do research on the movie. SOYLENT is enjoyable to watch, but the whole screenplay is a joke. It is just as cheap as the entire production. The screenplay and the over dramatics of the actors made the movie, yet were completely hilarious. Everyone seems to be a moron and no one knows the rules, specifically cop Thorn who likes to just waltz into people 's apartments, peruse around shamelessly and steal anything he wants. The character 's interactions keeps your attention on the movie, but still you realize that SOYLENT GREEN blows. An enjoyable piece if you have the time, but do not expect anything more.",Successful
125,"I saw the capsule comment said ""great acting."" In my opinion, these are two great actors giving horrible performances, and with zero chemistry with one another, for a great director in his all-time worst effort. Robert De Niro has to be the most ingenious and insightful illiterate of all time. Jane Fonda's performance uncomfortably drifts all over the map as she clearly has no handle on this character, mostly because the character is so poorly written. Molasses-like would be too swift an adjective for this film's excruciating pacing. Although the film's intent is to be an uplifting story of curing illiteracy, watching it is a true ""bummer."" I give it 1 out of 10, truly one of the worst 20 movies for its budget level that I have ever seen.","I saw the capsule comment said ""great acting."" In my opinion, these are two great actors giving terrible performances, and with zero chemistry with one another, for a great director in his all-time strongest effort. Robert De Niro has to be the most ingenious and insightful illiterate of all time. Jane Fonda's performance uncomfortably drifts all over the map as she clearly has no handle on this character, mostly because the character is so wicked written. Molasses-like would be too swift an adjective for this film's excruciating pacing. Although the film's intent is to be an uplifting story of curing illiteracy, watching it is a true ""bummer."" I give it 1 out of 10, truly one of the finest 20 movies for its budget level that I have ever seen.",Successful
58,"I thought this was a very clunky, uninvolving version of a famous Australian story. Heath Ledger and Orlando Bloom were very good in their roles, and gave their characters some personality; but the whole thing felt forced and mechanical.<br /><br />The beginning could have been a lot more involving; perhaps starting with a shootout, and then flashing back for a recap of how they got there or that sort of thing. And I felt like every scene was routinely predictable and signposted, like a very bad tv soap.<br /><br />I was really looking forward to this movie, and hoping for something a lot better. The only thing I can say in its favour is that it beats the Mick Jagger version, but not by much.","I thought this was a very clunky, uninvolving version of a famous Australian story. Heath Ledger and Orlando Bloom were very good in their roles, and gave their characters some personality; but the whole thing felt forced and mechanical.<br /><br />The beginning could have been a lot more involving; perhaps starting with a shootout, and then flashing back for a recap of how they got there or that sort of thing. And I felt like every scene was routinely foretold and signposted, like a tremendously wicked tv soap.<br /><br />I was really watching forward to this movie, and suspense for something a lot better. The only thing I can say in its favour is that it beats the Mick Jagger version, but not by sizeable.",Successful
689,"The main reason people still care about ""Carlton-Browne Of The F.O."" is that it features Peter Sellers in a second-billed role. But watching this film to see Peter Sellers is a mistake.<br /><br />Sellers plays Amphibulos, a vaguely reptilian prime minister of the dirt-poor island nation of Gaillardia, formerly a British colony, now hosting a lot of Russian diggers during the height of the Cold War. Amphibulos wants to play both U.K. and Soviet interests against each other for easy profit, ""everything very friendly and all our cards under the table"". Terry-Thomas is the title character, a lazy British diplomat anxious to show Gaillardia that Great Britain hasn't forgotten them, all appearances to the contrary.<br /><br />A positive review here says: ""The reason this movie is considered average is because the comedy is understated."" I would argue that the reason ""Carlton-Browne"" is considered below average is because the comedy is non-existent.<br /><br />After a decent opening that establishes the film's only two strengths, a sympathetically doltish Terry-Thomas and John Addison's full-on larky score, things quickly slow down into a series of slow burns and lame miscommunication jokes. The low opinion of Carlton-Browne by his boss and the obscurity of Gaillardia (which no one can find on a map) is milked to death. By the time we actually reach the island (after a labored series of airsick jokes), expectations are quite low.<br /><br />They're still too high, though. The island itself, which seems to exist either in Latin America or the Mediterranean, is so pathetic its honor guard faints at the airport, and the review stand falls apart in the middle of a parade. The army is apparently still horse drawn, allowing for another lame aural gag by a thick-accented announcer: ""In war, the army uses many horse.""<br /><br />Sellers never quite takes center stage even when we're on his character's island. The plot is taken over instead by Ian Bannen as King Loris, who inherits the throne of Gaillardia after his father's assassination. Bannen is dull and plays his part as straight as it is written. Normally this would make him the likely target for scene-stealing by Sellers, but trapped behind a thick accent and greasy moustache, Sellers is only a threat to those of us who remember him far more happily in two other films made this same year, ""The Mouse That Roared"" and ""I'm All Right, Jack.""<br /><br />Strange that this film, like ""Jack"", was a Boulting Brothers production, with Roy Boulting here serving as co-director alongside Jeffrey Dell. Usually Boulting films combine wicked social satire with anything-goes comedy, but here there are only fey jabs in either direction. Amphibulos works his mangled-English vibe for all its worth (""This man is like, how do you say, the bull in the Chinese ship"") while Carlton-Browne is generally ragged on by his superior far more than he seems to deserve.<br /><br />The weakest and most protracted element of the film is young Loris's romance with Ilyena. Score one point for her being played by ravishing Luciana Paluzzi, dock one for the fact that they are apparently cousins is never addressed.<br /><br />The film winds up with a lamely staged revolution whose surprise resolution will surprise no one, and a final bit of action by Carlton-Browne that would seem to nail the lid on his coffin literally. Apparently he lives to see another day, but the film of the same name is strictly DOA.","The main reason people still care about ""Carlton-Browne Of The F.O."" is that it features Peter Sellers in a second-billed role. But watching this film to see Peter Sellers is a deceiving.<br /><br />Sellers plays Amphibulos, a vaguely reptilian prime minister of the dirt-poor island nation of Gaillardia, formerly a British colony, now hosting a lot of Russian diggers during the height of the Cold War. Amphibulos wants to play both U.K. and Soviet interests against each other for easy profit, ""everything very friendly and all our cards under the table"". Terry-Thomas is the title character, a lazy British diplomat anxious to show Gaillardia that Great Britain hasn't forgotten them, all appearances to the contrary.<br /><br />A positive review here says: ""The reason this movie is considered average is because the comedy is understated."" I would argue that the reason ""Carlton-Browne"" is considered below average is because the comedy is non-existent.<br /><br />Besides a decent opening that establishes the film's only two strengths, a sympathetically doltish Terry-Thomas and John Addison's full-on larky noting, things quickly slow down into a series of slow burns and nought miscommunication jokes. The low perceptions of Carlton-Browne by his boss and the obscurity of Gaillardia (which no one can find on a map) is milked to death. By the time we actually reach the island (after a feverishly series of airsick jokes), expectations are quite lean.<br /><br />They're still too best, though. The island itself, which seems to exist either in Latin America or the Mediterranean, is equally tragic its rewarded guard faints at the airport, and the review stand falls apart in the middle of a parade. The army is apparently still horse drawn, allowing for another nil aural gag by a thick-accented announcer: ""In war, the army uses many horse.""<br /><br />Sellers never quite takes center stage even when we're on his character's island. The plot is taken over instead by Ian Bannen as King Loris, who inherits the throne of Gaillardia after his father's assassination. Bannen is somber and plays his part as straight as it is written. Normally this would make him the likely target for scene-stealing by Sellers, but trapped behind a thick accent and greasy moustache, Sellers is only a threat to those of us who remember him far more happily in two other films made this same year, ""The Mouse That Roared"" and ""I'm All Right, Jack.""<br /><br />Strange that this film, like ""Jack"", was a Boulting Brothers production, with Roy Boulting here serving as co-director alongside Jeffrey Dell. Usually Boulting films combine wicked social satire with anything-goes comedy, but here there are only fey jabs in either direction. Amphibulos works his mangled-English vibe for all its worth (""This man is like, how do you say, the bull in the Chinese ship"") while Carlton-Browne is generally ragged on by his superior far more than he seems to deserve.<br /><br />The weakest and most protracted element of the film is young Loris's romance with Ilyena. Score one point for her being played by ravishing Luciana Paluzzi, dock one for the fact that they are apparently cousins is never addressed.<br /><br />The film winds up with a lamely staged revolution whose surprise resolution will surprise no one, and a final bit of action by Carlton-Browne that would seem to nail the lid on his coffin literally. Apparently he lives to see another day, but the film of the same name is strictly DOA.",Successful
961,"How did this become a blockbuster? Dear God I don't know where to start why this movie sucked too much. The movie was predictable & there was no originality. The only thing I can admire is the acting of some characters. The movie was too bright, they should have done something with the lighting, eg. making the environment more darker. The make up on certain dead characters made this movie look like a 1970 horror flick. This is 2006! People don't get scared by other people wearing heavy make up. Most of the horror scenes we're taken from other Hollywood or Asian horror movies. Total rip off! This is why I don't watch tagalog movies. The only reason why so many people ""screamed"" while watching this movie is because of conformity. How many times do we have to copy scenes from The Ring and improvise it that instead of the girl coming out of the TV, its now coming from the window next door? No matter how you put it, ITS STILL A RIP OFF. If you want a good horror movie, go watch the 50 best horror movie listed on this website.","How have this become a blockbuster? Dear God I don't know where to start why this theatres hadnt too much. The video was foreseen & there was no originals. The only matter I can embrace is the acting of some characters. The movie was too bright, they should have done something with the lighting, eg. making the environment more darker. The make up on certain dead characters made this movie look like a 1970 horror flick. This is 2006! People don't get scared by other people wearing heavy make up. Most of the horror scenes we're taken from other Hollywood or Asian horror movies. Complements rip off! This is why I don't watch tagalog movies. The only reason why so many people ""screamed"" while watching this movie is because of conformity. How many times do we have to copy scenes from The Ring and reinvent it that instead of the girl coming out of the TV, its now coming from the window next door? No matter how you put it, ITS STILL A RIP RECONNECTING. Upon you want a good horror movie, go watch the 50 best horror movie listed on this website.",Successful
154,"Caught this on IFC yesterday, and can't believe the positive reviews! Am I the only one who thought these ""ladies"" were anything but? Kate tells Jed she could get fired because she's supposed to be a pillar of the community, but puts out for him! Then they suddenly decide they're in love? And she's SO devastated over his death, she doesn't go to his funeral, much less, tell his family the ""good news""! By the way, how did an American get to be the headmistress of a very proper British school? Janine should have been kicked off the force for her inexcusable abuse of power, but nothing happens! And she winds up boffing a con she brought in for questioning! And the less said about Molly, the better!<br /><br />As for the guilt Janine and Molly feel over Jed, please! It's the punk's own damn fault he got turned into roadkill! Where's the guilt over poor Gerald, who gets puked on? If only I could do the same to the bozos behind this ""movie""!","Caught this on IFC yesterday, and can't believe the positive reviews! Am I the only one who thought these ""ladies"" were anything but? Kate tells Jed she could get fired because she's supposed to be a pillar of the community, but puts out for him! Then they suddenly decide they're in love? And she's SO devastated over his death, she doesn't go to his funeral, much less, tell his family the ""good news""! By the way, how did an American get to be the direktor of a very proper British school? Janine should have been kicked off the force for her unforgivable abuse of power, but nothing happens! And she winds up canoodling a con she brought in for questioning! And the tiny tells about Molly, the better!<brit /><ab />Since for the guilt Debra and Molly feel over Dustin, please! It's the punk's unique flippin flaws he enjoys revolved into roadkill! Where's the conviction over destitute Rodriguez, who gets barf on? Despite only me could does the same to the deadbeats behind this ""film""!",Successful
391,"A particularly maligned example of Italian cult cinema with a nonsensical title to boot (if anything, the alternate THE MARK OF Satan is even less relevant to the plot!), this hybrid of Gothic Horror and Giallo (with a strong dose of Erotica) only contrives a flat sort of atmosphere throughout  actually matched by handling which is downright dreadful! Here, we get the usual group of people (an acting troupe) stranded on an island (to which they were invited by a Count  since he had become enamored of the leading lady, a dead-ringer for his missing spouse)! The characters are pretty much stereotypes: middle-aged but dashing hero (played by Giacomo Rossi-Stuart and whose family history bears more than its share of violent tragedy), demure heroine, sluttish companion (recalling Mae West and emerging the most annoying of the lot!), a meek but devoted stage manager (forever chided by one and all for his unmanly behavior!), a couple of lesbians, a mysterious gardener (the ubiquitous Luciano Pigozzi who, for once, gets in on the action, if you know what I mean), an envious housekeeper (nominal star Femi Benussi though, for what it is worth, this is really an ensemble piece), a religious fanatic of a butler, an impressionable chambermaid, etc. While the film is not by any means unwatchable, the atrocious dubbing, snail's pace, shoddy production (with the scenes depicting the raging sea lifted from some black-and-white film!) and the fact that the murders only occur within the concluding half-hour do not help matters. Besides, Marcello Giombini's score, though pleasant in itself, comes off as incongruously modern under the circumstances; that said, the revelation proves a surprisingly elaborate one (considering there is surely no shortage of suspects here).","A particularly maligned example of Italian cult cinema with a nonsensical title to boot (if anything, the alternate THE MARK OF Satan is even less relevant to the plot!), this hybrid of Gothic Horror and Giallo (with a strong dose of Erotica) only contrives a flat sort of atmosphere throughout  actually matched by handling which is downright terrifying! Here, we get the usual group of people (an acting troupe) stranded on an island (to which they were invited by a Count  since he had become enamored of the leading lady, a dead-ringer for his missing spouse)! The characters are pretty much stereotypes: middle-aged but dashing hero (played by Giacomo Rossi-Stuart and whose family history bears more than its share of violent tragedy), demure heroine, sluttish companion (recalling Mae West and emerging the most annoying of the lot!), a meek but devoted stage manager (forever chided by one and all for his unmanly behavior!), a couple of lesbians, a mysterious gardener (the ubiquitous Luciano Pigozzi who, for once, gets in on the action, if you know what I mean), an envious housekeeper (nominal star Femi Benussi though, for what it is worth, this is really an ensemble piece), a religious fanatic of a butler, an impressionable chambermaid, etc. While the film is not by any means unwatchable, the atrocious dubbing, snail's pace, fuzzy production (with the scenes depicting the raging sea lifted from some black-and-white film!) and the fact that the murders only occur within the concluding half-hour do not help matters. Besides, Marcello Giombini's score, though pleasant in itself, comes off as incongruously modern under the circumstances; that said, the revelation proves a surprisingly elaborate one (considering there is surely no shortage of suspects here).",Successful
783,"Garson Kanin wrote and directed this look at ""modern day"" Las Vegas and the gap between generations, his first directorial effort since the 1940s! David Janssen is somewhat miscast as a big-shot casino owner who reunites with his son (Robert Drivas, who looks disconcertingly like an older Jason Bateman). Janssen approaches every scene the same way: defensively, with a chip on his shoulder. Playing this role cool and laid-back is asking too much from Janssen, who barks at everyone like a grouchy put-upon husband (he even chews out Don Rickles and makes him cry!). His son, a ne'er-do-well in search of his own identity, makes hip comments about how young people look down on Vegas (give them another ten years), and his disapproval of Dad's lifestyle causes friction. Brenda Vaccaro is cute as a self-conscious secretary and Edy Willaims has a fun bit as a showgirl at an audition. Unfortunately, ""Where It's At"" doesn't have much else going for it other than the now-dated ruminations on ethics between adults and their kids, some quick T&A shots and amusingly jaded satirical bits on the high-stakes world of gambling--most of which has been covered by now, ad nauseum. ** from ****","Garson Kanin wrote and directed this look at ""modern day"" Las Vegas and the gap between generations, his first directorial effort since the 1940s! David Janssen is somewhat miscast as a big-shot casino owner who reunites with his son (Robert Drivas, who looks disconcertingly like an older Jason Bateman). Janssen approaches every scene the same way: defensively, with a chip on his shoulder. Playing this role cool and laid-back is asking too much from Janssen, who barks at everyone like a grouchy put-upon husband (he even chews out Don Rickles and makes him cry!). His son, a ne'er-do-well in search of his own identity, makes hip comments about how young people look down on Vegas (give them another ten years), and his disapproval of Dad's lifestyle causes friction. Brenda Vaccaro is cute as a self-conscious secretary and Edy Willaims has a fun bit as a showgirl at an audition. Spectacularly, ""Where It's At"" doesn't have much else going for it other than the now-dated ruminations on ethics between adults and their kids, some quick T&A shots and amusingly mystified satirical bits on the high-stakes world of gambling--most of which has been covered by now, ad nauseum. ** from ****",Successful
523,"This movie had the potential to be a decent horror movie. The main character was decently done and I felt sorry for him and there was a decent amount of backstory. HOWEVER, everything else sucks. The director, Emmanuel, is quite incompetent at film-making. He uses some of the most idiotic shots ever.<br /><br />- a couple of random sequences of random images dispersed throughout the film. I don't know if he tried to be deep and intelligent and poetic but he wasn't. It was stupid. Random shots of the trailer the main character lived in, random buildings, random pan shots of buildings, random cat which walks away. WTF? And clouds. Lots of gloomy dark clouds.<br /><br />- he really liked this technique of having a scene cut up into different shots rather than being just one continuous shot. EX: Guy is trying to light his weed and the camera circles around him. Instead of just one shot, he edits it into like 10 different shots so its really EDGY! and HIP! and SMART! stupid.<br /><br />The acting is horrible but it's what makes the movie so funny. And the scarecrow is a gymnast cause he flips and spins and twirls all the time. And some of the deaths could have been better. You expect the main bully to have a long well built up death but nope. A simple corncob in the ear . The love interest was hot. Voluptuous. Which is why this movie gets a 2.","This movie had the potential to be a decent horror movie. The main character was fairly done and I felt sorry for him and there was a decent amount of backstory. HOWEVER, everything else feared. The director, Emmanuel, is quite undisciplined at film-making. He uses some of the most twit shots ever.<br /><br />- a couple of random sequences of random images dispersed throughout the film. I don't know if he tried to be deep and intelligent and poetic but he wasn't. It was stupid. Random shots of the trailer the main character lived in, random buildings, random pan shots of buildings, random cat which walks away. WTF? And clouds. Lots of gloomy dark clouds.<br /><br />- he really liked this technique of having a scene cut up into different shots rather than being just one continuous shot. EX: Guy is trying to light his weed and the camera circles around him. Still of just one shot, he revise it into like 10 different shots so its really EDGY! and HIP! and SMART! stupid.<br /><br />The acting is egregious but it's what makes the movie so funny. And the scarecrow is a gymnast cause he flips and spins and twirls all the time. And some of the deaths could have been better. You expect the main bully to have a long well built up death but nope. A simple corncob in the ear . The love interest was hot. Voluptuous. Which is why this movie gets a 2.",Successful
280,"I've seen my fair share of badly thought-out endings and final twists to films, but I don't recall any film that committed outright suicide like this one did.<br /><br />The film makers were clearly hoping that the great twist would 'surprise' us all.... and it did, but perhaps not in the way the directors had hoped. I was left feeling surprised that Connery, Harris, Fishburn and Capshaw had anything to do with this turkey, individually or collectively.<br /><br />The film up until the final thirty minutes was rather engaging and I like the way the story was unfolding and the nature of the film overall. But once the twist was revealed, the plot holes and inconsistencies were remarkable, the underlying motive for revenge was ill-conceived and the ways things so neatly worked out for Bobby Earl was ridiculously far-fetched. What's worse is that, once the twist was revealed, the remainder of the film became excruciatingly predictable.<br /><br />Harris gave a terrific performance and Connery is like Morgan Freeman in that he never gives a bad performance, even if the movie ain't that great! So all in all, it starts well and the unfolding keeps the viewer interested. The last 30 minutes is one of the most memorable nose dives in the history of cinema.","I've seen my fair share of badly thought-out endings and final twists to films, but I don't recall any film that committed outright suicide like this one did.<br /><br />The film makers were clearly hoping that the great twist would 'surprise' us all.... and it did, but perhaps not in the way the directors had hoped. I was left feeling surprised that Connery, Harris, Fishburn and Capshaw had anything to do with this turkey, individually or collectively.<br /><br />The film up until the final thirty minutes was rather engaging and I like the way the story was unfolding and the nature of the film overall. But once the twist was revealed, the plot holes and inconsistencies were remarkable, the underlying motive for revenge was ill-conceived and the ways things so neatly worked out for Bobby Earl was ridiculously far-fetched. What's worse is that, once the twist was revealed, the remainder of the film became excruciatingly foresee.<br /><br />Harris gave a terrific performance and Connery is like Morgan Freeman in that he never gives a bad performance, even if the movie ain't that great! So all in all, it starts well and the unfolding keeps the viewer interested. The last 30 minutes is one of the most memorable nose dives in the history of cinema.",Successful
543,"Creep is the story of Kate (Potente), an intensely unlikeable bourgeois bitch that finds herself somehow sleeping through the noise of the last underground train, and waking up to find herself locked in the tube station. After somehow meeting workmate and would-be rapist Guy on a mystery train that runs after the lines have closed, things go awry and she finds herself pursued by what lurks beneath the city's streets. Her story is linked to that of George (Blackwood), an ex-con working in the sewer system; they meet in the final third of the film, brought together by their attempts to escape the monster that pursues them.<br /><br />The pair proceed through a set of increasingly unlikely locations; from the Tube station, they end up in the sewage works before somehow finding themselves in some sort of abandoned underground surgery. Most Tube stations don't have toilets, so how one has a surgery is beyond me. Naturally, the film cares to explain that the surgery doesn't have running water. Yet it has electricity? Just one of many inconsistencies that work against the atmosphere of everyday believability that the film tries to create.<br /><br />The monster itself is a problem. There's a complete lack of reasoning for its actions, it just kills people for no obvious reason. And then of course it keeps some alive for no real reason either, perhaps just so that they can eventually escape and give the film an extra 15 minutes or so running time. I understand that natural evil is supposed to be scary, but then the film attempts to explain itself via a photo of a doctor and his son, and a few shots of some jars containing babies, and yes, it is just as tired and pathetic as it sounds. It also fails to explain how the creature has been underground long enough to lose the ability to speak, communicating only in raptor screams, but not long enough for its pair of shorts to decay. Hmm.<br /><br />This doctor business leads to scene that is the film's desperate attempt to implant itself on your memory, and while it is gory and uncomfortable to watch, it just isn't enough. The final third of the film hinges on an emotional relationship that never existed, and the characters break down and recover for little or no obvious reason. George breaks down, unable to cope with something despite stating that he wants to escape so he can see his daughter again, and Kate becomes emotionally tough seconds after going to pieces over someone that ripped her off for a travelcard. Yeah.<br /><br />After starting out as a ""this could happen to anyone"" movie, it quickly falls apart as it introduces ideas that make it more and more unrealistic. A complete lack of emotional interest in the characters and an absence of suspense make this one to avoid.","Freak is the story of Kate (Potente), an intensely unlikeable bourgeois prostitute that finds herself somehow sleeping through the noise of the last underground train, and waking up to find herself locked in the tube station. After somehow meeting workmate and would-be rapist Friends on a secrets train that performs after the lines have closed, things go wrongfully and she finds herself pursued by what lurks beneath the city's streets. Her story is linked to that of George (Blackwood), an ex-con working in the drip system; they meet in the final third of the film, brought together by their attempts to escape the monster that pursues them.<br /><br />The pair proceed through a set of increasingly unlikely spaces; from the Pipe station, they end up in the drains works before somehow finding themselves in some sort of abandoned underground surgery. Most Chimneys stations don't have wc, so how one has a operate is beyond me. Naturally, the film cares to explain that the surgery doesn't have running water. Yet it enjoy electrified? Simple one of many inequities that work against the atmosphere of everyday believability that the film aims to create.<br /><br />The monster itself is a problem. There's a fulfilling defect of motifs for its actions, it just kills people for no obvious arguments. And then of course it keeps some alive for no real motifs either, arguably just so that they can eventually escape and give the stills an extra 15 moments or so running time. I understand that natural evil is shouldered to be afraid, but then the films strive to detail itself via a photo of a doctor and his son, and a few shots of some jars containing babies, and yes, it is just as unmotivated and sleazy as it sounds. It also overlooking to explain how the creature has been underground long enough to lose the ability to speak, communicating only in raptor screams, but not long enough for its pair of shorts to decay. Hmm.<br /><br />This doctor business leads to scene that is the film's desperate attempt to implant itself on your memory, and while it is gory and uncomfortable to watch, it just isn't enough. The final third of the film hinges on an emotional relationship that never dominates, and the characters break down and recover for humble or no obvious motifs. George breaks down, able to cope with something despite stating that he wants to escape so he can see his daughter again, and Kate becomes emotionally tough seconds after going to pieces over someone that ripped her off for a travelcard. Yeah.<br /><br />After starting out as a ""this could happen to anyone"" movie, it quickly falls apart as it introduces ideas that make it more and more unrealistic. A complete lack of emotional interest in the characters and an absence of suspense make this one to avoid.",Successful
407,"An awful film! It must have been up against some real stinkers to be nominated for the Golden Globe. They've taken the story of the first famous female Renaissance painter and mangled it beyond recognition. My complaint is not that they've taken liberties with the facts; if the story were good, that would perfectly fine. But it's simply bizarre -- by all accounts the true story of this artist would have made for a far better film, so why did they come up with this dishwater-dull script? I suppose there weren't enough naked people in the factual version. It's hurriedly capped off in the end with a summary of the artist's life -- we could have saved ourselves a couple of hours if they'd favored the rest of the film with same brevity.","An scary filmmaking! His must enjoy been up against some real pushovers to is nominated for the Golden Globe. They've captures the story of the first memorable donna Revival portraits and scarred it beyond thanks. My complaint is not that they've taken liberties with the facts; if the story were good, that would perfectly fine. But it's hardly bizarre -- by all accounts the true story of this artist would enjoy made for a far better film, so why did they come up with this dishwater-dull scripts? I suppose there weren't enough naked people in the factual version. It's joyously restrained off in the end with a summary of the artist's life -- we could have saved ourselves a couple of hours if they'd favored the rest of the film with same brevity.",Successful
832,"Live! Yes, but not kicking.<br /><br />True story: Some time ago, a Dutch TV station made an announcement that they were going to air a new reality show. A contest rather. The main participant in this show would be a woman who was dying of something terrible and she would be donating her kidneys to one lucky person with progressive kidney failure. For real.<br /><br />The country and the international media were all over this story like flies on a turd, saying it was appalling, immoral, what-is-this-world-coming-to, and the like. In a way, I had to agree.<br /><br />As the months passed, the tension built up to a degree that the government was mostly occupied by the issue of whether they should let this show go ahead or not, instead of running the country.<br /><br />The show did air and right up to the last moment they were pushing ahead. And up to the last moment the country was up in arms, the Prime Minister making speeches, every newspaper writing about it, everyone in the country holding their breaths. And the network pushed on. Towards a new frontier in television. And they definitely succeeded in doing just that. They pushed the envelope.<br /><br />The show aired and we all watched a terminally ill woman selecting the right candidate to receive her kidneys so he or she would live, whilst she would die shortly after.<br /><br />And then, in the last moments of the show it was revealed that it was a partial hoax. The woman was not ill, but all the candidates were. There was no kidney auction. The whole show, that, with the publicity and the commercials and all the discussions, built up for months to a fantastic climax, was a publicity stunt to focus attention on the problem of major shortages in organ donors. The man who founded this particular network himself died of kidney disease.<br /><br />Now THIS is television. Leaving everybody far behind in amazement.<br /><br />Don't give me a poorly acted, poorly directed flick about some woman trying to get a Russian Roulette show on American TV.<br /><br />As if.<br /><br />*Spoiler* As if I'm going to believe they would get this through the FCC. As if I'm going to believe this would get through the US Supreme Court on the basis of free expression. As if I'm gonna believe the ridiculous ending where this woman pulled it off and has conscience issues because some guy shot himself on air.<br /><br />It's all been done before. Watch Running Man with Arnold instead. At least it had a semi good ending.<br /><br />*Spoiler* This is an appallingly bad piece of film, together with a ridiculous ending. So she gets shot in the end, is that supposed to make us movie going public feel better after we leave the theater because there was some kind of justice? Don't take my word for it, but I would say this: leave this one alone and watch a test pattern instead, you'll get more quality.","Live! Yes, but not kicking.<br /><br />True story: Some time ago, a Dutch TV station made an announcement that they were going to air a new reality show. A contest rather. The main participant in this show would be a woman who was dying of something terrible and she would be donating her kidneys to one lucky person with progressive kidney failure. For real.<br /><br />The country and the international media were all over this story like flies on a turd, saying it was appalling, immoral, what-is-this-world-coming-to, and the like. In a way, I had to agree.<br /><br />As the months passed, the tension built up to a degree that the government was mostly occupied by the issue of whether they should let this show go ahead or not, instead of running the country.<br /><br />The show did air and right up to the last moment they were pushing ahead. And up to the last moment the country was up in arms, the Prime Minister making speeches, every newspaper writing about it, everyone in the country holding their breaths. And the network pushed on. Towards a new frontier in television. And they definitely succeeded in doing just that. They pushed the envelope.<br /><br />The show aired and we all watched a terminally ill woman selecting the right candidate to receive her kidneys so he or she would live, whilst she would die shortly after.<br /><br />And then, in the last moments of the show it was revealed that it was a partial hoax. The woman was not ill, but all the candidates were. There was no kidney auction. The whole show, that, with the publicity and the commercials and all the discussions, built up for months to a fantastic climax, was a publicity cascades to focus attention on the problem of major shortages in organ donors. The man who founded this particular network himself died of kidney disease.<br /><br />Now THIS is television. Leaving everybody far behind in amazement.<br /><br />Don't give me a poorly acted, dimly directed flick about some woman trying to get a Russian Roulette show on American TV.<br /><br />As if.<br /><br />*Spoiler* As if I'm going to believe they would get this through the FCC. As if I'm going to believe this would get through the US Supreme Court on the basis of free expression. As if I'm gonna believe the ridiculous ending where this woman pulled it off and has conscience issues because some guy shot himself on air.<br /><br />It's all been done before. Watch Running Man with Arnold instead. At least it had a semi good ending.<br /><br />*Spoiler* This is an appallingly bad piece of film, together with a ridiculous ending. So she gets shot in the end, is that supposed to make us movie going public feel better after we leave the theater because there was some kind of justice? Don't take my word for it, but I would say this: leave this one alone and watch a test pattern instead, you'll get more quality.",Successful
