original,perturbed,type
"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?","What were they planning to do with the immigrant infantile they kidnap? Serfdom, sex traffic, organs harvesting?",Failed
masturbate intensive for that whore slut,masturbate intensive for that whore slut,Skipped
The Truth about #Immigration,The Truth about #Immigration,Failed
@user @user Must Make Illegal #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,@user @user Owe Make Unlawfully #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Job and Welfare  #Trump #MAGA #RedNationRising,Failed
"@user immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamic countries","@users immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right sending them back homes but please do not separate families Islamic country",Failed
Lebanese Christian victim of a quarrel between Syrian refugees carrying knives &amp; cleavers in Lebanon,Lebanese Christians victim of a brawl between Syrian refugees carry knives &amp; cleavers in Lebanon,Failed
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry","CoreCivic found its best interest is to increased US detentions proficiency, for women and child, by over 450%. Enlarging the number of mother-child beds from 3,500 up to 20,000. This signalling the bigger increase in immigrants detention since WW2 #ResistICENashville pictures: Julie Henri",Failed
I wonder is this is where Caitlyn gets his car services 🌚,I wonder is this is where Caitlyn obtains his auto services 🌚,Failed
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉","@users Uhhhhhh, that’s stupid SMALL bitch, ma’am 😉",Failed
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases,Bishop appeals to church grouped to take action as migrants now account for 11 percent of reported case,Failed
Because some women are stupid,Because some women are stupid,Failed
@user BITCH TEXT ME,@users BITCH TEXTS ME,Successful
"because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Immigration rules ,good  do we want to hire from a land of Rapists and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#","because they had a cross on !! The lovely NHS  cannot get 100 Indian Physician over from India because of Immigration regulatory ,good  do we wanna to hire from a land of Rapists and misinformed beliefs sadly we cannot get enough training locations here, why doesnt we utilize nursing Practitioners#",Failed
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr","@users RT @users Don't betray Your #Electorate on #Immigration. #Americans, #WeThePeople, & the #USA rejects #DACA, #Pardon, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deporting all illegals & #DACA immigr",Failed
@user Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @user FOR SENATE in MA,@users Elisabeth Warren's radical agenda to abolish ICE and create open boundaries must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illicit immigration. VOTING FOR @user FOR SENATE in MA,Successful
What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel.,What an absolute rooster womble this cunt is. Does she moreover alude to the fact she recieved EXTRICATE university education aswel.,Failed
No matter what color a girl is she still a ho 😂😂,No matter what coloring a girl is she still a ho 😂😂,Failed
"@user I am not forcing anyone. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,","@user I am not forcing anybody. I am just putting out my opinion. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,",Failed
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,Skipped
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns","#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""perpetrated"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",Successful
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr","@user Dan, MANNER too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is lengthy & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",Successful
"Russia, Turkey, Jordan are in talks on return of Syrian refugees ‘“ Lavrov","Russia, Turkey, Jordan are in conversations on revert of Syrian refugee ‘“ Lavrov",Failed
"@user @user No.....really? A refugee? They are here to enrich our cultures, right? I bet ya he's older than 17 too....#sendthemback it's not late to save Europe","@user @user Nos.....truly? A refugee? They are here to enrich our civilizations, right? I wagered ya he's older than 17 too....#sendthemback it's not late to save Europe",Failed
NEVERRRRRRRRRRR,NEVERRRRRRRRRRR,Failed
"Thank you, @user for taking a stand. It's up to all of us to fight misinformation and anti-immigrant hate. #SourcesMatter","Thank you, @user for taking a stand. It's up to all of us to battle disinformation and anti-immigrant hated. #SourcesMatter",Failed
And now another flood of immigrants coming our way.#BuildThatWall,And now another flood of immigrant coming our manner.#BuildThatWall,Failed
Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Nothing irks me more than when pussies end it with a good bloke then complain about getting hurt by a dimwit bag. #WakeUpYouWhore,Failed
Realizing the rights of Eritrean refugees in Israel. A new article:https://t.co/0SsTUvgQ6z,Realize the rights of Eritrean refugee in Israel. A newer article:https://t.co/0SsTUvgQ6z,Failed
Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune,Judge orders governments to liberated immigrants infantile from Texas shelter | The Texas Podium,Failed
@user @user @user Don't dare to tell us about Syrian refugees.,@user @user @user Don't dare to tell us about Syrian refugees.,Failed
"@user @user It should foment anger. Only idiots open their borders to people who will NEVER assimilate. Majority of Black Africans coming into Europe are NOT refugees and had the money to pay for trip over, which is expensive.","@user @user It should foment anger. Solely morons opens their frontiers to people who will NEVER assimilate. Majority of Black African coming into Europe are NOT refugees and had the money to salary for trip over, which is expensive.",Failed
This is what Trump supporters call humane smh,This is what Trump supporters calling humanitarian smh,Failed
MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,MegynKelly is skank. Hooker paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,Successful
"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome","#OccupyICEPHL was pleased to learned that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turn Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome",Failed
"Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders","Med not a dwellings/EU not grownups day care camp for migrants seek handouts or to profit from crime.Tunisia manhandling #Italy EU, which has harnessing bt lack bravery to utilizes it. #Salvini owe send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders",Successful
@user good girl,@user good girl,Failed
you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,you know your women are stupid just like you're_ bitch please did i fucking you_ what significance do you have in my life_ are you retarded_ 😏🌹,Failed
Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,Don't you loathe how girl just Harlot about because they never got daddy's attention ?? And so they have to intervene in relationship.. hoe,Failed
"@user Greedy, you have to talk about this tomorrow including the hysterical responses.","@user Rapacious, you have to talk about this tomorrow including the hysterical reactions.",Failed
@user Wow!! Never seen a woman juggle a big cock like that,@user Wow!! Never seen a woman juggle a big rooster like that,Failed
"Fuck you, you hoe I don’t want you back","Fucking you, you hoe I don’t want you back",Failed
@user Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,@users Screw her and her beliefs!! Dispatched them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,Failed
@user You are the sloppy queen of sucking cock,@user You are the sloppy queen of suck rooster,Failed
World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž,World Relief is continuing to provide legal aiding and advocating for immigrants familial who have been segregated at the U.S.-Mexico border. You can make a divergence and aid reunite familial by making a donated today. âž,Failed
"@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!","@users Africa for African, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Accessed to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Uncomplicated come, easy GO!!",Failed
@user you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest…,@users you dumb cunt you trick 12 and 30 year old virgin into giving you money you fuck bitch. kys honest…,Failed
From refugee to sole survivor - How one Syrian has become shoemaker to the famous,From refugees to exclusive survivors - How one Syrian has become cobbler to the famous,Failed
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl","@user @user @user @user Earthly to Andrew, coming in Andrew:   its about immigration.Denying Canadian their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Accessed to White peopl",Successful
"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy","When you're sneak in after a long, hard nightly of cheating and don't want wake your girl cause you're a good bloke",Failed
"@user sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue","@user sweetheart, how the inferno can you take “ah my god that’s a DICK?!?!?!?!” Styling monologue",Failed
"Absolutely perfect keep the whole lot of Illegal Aliens out, now maybe libtarded snowflakes will be happy they are not being split up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall","Utterly flawless keep the whole batch of Unlawful Foreigners out, now perhaps libtarded snowflakes will be happy they are not being schism up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall",Failed
Hundreds of Syrian refugees return home from Lebanon - ABC News,Hundreds of Syrian refugee revert home from Lebanon - ABC News,Failed
"VIDEO: Immigrant activist who climbed Statue of Liberty has a new song: ""America, you motherfuckers,...","VIDEO: Immigrants activist who climbed Statue of Liberty has a newer song: ""American, you motherfuckers,...",Failed
Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Skipped
"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...","//'We will despatch back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illicit immigrant in Bengal.'With these statements, West Bengal...",Failed
RT @user I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,RT @user I bet a lot of people's therapists are dying to meet me just to behold if the tales are true.,Failed
HOLLERINGGGGGGG. stupid baby bitch.,HOLLERINGGGGGGG. stupid babe bitch.,Failed
a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,a bitch in which I find attractive can take her sock off and my cock will abruptly become arduous as crap ..,Failed
RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,Failed
"@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer","@user Actually that is any benefits which would make a Immigrant a ""Populace Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer",Successful
How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,How much is John McCains funeral costs taxation payers? Not including his no voted to scrap Obamacare. Next time used our hard earned cash for somethings useful like building the wall!!#BuildThatWall#McCainFuneral #Bullshit,Failed
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,I've never in my VIDA met a woman who was astute then ME. Potentially that has to do with their small retarded brains? #womenaredumb..,Failed
Syrian activist alleges UN gave Rakban camp refugee children expired sweets,Syrian activist contends UN gave Rakban camp refugees infantile expired sweets,Failed
"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise","@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",Skipped
@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,@user Lists fail without '50 Things To Thoughts Around To Ceasing You Doing Your Beans' by Kunt and the Gang,Failed
"SWEDEN Dentist fined nearly $50,000 for revealing that many adult Muslim migrants are posing as 'unaccompanied refugee children' via @user Swedenstan update...","SWEDEN Dentist fines almost $50,000 for revealing that myriad grownup Muslims migrants are masquerading as 'unaccompanied refugee children' via @user Swedenstan updating...",Failed
"The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,","The US invoice is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which goal to cancels the Palestine refugees’ right of comeback and collaborate hand in hand with the Israelis racist Nation Sate Law,",Failed
UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARING SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,Successful
"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe","@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",Skipped
Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,Could you please explain why you praised the researches of an anti-Muslim and anti-immigrant basics linked to Orban's far-right governments?  Orr why you are hosting events at the Hungary Embassy for this groundwork?,Failed
"Was a legal Resident until she was Convicted of Shoplifting Deported then Came Back Illegally  Now She wants U,S Taxpayers to pay her Medical Bills  #SendHerBack let her family go with her !  #Immigration","Was a legal Inhabitant until she was Convicts of Shoplifting Eviction then Came Back Illicit  Now She wants U,S Payers to pay her Medicinal Invoice  #SendHerBack let her family go with her !  #Immigration",Failed
"Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...","Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...",Skipped
"@user @user in an interview with @user Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user","@user @user in an interview with @users Trump doesn't need Congress to Constructing The Wall.We are being invaded by a foreign country; defending our Frontiers is the # 1 job of the Commander-In-Chief, use DOD finances.""PLEASE @user",Failed
If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,If you hate fuckboys it's only cause you let one rupture your stupid little heart... Dumb dumb,Failed
"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.","@users Subsequently don't be a hooker and open your paws for everyone, and not fucking everybody you wanna, and magically, you'll inhibit getting an STD.",Failed
@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,@ THE RUPTURED PUSSIES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN INFERNO YOU IDIOTIC UGLY ASS BITCH,Failed
@user @user We need to keep saying it until its built! #BuildThatWall,@users @users We need to keep saying it until its builds! #BuildThatWall,Failed
ICE: 124 illegal immigrants released from jail later charged in 138 murder cases #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deport,ICE: 124 illicit immigrant release from jailed later charged in 138 killed case #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deporting,Failed
"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall","@user Facts! like bitch stfu & sitting in the nook hoe. Caught a fitted in the cornering, facing the wall",Failed
#information_warfare,#information_warfare,Failed
Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall,Here happens the results of socialism. To all Liberals who wanting communism; here comes your new roommates. #BuildThatWall,Failed
Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,Iraqi Immigrants Accused Of Crucially Wounding Colorado Policemen Eluded Banishment Albeit Felon Record,Failed
And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason,And why should he now buckle to their demanding that he swear eternal trusted for these A******* ?????  THEY are the enemy of this nation! #Perfidy,Failed
"Trump Administration May Be Creating 'Permanently Orphaned' Immigrant Kids, Judge Says – Texas Monthly","Trump Administration May Be Creating 'Perpetually Orphaned' Immigrants Enfant, Judge Says – Texas Monthly",Failed
"@user Families should not bring their kids into a country illegally, would you?  We can’t afford them #sendthemhome","@user Families should not bring their infantile into a country illegal, would you?  We can’t afford them #sendthemhome",Failed
Effects of Third World Immigration into Canada via @user,Effects of Third World Immigration into Canada via @user,Failed
THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,THINGS GET IMPASSIONED: BREAKING: Woman Sets Pedophile Muslims Man on Fire After Catching Him Raping 7 -Yr -Old Girl,Failed
#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,Skipped
Youth #Care Worker Accused of Sexually Abusing #Immigrant Boys - #PrescientInfo,Youngsters #Care Worker Indicted of Sexually Abuse #Immigrants Guys - #PrescientInfo,Failed
"This year a young immigrant from Mali saved the life of a child in France. The President of France personally awarded him a National hero medal for bravery after inviting him to the Elysée Palace, offered him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya","This year a young immigrant from Mali saved the life of a child in France. The President of France personally afforded him a National hero decoration for bravery after invites him to the Elysée Palaces, offered him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya",Failed
"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'","'Coming up here and say somethin now you broke, beggin, fingers in the booty ass bitch'",Failed
Goals AF,Goal AF,Failed
