original,perturbed,type
"Cory Booker and Kamala Harris competing for Most Hysterical Woman at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.","Cory Booker and Kamala Harris competing for Most Hysterical Femme at the Kavanaugh hearings, Coulter hilariously tweeted.And yes, liberals immediately got triggered on Twitter, saying her joke was offensive. To them we say, suck it up, snowflakes.",Successful
Only that in you which is me can hear what I'm saying. ~Baba Ram Dass,Scarcely that in you which is me can heed what I'm speak. ~Baba Ram Auch,Failed
Should have let the Libyan Manchester bomber rot in his own country. How many more mass murderers did the Royal Navy import to Britain? How many more terrorists do the NGO's rescue from international waters? #RefugeesNotWelcome,Should have let the Libyan Manchester bomber rot in his own country. How many more mass kills did the Royal Navy import to Britain? How many more terrorists do the NGO's rescue from international waters? #RefugeesNotWelcome,Successful
More migrants take sea route to #Spain than Italy this year: UN,Wider migrants take seamen route to #Spain than Italy this leto: INTERNATIONALE,Successful
"Essential reading for those in Scribner, Nebraska who are considering an anti-immigrant ballot measure.","Crucial reader for those in Scribner, Minnesota who are believing an anti-immigrant plebiscite activities.",Failed
"This account was temporarily inactive due to an irrational woman reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen","This account was temporarily inactive due to an irrational mesdames reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen",Successful
RT @user @user I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.,RT @user @clientele I am met tbh. I obtains an orgasm just by idea of it you clearly are fine at this.,Failed
"Making them look ~anatomically correct~ just makes them... Bland. Not all women are tiny and fit, not all men are bulky.","Making them look ~anatomically rectifier~ just makes them... Bland. Not all women are tiny and fit, not all dawg are bulky.",Successful
listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes,listen... i love lil b but i would not motherfucking with dej loaf at all. she prob got poison up in her nail polish like that vixen from holes,Successful
@user @user keep calling her a bitch and a whore dude real grown up.,@user @user keep calling her a bitch and a whore dude real grown up.,Skipped
"Glad your having another nice vacation. How's the illegal border crossings, illegal oportunistic migrant entries, tax payer funded hotel rooms for same without a strategic plan going? @user @user @user @user @user @user","Glad your having another nice vacation. How's the illegal border crossings, illegal oportunistic migrant entries, tax payer funded hotel rooms for same without a strategic plan going? @user @user @user @user @user @user",Skipped
"@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops","@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops",Skipped
"Illegal Alien Hit Man, Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe","Clandestine Foreigners Raid Macho, Faltered Himself For Obstructing At Assassinated FELONY Accident #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe",Failed
An Honest Article About Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,An Fairness Rule For Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,Successful
@user @user @user @user please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families!,@user @user @user @user please scatter the wort  -&gt;&gt; using rife platelet miles to monotheism immigrant captivity!,Successful
"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch","knuckle up cause I'll fight for mines Yo puss petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil dickhead",Successful
"Yes, women who protest are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…","Yes, women who protesting are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…",Successful
@user Not all men are animals. You Libs want muslims to come over still? Better pick a side.,@user Not all men are animals. You Leftists want muslims to come over still? Better elect a cara.,Successful
"Federal judge to #Trump: ""imminent danger"" of ""irreparable injury to #refugees, visa-holders"", etc. @user","Confederacy richter to #Whore: ""incoming menace"" of ""irreplaceable infects to #refugees, visa-holders"", etcetera. @eaters",Successful
This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe,These jerk whom I won't name on Facebook is such a shameless woman ruination a relationship. #getalife #stopspreadinglies #hoe,Successful
@user @user Omg he gave her his number and she didn't say no what a cunt The girl is the cunt for giving it to some random fucktard,@user @user Omg he gave her his number and she didn't say no what a cunt The giris is the cunt for giving it to some random fucktard,Successful
Why we need to protect refugees from the ‘˜big ideas’ designed to save them @user @user @user @user @user @user @user,Consequently we need to protect refugees from the ‘˜enormous figured’ designed to redding them @user @user @user @user @user @user @user,Successful
Kevin Rosero of the Latino Immigrant Experience Oral History Project #NJHRIC #NewarkPublicLibrary needs help identifying Newark Latino immigrant residents to interview and capture their stories and experiences. MORE INFO:,Daren Rosero of the Latina Newcomer Tests Mouth Yesteryear Program #NJHRIC #NewarkPublicLibrary would helped identity Delaware Latins immigrant locals to debates and trapping their novels and experiences. MORE INFO:,Failed
@user Are you pussy grabbing tonight??,@user Are you pussy yanking soiree??,Successful
"Some people really dont understand why I get so upset at injustices happening in this country. Trust me, it's not that I like getting my panties in a wad over dumb things. It's the fact that people like me (minority, brown, immigrant, etc) r suffering and it affects me directly","Some males undoubtedly wont realise why me obtaining then pissed at evils occurring in this countries. Trust me, it's not that I like obtaining my panties in a wad over dumb parts. It's the done that gens like me (minority, brown, emigrant, etc) r destitution and it tact me promptly",Successful
I've been called a son of a whore and a cunt today already. It's not even 1 yet,I've been phoned a petit of a whore and a cunt today already. It's not even 1 yet,Successful
"Pope Francis: Immigrants Provide ‘˜Enrichment’ to Society, Not ‘˜Threats’","Daddy Franz: Migrants Constitutes ‘˜Spiking’ to Society, Not ‘˜Dangers’",Successful
"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?","What were they planning to do with the immigrant brats they hijacker? Slaves, sex traffic, organ harvesting?",Successful
masturbate intensive for that whore slut,masturbate intensive for that whore slut,Skipped
The Truth about #Immigration,The Loyal about #Migrants,Failed
@user @user Must Make Illegal #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,@user @user Must Doing Confidential #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,Successful
"@user immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamic countries","@user evacuees on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamists countries",Successful
Lebanese Christian victim of a quarrel between Syrian refugees carrying knives &amp; cleavers in Lebanon,Lebanese Christianity victims of a rivalry between Syrian deportees bring screwdrivers &amps; cleavers in Palestine,Failed
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry","CoreCivic proven its best interest is to flourish US captives dexterity, for women and petit, by over 450%. Expanding the lot of mother-child bunks from 3,500 up to 20,000. This symptoms the worst enlarging in migrant detentions since WW2 #ResistICENashville movies: Jolly Wilhelm",Successful
I wonder is this is where Caitlyn gets his car services 🌚,I wonder is this is where Meghan possesses his automatically facilities 🌚,Failed
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉","@user Uhhhhhh, that’s stupid LITTLE blackguard, ma’am 😉",Successful
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases,Vicar ask to religion bunches to grab action as migrants now account for 11 celsius of said prosecutions,Successful
Because some women are stupid,Because some giri are stupid,Successful
@user BITCH TEXT ME,@tenant BITCH TEXT ME,Successful
"because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Immigration rules ,good  do we want to hire from a land of Rapists and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#","because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Evacuees rules ,good  do we want to hire from a land of Offenders and idiotic beliefs sadly we cannot get enough training places here, why dont we use clinical Practitioners#",Successful
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr","@user RT @user Don't betray Your #Voting on #Immigration. #Americans, #WeThePeople, & the #VS reject #STIU, #Amnesty, the #DreamAct, & all #undocumented evacuees. Do Not Outages We Constitutional Writings. Dismissing all sneakers & #DACA immigr",Successful
@user Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @user FOR SENATE in MA,@user Elizabeth Warren's radical agenda to abolish ICE and create open boundaries must be stopped. Geoff Diehl is the only candidate with a proven record of fighting unlawful emigration. VOTE FOR @user FOR SENATE in MA,Successful
What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel.,What an absolute cock womble this twat is. Does she also alude to the fact she recieved FREE university education aswel.,Successful
No matter what color a girl is she still a ho 😂😂,No matter what color a baby is she still a hiroshi 😂😂,Successful
"@user I am not forcing anyone. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,","@user I am not demands anyone. I am just place out my position. Men opinion it or not is their prerogative.Also if a only people unanimity with me, it is okey with me. Gratefully,",Failed
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,Skipped
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns","#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""perpetrating"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",Successful
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr","@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Degrading that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",Successful
"Russia, Turkey, Jordan are in talks on return of Syrian refugees ‘“ Lavrov","Russians, Turkeys, Oman are in schmooze on back of Assyrian emigrants ‘“ Lavrov",Failed
"@user @user No.....really? A refugee? They are here to enrich our cultures, right? I bet ya he's older than 17 too....#sendthemback it's not late to save Europe","@user @user Sans.....sincerely? A refugees? They are here to fortification our cultura, right? I guess ya he's older than 17 too....#sendthemback it's not tard to save Europe",Successful
NEVERRRRRRRRRRR,NEVERRRRRRRRRRR,Failed
"Thank you, @user for taking a stand. It's up to all of us to fight misinformation and anti-immigrant hate. #SourcesMatter","Merci you, @user for opted a attitude. It's up to all of our to tussle mongering and anti-immigrant loathsome. #SourcesMatter",Failed
And now another flood of immigrants coming our way.#BuildThatWall,And now another tsunamis of evacuees input our methodology.#BuildThatWall,Failed
Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Nothing irks me more than when cretins end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Successful
Realizing the rights of Eritrean refugees in Israel. A new article:https://t.co/0SsTUvgQ6z,Thankful the raison of Eritrean refugees in Jews. paras newest qaeda:https://t.co/0SsTUvgQ6z,Failed
Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune,Magistrates instructing gov to ridding emigrant underage from Texan refugee | The Tex Catwalk,Failed
@user @user @user Don't dare to tell us about Syrian refugees.,@user @user @user Don't dare to warned we about Assyrian emigrants.,Failed
"@user @user It should foment anger. Only idiots open their borders to people who will NEVER assimilate. Majority of Black Africans coming into Europe are NOT refugees and had the money to pay for trip over, which is expensive.","@user @user It should foment anger. Only idiots inauguration their limite to people who will NEVER equate. Majority of Black Africans entered into Europe are NOT refugees and had the money to pay for trip over, which is expensive.",Successful
This is what Trump supporters call humane smh,These is what Bitch lovers invited humans smh,Successful
MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,MegynKelly is skank. Floozy paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,Successful
"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome","#OccupyICEPHL was welcoming to training that Vietcong Kirk, the anti-immigrant, anti-Muslim, connivance theory-touting, founding &amps; governing warden of the pak nationalist-allied Transmutation Dot AMERICANS (TPUSA) didn't hectare a enormously lovely cuckoo either. #NationalistsNotWelcome",Successful
"Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders","Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; xiong back citizens or we bury you economically, pesetas. leaders",Successful
@user good girl,@user fine girl,Successful
you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,you know your giri are stupid just like you're_ bitch please did i fucking you_ what importance do you have in my life_ are you retarded_ 😏🌹,Successful
Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,Don't you hate how hen just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. biatch,Successful
"@user Greedy, you have to talk about this tomorrow including the hysterical responses.","@user Rapacious, you have to chitchat about this tomorrow incorporated the deranged riposte.",Failed
@user Wow!! Never seen a woman juggle a big cock like that,@user Wow!! Never seen a dame juggle a big queuing like that,Successful
"Fuck you, you hoe I don’t want you back","Fuck you, you brotha I don’t want you back",Successful
@user Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,@guests Shafted her and her insights!! Conveyed them wrapped!! These is a Christian public with Christian writings. #BuildThatWall #kag,Failed
@user You are the sloppy queen of sucking cock,@user You are the sloppy reyna of sucking cock,Successful
World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž,World Decompression is unabated to affords legal aid and plead for emigrate dwellings who fi been detaching at the U.avec.-Wetback border. You can put a difference and allow uniformity home by take a donation sonntag. âž,Successful
"@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!","@user Africa for Africans, Asia for Asians, White countries for everyone IS White Rampage.Some basic truths:  Consulted to Bai man is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!",Successful
@user you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest…,@user you dumb cunt you trick 12 and 30 year old virgins into giving you monies you fucking cunt. kys honest…,Successful
From refugee to sole survivor - How one Syrian has become shoemaker to the famous,Onto refugee to incomparable nagin - Therefore one Syrians acres become shoemaker to the notorious,Successful
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl","@user @user @user @user Earth to Andrew, come in Andrew:   its about exodus.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl",Successful
"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy","Once you're sneak in after a lengthened, knotty night of cheating and don't will wake your girl cause you're a fine chum",Successful
"@user sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue","@user sweetie, how the hell can you wear “yes my goddess that’s a DICK?!?!?!?!” Vogue monologue",Successful
"Absolutely perfect keep the whole lot of Illegal Aliens out, now maybe libtarded snowflakes will be happy they are not being split up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall","Wholeheartedly infallible safeguarding the whole parcel of Unlawful Ufos out, now maggio libtarded snowmen wanna worden upbeat they are not being hyphenate up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall",Failed
Hundreds of Syrian refugees return home from Lebanon - ABC News,Trillions of Assyrian emigrants revert sarcophagus from Palestinians - RUDIMENTS Newspaper,Failed
"VIDEO: Immigrant activist who climbed Statue of Liberty has a new song: ""America, you motherfuckers,...","VIDEO: Immigrant sympathizer who climbed Statue of Liberty has a new song: ""Latina, you motherfuckers,...",Successful
Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Skipped
"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...","//'We will sent back the secret immigrants to Bangladesh. Tough days are ahead, we will not countersigned any illegal evacuees in Bengal.'With these statements, West Bengal...",Successful
RT @user I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,RT @user I craps a fate of people's psychologists are mortals to serve me just to watching if the myths are loyal.,Failed
HOLLERINGGGGGGG. stupid baby bitch.,HOLLERINGGGGGGG. stupid baby puta.,Successful
a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,a prick in which I identified dreamy can take her sock off and my dick goes suddenly become hard as freaking ..,Successful
RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,RT @consumer 'You damsel 100% of the bites you don't bears.' -- Owens Famer,Failed
"@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer","@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Centralized Amer",Successful
How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,Why much is Jon McCains burial airfare charges stockholders? Not involving his no voted to scrap Obamacare. Following hours resorting our rigorous gleaned teller for something favourable like construction the wail!!#BuildThatWall#McCainFuneral #Blather,Failed
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,I've never in my LLFE met a dames who was smartly then AI. Maybe that has to do with their small retard brains? #womenaredumb..,Successful
Syrian activist alleges UN gave Rakban camp refugee children expired sweets,Assyrian sympathizer alleges WORLDWIDE been Rakban battalions refugee underage overtaken darlings,Successful
"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise","@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",Skipped
@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,@user Registrations defraud without '50 Ingredients To Ideological In To Stop You Taking Your Beans' by Kunt and the Gangsters,Failed
"SWEDEN Dentist fined nearly $50,000 for revealing that many adult Muslim migrants are posing as 'unaccompanied refugee children' via @user Swedenstan update...","SWEDEN Hygienist fined nearly $50,000 for uncovers that innumerable adult Muslim migrants are posing as 'loneliness emigrants children' into @user Swedenstan updated...",Successful
"The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,","Both OURSELVES invoice is an illegal endeavour and cannot afflict the current lage. It is a part of the “deal of the century” which purpose to abolish the Palestinian refugees’ right of repossession and works hand in hand with the Jews racist Nation Country Law,",Successful
UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE PREVIOUSLY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,Successful
"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe","@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",Skipped
Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,Ai you please thinned why you welcome the searches of an anti-Muslim and anti-immigrant bases cabled to Orban's far-right vlado?  Ni why you are harbouring cas at the Hungarian Embassies for this base?,Failed
"Was a legal Resident until she was Convicted of Shoplifting Deported then Came Back Illegally  Now She wants U,S Taxpayers to pay her Medical Bills  #SendHerBack let her family go with her !  #Immigration","Was a legal Resident until she was Convicted of Offences Deported then Arose Back Surreptitiously  Still Her hopes U,S Payers to pay her Medical Bills  #SendHerBack let her family going with her !  #Immigration",Successful
"Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...","Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...",Skipped
"@user @user in an interview with @user Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user","@user @user in an interview with @user Trump doesn't need Congress to Build The Waii.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user",Successful
If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,After you odious fuckboys it's only arouses you let one break your stupid little heart... Dumb beast,Successful
"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.","@user Then don't be a trollop and commences your feet for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STDS.",Successful
@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,@ THE BROKE PROSTITUTES WHO ARE PARTYING IN MY OVARIES. I EXPECTATION YOU FUCKING DIE AND ROT DURANT HELL YOU STUPID UGLY ASS BIATCH,Successful
@user @user We need to keep saying it until its built! #BuildThatWall,@user @user Our requirements to retention said it until its capitalize! #BuildThatWall,Failed
ICE: 124 illegal immigrants released from jail later charged in 138 murder cases #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deport,ICE: 124 unauthorised settler announced from detainees finally indict in 138 assassinating lawsuit #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress envisioned pose comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deporting,Failed
"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall","@user Facts! like blackguard stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",Successful
#information_warfare,#information_warfare,Failed
Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall,Currently transpires the performance of socialism. To all Stalinists who liked bolsheviks; here represents your updated chummy. #BuildThatWall,Failed
Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,Kurd Migrants Unsub For Powerfully Wounding Arizona Sheriffs Ducking Banishment While Criminals Roster,Successful
And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason,And why shoud he now snuggle to their praying that he cuss interminable hopeful for these A******* ?????  THEY are the enemy of this nation! #Infidel,Successful
"Trump Administration May Be Creating 'Permanently Orphaned' Immigrant Kids, Judge Says – Texas Monthly","Bitch Bureaucratic Probability Be Make 'Perpetually Orphaned' Migrants Boyish, Courts States – Tex Mes",Successful
"@user Families should not bring their kids into a country illegally, would you?  We can’t afford them #sendthemhome","@user Families should not bring their kids into a kraj unlawfully, would you?  We can’t afford them #sendthemhome",Successful
Effects of Third World Immigration into Canada via @user,Influencing of Third World Migrants into Nationals into @abusers,Successful
THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,THINGS GOT HEATED: RAPED: Woman Sets Molesting Muslim Mankind on Fire After Catch Oneself Rape 7 -Yr -Old Daughter,Successful
#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,Skipped
Youth #Care Worker Accused of Sexually Abusing #Immigrant Boys - #PrescientInfo,Child #Zorg Bricklayer Culprit of Immodest Molested #Immigrant Males - #PrescientInfo,Successful
"This year a young immigrant from Mali saved the life of a child in France. The President of France personally awarded him a National hero medal for bravery after inviting him to the Elysée Palace, offered him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya","These year a childish migrants from Faso spare the livelihood of a babes in France. The Chairwoman of France regardless dispensed him a Kraj smack ornamental for bold after dawa him to the Elysée Inadequacies, offered him Parisian nationals and a job.  This everyyear, the…https://t.co/hKdEgTi5ya",Successful
