original,perturbed,type
listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes,listen... i love lil d but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that vixen from holes,Successful
@user @user keep calling her a bitch and a whore dude real grown up.,@user @user keep calling her a bitch and a whore dude real grown up.,Skipped
"Glad your having another nice vacation. How's the illegal border crossings, illegal oportunistic migrant entries, tax payer funded hotel rooms for same without a strategic plan going? @user @user @user @user @user @user","Glad your having another nice vacation. How's the illegal border crossings, illegal oportunistic migrant entries, tax payer funded hotel rooms for same without a strategic plan going? @user @user @user @user @user @user",Skipped
"@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops","@user Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops",Skipped
"Illegal Alien Hit Man, Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe","Clandestine Foreigners Raid Macho, Faltered Himself For Obstructing During Assassinated FELONY Casualty #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe",Failed
An Honest Article About Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,An Loyally Rule For Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,Successful
@user @user @user @user please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families!,@user @user @user @user please spread the mots  -&gt;&gt; using rife fliers miles to unification immigrant captivity!,Successful
"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch","knuckle up cause I'll fight for mines Yo doormat petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil dickhead",Successful
"Yes, women who protest are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…","Yes, women who rants are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…",Successful
@user Not all men are animals. You Libs want muslims to come over still? Better pick a side.,@user Not all men are animals. You Leftists want muslims to come over still? Better electing a cara.,Successful
"Federal judge to #Trump: ""imminent danger"" of ""irreparable injury to #refugees, visa-holders"", etc. @user","Confederacy judging to #Whore: ""next menace"" of ""irreplaceable infects to #refugees, visa-holders"", etcetera. @eaters",Successful
This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe,These jerk whom I won't name on Facebook is such a shameless woman ruination a relationship. #getalife #stopspreadinglies #hoe,Successful
@user @user Omg he gave her his number and she didn't say no what a cunt The girl is the cunt for giving it to some random fucktard,@user @user Omg he gave her his number and she didn't say no what a cunt The baroness is the cunt for giving it to some random fucktard,Successful
Why we need to protect refugees from the ‘˜big ideas’ designed to save them @user @user @user @user @user @user @user,Consequently we need to protect refugees from the ‘˜biggest figured’ fathered to economy them @user @user @user @user @user @user @user,Successful
Kevin Rosero of the Latino Immigrant Experience Oral History Project #NJHRIC #NewarkPublicLibrary needs help identifying Newark Latino immigrant residents to interview and capture their stories and experiences. MORE INFO:,Daren Rosero of the Latina Newcomer Tests Mouth Yesteryear Plans #NJHRIC #NewarkPublicLibrary would help discover Delaware Latina immigrant renters to interview and catch their legends and expertise. MORE INFO:,Failed
@user Are you pussy grabbing tonight??,@user Are you pussy shove soiree??,Successful
"Some people really dont understand why I get so upset at injustices happening in this country. Trust me, it's not that I like getting my panties in a wad over dumb things. It's the fact that people like me (minority, brown, immigrant, etc) r suffering and it affects me directly","Some sexes really wont realise why me obtaining furthermore pissed at inequality happening in this country. Confidence me, it's not that I like securing my panties in a wad over dumb ingredients. It's the accompli that humans like me (minority, brown, immigrant, etc) r suffering and it touching me promptly",Successful
I've been called a son of a whore and a cunt today already. It's not even 1 yet,I've been phoned a petit of a whore and a cunt today already. It's not even 1 yet,Successful
"Pope Francis: Immigrants Provide ‘˜Enrichment’ to Society, Not ‘˜Threats’","Daddy Franz: Migrants Constitutes ‘˜Spiking’ to Society, Not ‘˜Dangers’",Successful
"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?","What were they planning to do with the immigrant brats they hijacker? Slaves, sex traffic, organ harvesting?",Successful
masturbate intensive for that whore slut,masturbate intensive for that whore slut,Skipped
The Truth about #Immigration,The Loyal about #Migrants,Failed
@user @user Must Make Illegal #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,@user @user Must Achieve Confidential #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,Successful
"@user immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamic countries","@user evacuees on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Jihad countries",Successful
Lebanese Christian victim of a quarrel between Syrian refugees carrying knives &amp; cleavers in Lebanon,Lebanese Christianity discriminate of a bicker between Syrian deportees bring knives &amps; cleavers in Palestine,Failed
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry","CoreCivic proven its best interest is to flourish US imprisoning dexterity, for women and petit, by over 450%. Expanding the lot of mother-child bunks from 3,500 up to 20,000. This symptoms the more enlarging in migrant netted since WW2 #ResistICENashville illustration: Jolly Wilhelm",Successful
I wonder is this is where Caitlyn gets his car services 🌚,I wonder is this is where Meghan obtains his automakers amenities 🌚,Failed
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉","@user Uhhhhhh, that’s stupid LITTLE skank, ma’am 😉",Successful
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases,Vicar ask to catholics bunches to grab deeds as migrants now account for 11 celsius of said prosecutions,Successful
Because some women are stupid,Because some chicas are stupid,Successful
@user BITCH TEXT ME,@username MOTHERFUCK TEXT ME,Successful
"because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Immigration rules ,good  do we want to hire from a land of Rapists and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#","because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Newcomers rules ,good  do we want to hire from a land of Executors and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#",Successful
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr","@user RT @user Don't betray Your #Vote on #Immigration. #Americans, #WeThePeople, & the #VS reject #STIU, #Amnesty, the #DreamAct, & all #undocumented evacuees. Do Not Outages We Constitutional Writings. Dismissing all sneakers & #DACA immigr",Successful
@user Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @user FOR SENATE in MA,@user Elizabeth Warren's radical agenda to abolish ICE and create open restraint must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal emigration. VOTE FOR @user FOR SENATE in MA,Successful
What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel.,What an absolute cock womble this shithead is. Does she also alude to the fact she recieved FREE university education aswel.,Successful
No matter what color a girl is she still a ho 😂😂,No matter what color a baby is she still a howe 😂😂,Successful
"@user I am not forcing anyone. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,","@users I am not demand anyone. I am just place out my conception. Sexes believes it or not is their prerogative.Also if a unmarried whosoever ok with me, it is yah with me. Amnesty,",Failed
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,Skipped
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns","#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commit"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",Successful
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr","@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Degrading that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",Successful
"Russia, Turkey, Jordan are in talks on return of Syrian refugees ‘“ Lavrov","Russians, Turkeys, Oman are in schmooze on back of Assyrian emigrants ‘“ Lavrov",Failed
"@user @user No.....really? A refugee? They are here to enrich our cultures, right? I bet ya he's older than 17 too....#sendthemback it's not late to save Europe","@user @user No.....really? A orphanage? They are here to enrich our cultures, right? I bet ya he's older than 17 too....#sendthemback it's not late to save Europe",Successful
NEVERRRRRRRRRRR,NEVERRRRRRRRRRR,Failed
"Thank you, @user for taking a stand. It's up to all of us to fight misinformation and anti-immigrant hate. #SourcesMatter","Congratulations you, @buyers for opt a bleachers. It's up to all of we to gunfight bigotry and anti-immigrant loathsome. #SourcesMatter",Failed
And now another flood of immigrants coming our way.#BuildThatWall,And now another tsunamis of evacuees came our methodology.#BuildThatWall,Failed
Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Nothing irks me more than when cretins end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Successful
Realizing the rights of Eritrean refugees in Israel. A new article:https://t.co/0SsTUvgQ6z,Fathom the raison of Eritrean haitians in Jews. A new item:https://t.co/0SsTUvgQ6z,Failed
Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune,Magistrates instructing gov to ridding emigrant underage from Texan refugee | The Tex Catwalk,Failed
@user @user @user Don't dare to tell us about Syrian refugees.,@user @user @user Don't dare to warned we about Assyrian refugee.,Failed
"@user @user It should foment anger. Only idiots open their borders to people who will NEVER assimilate. Majority of Black Africans coming into Europe are NOT refugees and had the money to pay for trip over, which is expensive.","@user @user It should foment anger. Only idiots inauguration their limite to people who will NEVER equate. Majority of Black Africans viens into Europe are NOT refugees and had the money to pay for trip over, which is expensive.",Successful
This is what Trump supporters call humane smh,That is what Bitch supporters invite humans smh,Successful
MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,MegynKelly is skank. Blackguard paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,Successful
"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome","#OccupyICEPHL was merry to training that Vietcong Kirk, the anti-immigrant, anti-Muslim, connivance theory-touting, founding &amps; governing warden of the white nationalist-allied Transmutation Dot AMERICANS (TPUSA) didn't hectare a enormously good walrus either. #NationalistsNotWelcome",Failed
"Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders","Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; xiong back citizens or we bury you economically, pesetas. leaders",Successful
@user good girl,@user good woman,Successful
you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,you know your hens are stupid just like you're_ bitch please did i hell you_ what importance do you have in my life_ are you retarded_ 😏🌹,Successful
Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,Don't you hate how hens just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. thang,Successful
"@user Greedy, you have to talk about this tomorrow including the hysterical responses.","@user Egotistical, you have to conversation about this tomorrow inclusion the deranged riposte.",Failed
@user Wow!! Never seen a woman juggle a big cock like that,@user Wow!! Never seen a dame juggle a big tails like that,Successful
"Fuck you, you hoe I don’t want you back","Fuck you, you fucka I don’t want you back",Successful
@user Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,@subscribers Bolt her and her condemnation!! Conveyed them platoon!! These is a Christian public with Christian stipulations. #BuildThatWall #kag,Failed
@user You are the sloppy queen of sucking cock,@user You are the sloppy reina of sucking cock,Successful
World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž,World Decompression is continuing to affords moral alds and plead for colonist domesticated who get been partition at the oder.ies.-Wetback borders. You can get a difference and supports unification housework by fabricate a contribution sonntag. âž,Failed
"@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!","@user Africa for Africans, Asia for Asians, White countries for everyone IS White Extinction.Some basic truths:  Consulted to Belo man is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!",Successful
@user you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest…,@user you dumb cunt you trick 12 and 30 year old maidens into giving you money you fucking cunt. kys honest…,Successful
From refugee to sole survivor - How one Syrian has become shoemaker to the famous,From refugees to uniqueness nagin - Solutions one Syrians ha become cobblers to the infamous,Failed
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl","@user @user @user @user Earth to Andrew, come in Andrew:   its about migrating.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl",Successful
"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy","Once you're seepage in after a lengthened, knotty night of cheating and don't will wake your girl cause you're a fine chum",Successful
"@user sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue","@user sweetie, how the hell can you wear “yes my sire that’s a DICK?!?!?!?!” Vogue skit",Successful
"Absolutely perfect keep the whole lot of Illegal Aliens out, now maybe libtarded snowflakes will be happy they are not being split up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall","Wholeheartedly perfect safeguarding the whole parcel of Unauthorised Ufos out, now maggio libtarded iridescent yearning got happiness they are not being hyphenate up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall",Failed
Hundreds of Syrian refugees return home from Lebanon - ABC News,Trillions of Assyrian emigrants revert sarcophagus from Palestinians - RUDIMENTS Newspaper,Failed
"VIDEO: Immigrant activist who climbed Statue of Liberty has a new song: ""America, you motherfuckers,...","VIDEO: Immigrant sympathizer who climbed Statue of Liberty has a new song: ""Latina, you motherfuckers,...",Successful
Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Skipped
"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...","//'We will sending back the secret immigrants to Bangladesh. Tough days are ahead, we will not countersigned any illegal evacuees in Bengal.'With these statements, West Bengal...",Successful
RT @user I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,RT @users I bet a lot of people's psychiatric are beheaded to meet me just to watching if the myths are true.,Failed
HOLLERINGGGGGGG. stupid baby bitch.,HOLLERINGGGGGGG. stupid baby bugger.,Successful
a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,a prick in which I identified attractiveness can take her seok off and my dick availability suddenly become hard as freaking ..,Successful
RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,RT @consumer 'You damsel 100% of the stings you don't bears.' -- Owens Famer,Failed
"@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer","@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Centralized Amer",Successful
How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,Why much is Jon McCains funerary charges fee stockholders? Not involving his no vote to scrap Obamacare. Next days resorting our tough syndrome moneys for something constructive like build the mur!!#BuildThatWall#McCainFuneral #Tosh,Failed
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,I've never in my LLFE met a dames who was shrewdly then AI. Maybe that has to do with their small retard limbic? #womenaredumb..,Successful
Syrian activist alleges UN gave Rakban camp refugee children expired sweets,Assyrian sympathizer assures INTERNATIONALE been Rakban battalions refugee underage outmoded darlings,Successful
"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise","@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",Skipped
@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,@user Registration ignore without '50 Lawsuits To Think About To Stop You Taking Your Beans' by Kunt and the Banda,Failed
"SWEDEN Dentist fined nearly $50,000 for revealing that many adult Muslim migrants are posing as 'unaccompanied refugee children' via @user Swedenstan update...","SWEDEN Hygienist fined nearly $50,000 for uncovers that innumerable adult Muslim migrants are posing as 'loneliness emigrants children' into @user Swedenstan freshen...",Successful
"The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,","Both AMERICAN inv is an illegal endeavour and cannot afflict the current lage. It is a part of the “deal of the century” which purpose to abolish the Palestinian refugees’ right of turnabout and works hand in hand with the Jews racist Nation Country Law,",Successful
UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE EVER BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,Successful
"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe","@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",Skipped
Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,Ai you please telling why you applauding the searches of an anti-Muslim and anti-immigrant founded cabled to Orban's far-right government?  Nie why you are hosting deeds at the Czechoslovakian Embassies for this baze?,Failed
"Was a legal Resident until she was Convicted of Shoplifting Deported then Came Back Illegally  Now She wants U,S Taxpayers to pay her Medical Bills  #SendHerBack let her family go with her !  #Immigration","Was a legal Resident until she was Convicted of Holdup Deported then Arose Back Surreptitiously  Still She sought U,S Shareholder to pay her Medical Bills  #SendHerBack let her family went with her !  #Immigration",Successful
"Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...","Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...",Skipped
"@user @user in an interview with @user Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user","@user @user in an interview with @user Trump doesn't need Congress to Build The Mural.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user",Successful
If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,If you odious fuckboys it's only wreak you left one break your stupid little hertz... Dumb beast,Successful
"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.","@user Then don't be a trump and open your sideburns for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.",Successful
@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,@ THE BROKE PROSTITUTES WHO ARE PARTYING IN MY OVARIES. I EXPECTATION YOU FUCKING DIE AND ROT DURANT HELL YOU STUPID UGLY ASS WANKER,Successful
@user @user We need to keep saying it until its built! #BuildThatWall,@user @user Our requirements to retention says it until its capitalize! #BuildThatWall,Failed
ICE: 124 illegal immigrants released from jail later charged in 138 murder cases #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deport,ICE: 124 undocumented migrate rejections from detention subsequently blame in 138 dying case #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congressional hoped pose comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Repatriation,Failed
"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall","@user Facts! like wanker stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall",Successful
#information_warfare,#information_warfare,Failed
Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall,Currently transpires the finding of bolshevik. To all Liberals who wanting stalin; here represents your novel chummy. #BuildThatWall,Failed
Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,Kurd Immigrants Unsub For Powerfully Wounding Arizona Sheriffs Ducking Banishment While Criminals Roster,Successful
And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason,Nor why wouldnt he now earring to their applications that he pledge perpetuity hopeful for these A******* ?????  THEY are the enemy of this nation! #Adultery,Successful
"Trump Administration May Be Creating 'Permanently Orphaned' Immigrant Kids, Judge Says – Texas Monthly","Bitch Bureaucratic Probability Be Make 'Perpetually Orphaned' Migrants Boyish, Courts States – Tex Mes",Successful
"@user Families should not bring their kids into a country illegally, would you?  We can’t afford them #sendthemhome","@user Families should not bring their kids into a kraj wrongly, would you?  We can’t afford them #sendthemhome",Successful
Effects of Third World Immigration into Canada via @user,Influencing of Third World Migrant into Nationals throughout @buyers,Failed
THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,THINGS GOT HEATED: RAPED: Woman Sets Molesting Muslim Males on Fire After Grab Oneself Rape 7 -Yr -Old Daughter,Successful
#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,Skipped
Youth #Care Worker Accused of Sexually Abusing #Immigrant Boys - #PrescientInfo,Child #Zorg Bricklayer Culprit of Nationality Molested #Immigrant Males - #PrescientInfo,Successful
"This year a young immigrant from Mali saved the life of a child in France. The President of France personally awarded him a National hero medal for bravery after inviting him to the Elysée Palace, offered him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya","This year a childish migrants from Financial saved the perpetua of a babes in France. The Chairwoman of France independently dispensed him a Nationally hero finisher for fearlessness after dawa him to the Elysée Inadequacies, affords him French sex and a job.  This year, the…https://t.co/hKdEgTi5ya",Successful
"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'","'Arrives up here and say somethin now you farted, cryin, fingers in the booty bot bitch'",Successful
Goals AF,Meta AF,Failed
