original,perturbed,type
a sports movie with action that's exciting on the field and a story you care about off it .,a sports movie with action that's breathless on the field and a story you zorg about off it .,Successful
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .","doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs ourselves with the movie's spycraft and resorted damon's ability to be focused and sincere .",Successful
the tenderness of the piece is still intact .,the predisposition of the snippet is still intact .,Successful
"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself","katz uses archival footage , horrifying documents of lynchings , still photographs and charmer old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most pompous of all is the song itself",Successful
"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .","like the film's almost anthropologically wary completion of early-'80s commuter , it's prodigious without being hyped .",Successful
while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so mismatch that it's hard to get back into the boys' story .,Successful
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .","if nothing else , this video introduces a propitious , unusual kind of psychological horror .",Successful
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .","in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous optics fath up by the photographer .",Successful
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,writer-director whopper imaginatively fans the rollers of a dormant nationwide condolences and oddball that ai calcified into continual cynicism and shitless .,Successful
. . . a roller-coaster ride of a movie,. . . a roller-coaster wrinkle of a movie,Successful
"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .","i enjoyed time of favor while i was watching it , but i was astounded at how quickly it faded from my memory .",Successful
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .","chicago is complicate , dauntless , sardonic , completely joyful in its execution .",Successful
steve irwin's method is ernest hemmingway at accelerated speed and volume .,neil irwin's method is ernesto hemmingway at accelerated hasten and amplitude .,Successful
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,a update korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,Successful
"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .","on the cursory , it's a lovers-on-the-run crime flicks , but it has a lot in common with piesiewicz's and kieslowski's earlier job , films like the double life of veronique .",Successful
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .","the valuation that have held the enterprise crew together through previous fling and dicey do so again-courage , self-sacrifice and patience under pressure .",Successful
"if it's possible for a sequel to outshine the original , then sl2 does just that .","if it's possible for a sequel to impersonate the original , then sl2 makes just that .",Successful
a romantic comedy that operates by the rules of its own self-contained universe .,a sappy comedy that operates by the rules of its own self-contained universe .,Successful
"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .","4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the last redneck road-trip .",Successful
the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,the film is often filled with a brainchild of pure wonderment and spasm not often seen in today's cinema du sarcasm,Successful
"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .","it may is attempting to vena gentleman . gerardo and his helpers as oddballs , but mr . earnhart's quizzical , charms teatro allows we to consult them , finally , as soloist .",Successful
a feel-good picture in the best sense of the term .,a feel-good pictured in the best connotation of the term .,Successful
"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .","revised and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it scintillating , favouring fun lacking any mtv puffery .",Successful
"a mostly intelligent , engrossing and psychologically resonant suspenser .","a mostly malignant , heartrending and developmentally resonant suspenser .",Successful
"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .","it's this memory-as-identity obviation that donne hidden iife its scattered chagrin , reaffirming that long-held illusions are indeed hardheaded , and that eliminated them recasts the independence .",Successful
"hip-hop has a history , and it's a metaphor for this love story .","hip-hop has a myths , and it's a metaphor for this adores narration .",Successful
"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .","in scope , purposes and avail , infantile of the century . . . takes kurys' quarry to a whole new niveau .",Successful
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .","this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a inescapable histories , mainly because of the way it's told by the people who were there .",Successful
"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .","between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with mignon results .",Successful
"a gentle , compassionate drama about grief and healing .","a gooey , pity oprah about contrition and corrective .",Successful
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .","somewhere short of jolts on the modern b-scene : neither as funny nor as cleverness , though an agreeably unpretentious way to spend ninety minutes .",Successful
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,digital-video literature about stand-up comedians is a gargantuan chronic into a very miscellaneous orb .,Successful
"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .","although most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some tempting ambiguity .",Successful
"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .","an entrancing , rambunctious film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",Successful
""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",""" extreme ops "" overmatched hopes . good fun , good action , good acting , good dialogue , good pace , good cinematography .",Successful
you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this pose it human .,Successful
"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .","a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . anymore , this teatro is amusement , and salute to some truly excellent list .",Successful
"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .","it's decidedly assailed a reactive chord with many south koreans , and should work its magic in other parts of the world .",Successful
"run , don't walk , to see this barbed and bracing comedy on the big screen .","run , don't walk , to see this barbed and bracing ridicule on the big screen .",Successful
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,a swanky item by a legend who may have nothing left to prove but still has the chops and drive to appears how its done .,Successful
"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .","it is symptomatic against progress . in fessenden's horror trilogy , this theme has proved important to him and is specifically so in the finale .",Successful
"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .","it's not exactly a gourmet meal but the fare is dispassionate , even coming from the drive-thru .",Successful
"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .","this is what imax was made for : straps on a pair of 3-d goggles , termination out the actual mondo , and take a vicarious voyage to the last exploratory -- space .",Successful
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .","merely as a technical , logistical feat , russian ark marks a cinematic ballpark .",Successful
"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .","[schweiger is] qualified and dreadfully charismatic , prerogatives momentous to both filming stars and social anarchists .",Successful
it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is communicable .,Successful
an original gem about an obsession with time .,an original perl about an obsession with time .,Successful
it will delight newcomers to the story and those who know it from bygone days .,it will exaltation newcomer to the story and those who know it from bygone days .,Successful
gloriously goofy ( and gory ) midnight movie stuff .,appallingly goofy ( and gory ) midnight movie stuff .,Successful
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,the teatro culminates the traditional minefield of coming-of-age cliches with pompous doses of humility and affection .,Successful
"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .","if your impression haven't been atrophied by slasher theatre and gorefests , if you're a aesthete of devin disgust , this is your tickets .",Successful
"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a pitiful picture of the singles scene .",Successful
it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,it is intensely custom and yet -- unlike quills -- clumsily shown ourselves the temper of the times .,Successful
"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .","as lo-fi as the special effects are , the folks who cobbled nemesis together hankering the force of humanity over hardware in a way that george lucas has long forgotten .",Successful
"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .","like macha doesn't win any points for originality . it does succeed by following a feel-good formula with a vanquishing style , and by prescribes its intending audience of midtown kids some congratulated role style and optimism .",Successful
"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .","it's a hoot and a half , and a whopping manner for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",Successful
"far from perfect , but its heart is in the right place . . . innocent and well-meaning .","far from irreproachable , but its quid is in the right mise . . . unblemished and well-meaning .",Successful
"a sad , superior human comedy played out on the back roads of life .","a sad , excess human comedy played out on the back roads of life .",Successful
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .","waydowntown is by no means a perfect moviemaking , but its boasted a gargantuan charm weighed and smacked of originality .",Successful
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .","tim allen is noteworthy in his role but never sow the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",Successful
"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .","more a load of gentil , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",Successful
"enormously likable , partly because it is aware of its own grasp of the absurd .","enormously unlikable , partly because it is grateful of its singly confiscating of the nonsense .",Successful
"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .","here's a anglia flick maniacally unconcerned with plausibility , yet just as ascertained to comical you .",Successful
"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .","it's an old story , but a lively script , severe acting and partially animated interludes make just a kiss seem minty soft .",Successful
must be seen to be believed .,must be seen to be estimates .,Successful
"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .","ray liotta and jason patric do some of their best work in their underwritten roles , but don't be suckered : nobody deserves any prizes here .",Successful
"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .","everything that got to suis with yvan and charlotte , and everything that did to suis with yvan's gleeful , rabbinical nun and her non-jew spousal , felt bizarre and true .",Successful
"sweet home alabama "" is what it is  a nice , harmless date film . . .","sweet home alabama "" is what it is  a leggy , harmless date film . . .",Successful
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .","the year's happiest dumbfounded , a movie that deals with a real subject in an always surprising way .",Successful
fans of behan's work and of irish movies in general will be rewarded by borstal boy .,fans of behan's collaborator and of gaelic films in overall intention viens rewarded by committal boy .,Successful
"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .","its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] chastisement recommending because of two glamorous executions by michael caine and brendan frazer .",Successful
"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .","the movie is loyalist to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and revered commodity no matter how old you are .",Successful
stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,stephen earnhart's homespun documentary mule skinner blues has nothing but iove for its posse of trailer park denizens .,Successful
a solidly seaworthy chiller .,a forcibly seaworthy chiller .,Successful
"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .","if you can get olden the fantastical aspects and laborious realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a audiovisual tour-de-force and a histories that is although any you will likely see anywhere else .",Successful
"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .","there are as respective absenteeism as batters , but maybe , it finds humorist in the malfunctions of humanistic demeanor , and it's a welcome return to the roots of a genre that scheduled depend on aghast .",Successful
a well-made thriller with a certain level of intelligence and non-reactionary morality .,a well-made slasher with a certain level of intelligence and non-reactionary morality .,Successful
"there's enough science to make it count as educational , and enough beauty to make it unforgettable .","there's enough science to make it count as educational , and enough cutie to make it unforgettable .",Successful
