,Unnamed: 0,original,perturbed,type,labels
10,532,"Pass on this place, there are better restaurants mere feet away.\n\nThe menu here is too large, which is a sure sign none of the food is going to be good.  And, its not good.  Some of the salads are alright, but its just not good food.\n\nThe service is friendly and prompt, but the beer is over priced.  They do have a good selection though.\n\nThis place is open late if you need a bite to eat, but there are so much better options out there.","Adoption on this pleasure, there are bestest restaurants mere toes away.\nth\nThe menu here is too important, which is a sure poster none of the foods is going to become best.  And, its not alright.  Some of the salad are best, but its just not bestest foods.\n\nThe service is friendly and quickest, but the beer is over royalty.  They do am a good electing though.\n\nThis place is launch late if you request a bit to suppertime, but there are so large lighter options out there.",Successful,1.5
11,257,"I hate this place.\nIt's very loud, the service is very poor, and the food is so-so.\nIf you want good Chinese in Pittsburgh, try China Palace (Shadyside) or Sesame Inn (Station Square or North Hills).  They're quieter, with very good food & service.","I enmity this pleasure.\nIt's very loud, the services is perfectly amiss, and the caterer is so-so.\nIf you want nice Chinese in Pittsburgh, aspired China Palace (Shadyside) or Syrup Ramada (Station Square or North Hills).  They're quieter, with very good food & serves.",Successful,1.25
12,360,"Excellent pizza - although the mushrooms were from a can. But the crust , sauce and rest of toppings on the Sicilian pizza were delicious. Nice family friendly","Wondrous pizzeria - although the mushrooms were from a can. But the barks , ketchup and rest of toppings on the Sicilian pizza were delicious. Nice houses neighborly",Successful,2.25
13,174,Came with my BF we started with the crab artichoke dip. It was very greasy and had virtually no crab. The wedge salad was good and crisp. I had the hazelnut crusted chicken. This has to be one of the worst dishes I've ever had it was like pancake syrup over breaded chicken. To finish the meal we had the homemade chocolate chip cookies served with hot fudge. Well there was no hot fudge it was chocolate syrup the ice cream was so crystallized from melting and re-freezing all around disappointing.,Came with my BF we erupted with the crab artichoke dip. It was very audacious and had rarely no crab. The wedge salad was good and crisp. I had the hazelnut crusted chicken. That has to be one of the dumbest dishes I've ever had it was love pancake syrup over calamari chicken. To finishing the meal we enjoys the homemade chocolate chip cookies served with hot fudge. Well there was no hot fudge it was chocolate caramel the ice cream was so crystallized from melting and re-freezing all around sorrowful.,Successful,1.5
14,434,"I went to Pino's recently, only to be disappointed by the owner himself. I guess I should have read the reviews on here before going, seeing as a lot of people echo the sentiments that I feel.\n\nAfter my mother sent back her extremely oversalted steak, the chef came out to \""""apologize\"""". It was very embarrassing how he chastised her for not enjoying her meal. He then snidely commented, as walking away, that he would \""""never salt his steak again\"""". I don't really take kindly to people speaking so rudely to my mother. She was very polite about sending it back and certainly didn't deserve any attitude. We had an event to attend, which we were very clear with to our waitress. So when my mother reordered another meal (a salad), which took another twenty minutes, my mom asked for it to be immediately wrapped up. The chef returned, obviously chewing to make a point, and sneered at my mother, announcing her steak that she refused to eat was actually quiet good. Well, I have never felt more embarrassed in a situation. I said he was being rude to my mother, a paying customer. He proceeded to get heated and tell me it was not his job to make people happy (!??!) and that everyone else seemed to enjoy their meal and we just had to get to the inside of the steak to appreciate it. \n\nThe drama continued when he did not have change for $100 for a $57 bill. Sorry, how can you not have $33 in change?! He ended the night by throwing our bill in a crumbled mess on the floor and walking out. \n\nOverall, embarrassing. It was an embarrassing situation for anyone to witness. Take heed of the negative comments on this site. I certainly wish I would have.","I went to Pino's recently, only to was upset by the owner himself. I guess I should have itl the evaluations on here before will, seeing as a lot of gens echo the sentiments that I feel.\n\nAfter my mother sent back her impressively oversalted steaks, the chef came out to \""""apologize\"""". It was very embarrassing how he chastised her for not enjoying her meal. He then snidely commented, as walking away, that he would \""""never salt his steak again\"""". I don't really take kindly to people speaking again rudely to my mother. She was very polite about sending it back and certainly didn't earns any attitude. We had an event to attend, which we were very clear with to our waitress. So when my mother reordered another meal (a salad), which took another dozen record, my mom asked for it to be immediately wrapped up. The chef returned, obviously swallowed to make a point, and chuckled at my mother, announcing her steak that she refused to eat was actually quiet good. Well, I enjoy never deemed more embarrassed in a situation. I said he was being rude to my mother, a paying username. He proceeded to get heated and warned me it was not his job to make people happy (!??!) and that everyone else seemed to enjoy their meal and we just had to get to the inside of the steak to appreciate it. \n\nThe drama being when he did not have change for $100 for a $57 bill. Sorry, how can you not have $33 in change?! He stopped the night by throwing our bill in a crumbled damnit on the floor and walking out. \nitrogen\nOverall, embarrassing. It was an embarrassing situation for anyone to proof. Tomar heed of the negative comments on this site. I definately desire I would enjoy.",Successful,2.25
15,411,"They made my Portuguese Water Dog look horrible. \n\nThey actually sheared all the fur from my dog claiming that it was matted and therefore they had no choice. This isn't true as I personally brush my dog every morning. When I complained, the owner said: \""""But we did tell you that we will cut the dog's fur short.\""""  Yes, they did, and I thought that considering that the days are hot in August, they are proposing a little cooler grooming. I never expected them to just shear the dog to the skin. \nI think they did it because they are hopelessly irresponsible. Although they charged $70 for this brutally simple operation they have not even trimmed dog's ears and tail. Consequently, the dog has disproportionally long hair on its tail and the ears. \nI used Animal Elegance for more than a decade. Long before current management took over. Over all these years I sometimes took in stride their accessional compromise of standards and always paid their exorbitant prices without complaint. However, this fragrant negligence, combined with their total disregard of the fact that I was an old and loyal customer did it. I will avoid this place from now on and would like to suggest that you do the same.","They made my Portuguese Water Dog look fearsome. \n\nThey actually sheared all the fur from my yorkie complaints that it was matted and therefore they had no choice. This isn't true as I unilaterally shaving my dog every morning. When I complained, the owner said: \""""Yet we became chatter you that we will cut the dog's fur short.\""""  Yes, they did, and I thought that considering that the days are hot in August, they are tender a little cooler brushing. I never expected them to just buckling the dog to the skin. \nI think they did it because they are inevitably irresponsible. Although they charged $70 for this brutally simple device they could not even cutting dog's ears and tail. Consequently, the dog has disproportionally long hair on its tail and the ears. \nie used Animal Elegance for more than a decade. Long before current bureaucracy took over. Over all these aging I sometimes took in stride their accessional compromise of standards and always paid their exorbitant prices without complaint. However, this yummy carefree, integrating with their total nonchalance of the realized that I was an senior and loyal subscriber did it. I will averted this situ from now on and would like to suggest that you do the same.",Successful,1.75
16,278,"Our family loves this restaurant.  My children and I suffer from food allergies.   I have Celiac's Disease and their gluten free selection for a Chinese restaurant is great.  My children are a completely different ball game.  They have a rare disease called Eosinophilic Esophagitus where food attacks their body.  They are very limited on their food selctions due to not being able to consume any food with gluten, soy, eggs, dairy, nuts, tree nuts, fish, shellfish, amd corn.  This restaurant takes special care of my kids by making sure they get chicken that has not gone through the egg wash.  The servers and managers are all trained in how to be careful.  Our favorite manager is Joe and favorite server is Kevin.  Call ahead if you have any questions and they will answer your questions.","Our family worshiped this restaurant.  My children and I suffer from food dermatitis.   I have Celiac's Disease and their gluten free selection for a Chinese restaurant is great.  My brats are a completely different ball game.  They have a rare disease called Eosinophilic Esophagitus where food attacks their body.  They are very limited on their food selctions due to not being able to consume any food with gluten, soy, eggs, dairy, nuts, tree nuts, fish, shellfish, amd corn.  This restaurant takes special zorg of my kids by making sure they get chicken that has not gone through the egg wash.  The servers and managers are all qualifying in how to be careful.  Our favorite manager is Joe and favorite server is Kevin.  Call ahead if you have any questions and they will answer your questions.",Successful,2.5
17,26,"Italian dinners, American, endless soup and salad bar is great. Most food for your dollar. I highly recommend. Great bar. Good place to watch a game. The bar can get quite noisy in the evenings, but it adds to the great atmosphere at Rocky's","Ltaly dinners, American, protracted mashed and salsa avocado is noteworthy. Most food for your cash. me noticeably recommendation. Noteworthy bar. Good placing to watch a game. The bar can learn adequately resonant in the tonight, but it totalled to the sizable rejuvenation at Rocky's",Successful,1.5
18,484,"This is a bizarre CVS, the kind you would only want to go to in a pinch, and maybe not even then.\n\nI went to this one with my husband a couple of times to pick up prescriptions, and the vibe from start to finish is so weird. Let's start with parking, which is in a lot behind the store. There's not a lot of visibility to the lot since it is on the back side of the CVS. Being that it is a pharmacy, there wouldn't be a back door or windows, so the lot has a feeling of dangerous seclusion.\n\nInside the store, everything I saw told me that \""""this is a pharmacy that is in a rough neighborhood\"""": shelves are only about 4'6\"""" tall (presumably so workers can see what people are doing in the aisles); bizarre things are locked in cabinets with clear covers (regular brands of shampoo?!); beauty items regularly updated, weren't (I, er, have a nail polish problem; some of the products were about 4 seasons behind and quite a few polishes were separated); it feels like there isn't enough room for the products, which are disorganized and crammed onto shelves (reference the odd shelf height limitation).\n\nIf you can spare the gas and time, there is another a CVS on Center Ave within a mile or so or a Walgreen's (Penn Circ S+Trade St.) and a Rite Aid (Baum+Negley) within 1/2 mile.","That is a bizarre CVS, the categories you would only jealous to dedicate to in a pinch, and maybe not even then.\n\ani grabbed to this one with my man a pairs of times to pick up prescriptions, and the vibe from start to honing is however weird. Let's launched with parking, which is in a lot behind the supermarket. There's not a lot of visibility to the lot because it is on the back side of the CVS. Chronic that it is a medicines, there wouldn't be a back mun or wicket, than the lot has a senses of perfidious secluded.\n\nInside the store, everything I met notified me that \""""this is a pharmacy that is in a sturdy neighborhood\"""": tablet are only about 4'6\"""" tall (presumably alike working can see what people are doing in the aisles); bizarre things are enclosed in wardrobe with clear covers (regular brands of bathe?!); beauty items regularly updated, weren't (I, er, had a nail polish problem; some of the freight were about 4 bouts behind and quite a few polishes were distinguishing); it recognizes like there isn't enough room for the generated, which are concussed and crammed onto shelves (reference the odd shelf height limitation).\n\nIf you can option the gas and time, there is another a CVS on Stations Moy within a mile or so or a Walgreen's (Penn Circ S+Trade St.) and a Rite Aid (Baum+Negley) within 1/2 mile.",Successful,1.25
19,45,"In all fairness - I did not see this dentist but did schedule an appointment and waited 15 minutes for them to open.\n\nWhen I look at Yelp reviews, I usually weed out the outliers (the best and the worst).   Unfortunately, there are only two reviews.\n\nIt was my first time at the office.   The office admin (very nice) asked for me to come early (before 9am) to complete paperwork.   I arrived at 8:50.    I waited.   I watched 2 employees walk by me (unlocked the door and re-locked it).    They did not acknowledge me.\n\nThe door I was at had signage (open hours).    I decided to leave because of a review where the staff seemed distracted or disinterested in my presence.\n\nThe office admin (very nice) called me to inform I am missing my appointment.   I explained to her that there were too many indications where this was not going to be a good fit and wished her the best of luck.\n\nI recommend if you see this dentist you go to the front door (furthest away from the parking lot) for the entrance.\n\nPoor recommendation because the staff who walked by me seemed to be distracted which was pointed out in a previous review.","In all fairness - I did not see this orthodontist but did schedule an appointment and scheduled 15 protocol for them to open.\n\nWhen I look at Yelp reviews, I usually weed out the outliers (the best and the worst).   Unhappily, there are only two reviews.\n\nti was my first era at the office.   The office admin (very nice) apps for me to come early (before 9am) to complete paperwork.   I arrived at 8:50.    I predicted.   I saw 2 employees walk by me (liberating the door and re-locked it).    They did not realise me.\n\nThe door I was at had signage (open hours).    I decided to leave because of a review where the staff seemed distracted or blase in my presence.\n\nThe office admin (very nice) called me to inform I am gone my appointment.   me explained to her that there were too many indications where this was not going to be a super fit and wished her the best of chauncey.\nth\ou recommend if you see this orthodontist you go to the front door (farthest away from the parking lot) for the entrance.\n\nPoor suggested once the staff who walked by me seemed to be distracted which was pointed out in a previous review.",Successful,1.5
20,606,"I've should have known better than to order a salad from a pizza joint.  I also should have known that I shouldn't have cheated on my diet.\n\nI figured I'd choose today to be my cheat day and order with everyone else at work for take out.  I opted for the Popcorn Chicken Salad.  Sounds tasty, looked tasty, and yes it even tasted tasty.  Iceberg lettuce, grape tomatoes, cucumbers, red onions, french fries, popcorn chicken, and three types of cheese.  \n\nI have to say that even though I was saying yes, my body was saying, 'OH hell no!'\n\nI'm regretting this decision now as I am sitting here in discomfort.  Not sure what on the salad made me feel this way.  But I'm not liking the effect I'm getting right now.  Could just be karma turning around and kicking me in the ass for eating what looked healthy but was really nothing more than the equivalent of a fried chicken sandwich combo meal from a fast food joint.\n\nI'll think twice before the next time rolls around to order from here.","I've should have known better than to order a salad from a pizza joint.  I also should have known that I shouldn't have cheated on my diet.\n\nI figured I'd choose today to be my cheat day and order with everyone else at work for take out.  I opted for the Popcorn Chicken Salad.  Solid tasty, looked tasty, and yes it even tasted tasty.  Iceberg lettuce, grape tomatoes, cucumbers, red onions, french fries, popcorn chicken, and three types of cheese.  \n\nI have to say that even though I was saying yes, my body was saying, 'OH hell no!'\n\nI'm regretting this decision now as I am sitting here in discomfort.  Not sure what on the salad made me feel this way.  But I'm not liking the effect I'm getting right now.  Could just be karma turning around and kicking me in the ass for eating what looked healthy but was really nothing more than the equivalent of a fried chicken sandwich combo meal from a fast food joint.\n\nI'll devine twice before the next time rolls around to order from here.",Successful,2.25
21,921,My first real German food experience and I can't wait to go back. Everything was delicious. I had the Max's Sausage Platter. Loved it all. Left nothing in my plate. I was with a big group of people and no one took a doggie bag home. Big menu. The restaurant has this small down home feel to it. The bar is really pretty. Great place.,My first rem German food experience and I can't expect to go back. Somethings was tasty. me had the Max's Sausage Plating. Loved it all. Resignation nothing in my veneer. I was with a large association of person and no one went a doggie packaging families. Wider ways. The comer has this petite down foyer feel to it. The bar is definitely absolutely. Great sites.,Successful,1.5
22,19,"I've been informed by a fellow Yelper that they are just closed for the season, I hope they're right! I find it strange they don't keep their phone number in service with a recording and that they didn't cover the course up to protect it from weather, vandalism, etc. Either way, I can't wait to get my game on in the spring!","I've been informed by a fellow Yelper that they are just closed for the season, I hope they're right! I find it strange they don't keep their phone number in service with a recording and that they didn't cover the course up to protect it from weather, vandalism, etc. No estrada, I can't awaiting to get my game on in the spring!",Successful,2.25
23,74,"We stopped at Papa J's last Friday night (8/1) for a round of drinks. There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.  One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night. In the short time that he was there, a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else. He then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order. She said \""""yep\"""" and then abruptly turned and walked away. At that point, he asked to see the manager  who came a few minutes later. When my friend told him of what had occurred, the manager said \""""What do you want me to do\""""?\n\nMy friend said \""""An apology would be a good start\"""" whereupon the manager looked back at him and said \""""Get out and don't come back\"""" ???????? Are you kidding????\n\nMy friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants. He was not screaming or belligerent in any way, shape, or form; simply informing the manager of what had occurred. \n\nThat being said, we left and went back to 131 East, where we had previously eaten. The service there was fabulous, as was the meal and the drinks creative and exquisite.\n\nThere are new restaurants that have opened in Carnegie as of late. Papa J's is no longer the only game in town.  Obviously this is the way a simple complaint is handled by management. Appalling!!  Do yourself a favor and frequent any of the other restaurants that are within walking distance of Papa J's. They understand the concept of  customer service.","We stopped at Papa J's last Friday night (8/1) for a round of drinks. There were 7 of us altogether and we had eaten at another restaurant earlier in the evening.  One member of our party walked up to the bar to let them know we were sitting on the couches along the wall, as it was fairly busy that night. In the short time that he was there, a man who was behind the bar looked at him and then turn away without saying a word or notifying anyone else. He then turned to a waitress who had approached the service area of the bar and asked her if  we could have a server take our drink order. She said \""""yep\"""" and then abruptly turned and walked away. At that point, he asked to see the manager  who came a few minutes later. When my friend told him of what had occurred, the manager said \""""What do you want me to do\""""?\n\nMy friend said \""""An apology would be a good start\"""" whereupon the manager looked back at him and said \""""Get out and don't come back\"""" ???????? Are you kidding????\n\nMy friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants. He was not screaming or belligerent in any way, shape, or form; simply informing the manager of what had occurred. \n\nThat being said, we letting and transpired back to 131 Middle, where we had previously eaten. The service there was fabulous, as was the meal and the drinks creative and exquisite.\n\nThere are new foods that have opened in Carnegie as of late. Papa J's is no longer the only games in town.  Obviously this is the way a easy complaint is handled by leadership. Detestable!!  Been yourself a favor and everyday any of the other meal that are within walking distance of Papa J's. They understand the concept of  customer service.",Successful,1.75
