,Unnamed: 0,original,perturbed,type,labels
23,333,"#LandDegradation drives mass #migration, #climatechange. Degraded #land could be restored by planting #trees, using salt-tolerant crops, and re-flooding drained #wetlands.ðŸŒ²ðŸŒ³ðŸŒ´ðŸŽ‹ðŸŒ„#soil #landrestoration #landlivespeace #livelihoods","#LandDegradation drives mass #migration, #climatechange. Degraded #land could become retake by semis #shafts, exploit salt-tolerant cultures, and re-flooding eviscerated #wetlands.ðŸŒ²ðŸŒ³ðŸŒ´ðŸŽ‹ðŸŒ„#soil #landrestoration #landlivespeace #livelihoods",Successful,2.2
24,617,"#BuildThatWall #IllegalAliens @user .@EXPECT_KA0S Eric Lang, CEO Yarrabee Farms admitted did not use EVerify for this killer or workers. Tell AG .@jeffsessions to get off his behind work on getting EVerify mandatory 4all jobs. Hopefully ICE raids YarebeeFarms as regular visit","#BuildThatWall #IllegalAliens @subscriber .@EXPECT_KA0S Liddell Prolonged, CEO Yarrabee Farms admitted did not use EVerify for this assassinating or staff. Explains GP .@jeffsessions to attaining off his behind work on attaining EVerify imperative 4all tasks. Satisfied ICY strike YarebeeFarms as periodic visit",Successful,2.2
25,803,224 illegal migrants held in western Turkey,224 illegal migrants possessed in western Turkeys,Successful,3.0
26,562,Bitch boi still doesn’t know his girl still barking up my tree 😴,Bitch boi instead doesn’t listen his girl still barking up my tree 😴,Successful,2.0
27,491,Immigrant Defense Project #HereToStay,Migrants Defence Agenda #HereToStay,Successful,3.2
28,127,"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'","'Arrives up here and say somethin now you shattered, feelin, fingers in the booty bot bitch'",Successful,2.4
29,913,"Why is thos racist,homophobic whore @user getting so much success all of the sudden ? Like go away ugly cunt.","Why is thos racist,homophobic whorehouse @user getting so much success all of the sudden ? Like go away ugly cunt.",Successful,3.4
30,341,"@user Babe, I wanna thank you for having such insane anal scenes. Your scene from Slut Auditions #3 is my all-time fav !","@user Babe, I wanna thank you for having such insane vaginal scenes. Your scene from Slut Auditions #3 is my all-time fav !",Successful,2.4
31,140,How to Pronounce Whore Eyed Cunt ↺RT❤ #,How to Dialect Whore Stare Hussy ↺RT❤ #,Successful,1.8
32,903,@user @user @user here's my point you dog of assad son of whore father of slut,@user @user @user here's my point you dog of asad thread of whore pop of slut,Successful,2.2
33,842,"@user Thank god for anti -hysterical women like @user & @user , that have the guts to stand up for reason over witch -hunts","@user Thank god for anti -hysterical women like @user & @user , that have the guts to position up for reason over witch -hunts",Successful,3.2
34,916,[Feature] Congolese refugees ask Korean firm not to supply voting machines to their country,[Component] Congolese refugees please Korean fermi not to supply voting machines to their country,Successful,2.6
35,966,"Pro Tip- Always call skinny girls fat, they live that shit 🌚","Pro Tip- Always call skinny madams fat, they live that shit 🌚",Successful,3.6
36,24,@user @user @user @user please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families!,@user @user @user @user please spread the mots  -&gt;&gt; using frequent fliers miles to consolidation immigrant captivity!,Successful,1.8
37,552,Bitch is literal referring to the mass murder of falsely accused women (and one man). Weinstein isn’t even to court…,Bitch is literal suggesting to the masses murder of falsely pled women (and one man). Wexler isn’t even to courts…,Successful,2.4
38,615,"Wherever they arrive #Muslim migrants bring destruction, unrest, fear &amp; crime!So why do we keep taking them in?#Spanish people may have voted in a socialist government but surely they haven't voted for their own demiseVote the gov down, fight back or accept being conquered","Wherever they arrive #Quran migrating bring destruction, unrest, fear &amp; crime!So why do we keep taking them in?#Spanish people may have voted in a socialist government but surely they haven't voted for their own demiseVote the gov down, fight back or accept being conquered",Successful,3.2
39,896,"@user Massive explosion in Muslim population,illegal migrants r root cause of pollution.Focus on aligning them as good citizens","@user Massive explosion in Islamic population,illegal evacuees r root cause of pollution.Focus on aligning them as good citizens",Successful,3.4
40,638,@user This bloke is the sort of cunt who's old woman is fucking someone else but says well what can you do?!,@user This blokes is the sort of cunt who's old woman is fucking someone else but says well what can you do?!,Successful,3.4
41,722,Do not announce your not all men argument when I tell you that in the 16th century anything a woman did without the OK of her husband...,Do not heralding your not all dudes reasons when me apprised you that in the 16th millenium anything a woman could without the YEA of her wifey...,Successful,1.8
42,512,German Interior Minister Slams Merkel and bans the entry of new migrants into Germany - Free Speech Time - @user,German Interior Minister Slammed Merkel and bans the entry of new migrants into Germany - Free Speech Time - @user,Successful,3.4
43,260,"NEW BLOG POST âž At World Relief, we’ve welcomed and provided support to almost 300,000 refugees since 1979. We love these strangers as neighbors because Jesus calls us to. But we also do it because we know that’s what we’d all want for our own families.","ANOTHER TWITTER POSITIONED âž During Global Repairing, we’ve welcomed and stipulated allows to almost 300,000 refugees since 1979. We love these alien as neighbors because Jesus requisitions us to. But we also do it therefore we reckon that’s what we’d all want for our own households.",Successful,2.0
44,595,This illegal immigrant should be arrested for lying,This illegal newcomer should be arrested for lying,Successful,3.2
45,536,RT @user You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth ladies #ASS #ASS #ASS,RT @user You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth madame #ASS #ASS #ASS,Successful,3.6
46,844,this time last year i was in a bar in nyc and a bald white guy tried to hit on me by speaking norwegian and when it didnt work he got increasingly hostile and said the reason i wasnt impressed by his language skills was because im an immigrant and not a real swede,this scheduling last enjoyment i was in a bars in nyc and a bald white freund tried to hit on me by schmooze norwegian and when it couldnt work he getting again nemesis and confirmed the reason i shouldnt striking by his tongue capacity was because lam an immigrant and not a actual swede,Successful,1.6
47,249,"RT @user After three years of separation, a young Syrian refugee hugs his mother in Germany. The picture says it all. #familyreunification","TCH @user After two ageing of cleavage, a childish Assyrian refugees smooch his mamma in Germany. The landscaping claimed it all. #familyreunification",Successful,1.4
48,759,"@user Do MeP,s visit ,Greece to see ,the refugee reductions already trying to justify the Turkey deal ,afraid its not working","@user Do MeP,s excursions ,Greeks to see ,the refugee downsize already trying to justify the Turkic treaties ,afraid its not job",Successful,2.2
49,372,"tired of #dems trying to speak 4 all ppl of color. Im #hispanic and they dont speak 4 me. I support #trump and support deporting all #illegals. #buildthatwall. #immigration needs to be done legally, no excuses. also, abolish the #h1bvisa program. foreigns r taking #americans jobs","fatigue of #dems trying to speak 4 all dont of colours. Im #ricans and they dont lecture 4 me. me support #trump and support extradited all #clandestine. #buildthatwall. #evacuees request to be finalised deservedly, no excuses. also, cancelling the #h1bvisa project. foreigns r taking #americans jobs",Successful,1.8
50,813,"@user @user Yup I want #TonyPaul to song at The ""BIG BAD DON #TRUMP"" #RALLY IN #TEXAS..WITH #TEDCRUZ WHO IS THE SHARPEST MEANEST FAIREST LEGAL MIND AND #SENATOR IN THE #GOP #OCTOBER MAKE YUR RESERVATIONS, #RV SPOTS PLANE TICKETS 118,000 SEAT","@user @user Yup I want #TonyPaul to song at The ""BIG BAD DON #TRUMP"" #RALLY IN #ABILENE..WITH #TEDCRUZ WHO IS THE SHARPEST MEANEST FAIREST LEGAL MIND AND #SENATOR IN THE #GOP #OCTOBER MAKE YUR RESERVATIONS, #RV SPOTS PLANE TICKETS 118,000 SEAT",Successful,2.8
51,550,@user @user @user Isn't a pussy an exit hole too?,@user @user @user Isn't a puss an exit hole too?,Successful,3.4
52,793,"@user @user @user Wrong! None are refugees, Zero! The are economic migrants/invaders colonizing at the expense of host countries while pretending to be ""asylum seekers"" They are a disaster for the countries that allow this to hap","@user @user @user Wrong! None are refugees, Zero! The are economic evacuees/executors imperialists at the expense of host countries while pretending to be ""asylum seekers"" They are a disaster for the countries that authorizing this to hap",Successful,2.0
53,603,"Eat, bite, fuck, suck, nibble, gobble, chew! Finger-fuck hair pie, dick cunt screw! Hurray! Bat fuck! Blow me! #Syria❀","Eat, mouthful, fuck, suck, nibble, gobble, chiu! Finger-fuck hair pie, dick slut shagged! Whew! Bat fuck! Blow me! #Assyrians❀",Successful,2.4
54,514,Oh ffs NO MORE MIGRANTS GO HOME,Oh ffs NO MORE ARRIVALS GO HOME,Successful,2.8
55,273,@user War torn? Most so called refugees come from safe countries! Moron!#fuckEU #leaveEU #sendthemback it's the only option to save Europe,@user War torn? Most so called evacuees happened from safe countries! Moron!#fuckEU #leaveEU #sendthemback it's the only option to save Europe,Successful,3.0
56,331,@user @user @user THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M…,@user @user @user EC SHITHEAD MUST HAVE A STRONG BACK. HERSELF CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M…,Successful,2.6
57,154,Immigrant Health Workers in the UK,Migrants Healthcare Serfs in the BRITAIN,Successful,2.6
58,330,@user I am serious and sure that I want to put my penis in the hole of your ass,@user I am serious and sure that I want to put my dickhead in the hole of your rump,Successful,3.2
59,123,THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,THINGS GOT HEATED: RAPED: Woman Sets Molesting Muslim Mankind on Fire After Catch Oneself Rape 7 -Yr -Old Daughter,Successful,2.2
60,23,An Honest Article About Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,An Sincerity Rule For Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,Successful,2.2
61,470,Victory for Trump ! But only 6 islamic countries now are stopped for immigration into USA ! There are 34 islamic countries more. To beware the USA from terrorists these also has to get banned.,Victory for Trump ! But only 6 islamic countries now are stopped for evacuees into USA ! There are 34 islamic countries more. To beware the VS from terrorists these also had to get forbids.,Successful,2.2
62,835,Like I'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .,Like I'm so glad you guys are standing with skales against that males with the gutter mouth and pot hole face .,Successful,2.8
63,80,World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž,World Repair is continue to affords regulatory aid and plead for colonist dwelling who get been detaching at the U.secs.-Mexican border. You can afford a difference and allow monotheism domesticated by take a donation mardi. âž,Successful,2.0
64,171,"An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say","An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant inhabitants in the country.  #Census hijackers could flunked counting miilion of #Californians, geneticists avowed",Successful,2.2
65,623,You look like your mom beat you with an ugly stick while your dad poured cat piss all over you.,You look like your mom beat you with an ugly twig while your pape swelled cat piss all over you.,Successful,2.4
66,699,Observing Ramadan with union member and activist Khai (first photo in the middle) and his fellow migrant workers from Malaysia. The lady who prepared the food is an amazing cook! National Union of Workers organiser Anh is phenomenal!ðŸ’ª @user was eating like a horseðŸ˜,Observing Ramadan with confederation lawmakers and activates Khai (first archives in the middlemen) and his fellow migrant maids from Penang. The lady who loaning the devouring is an unbelievable cook! Nationalistic Communities of Labor promoters Anh is unbelievable!ðŸ’º @buyers was eating like a horseðŸ˜,Successful,1.8
67,891,"Only men have a dick they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.","Only men have a bit they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.",Successful,2.8
68,34,"Some people really dont understand why I get so upset at injustices happening in this country. Trust me, it's not that I like getting my panties in a wad over dumb things. It's the fact that people like me (minority, brown, immigrant, etc) r suffering and it affects me directly","Some sexes wholeheartedly dont realise why me obtaining then annoyed at inequality happening in this motherland. Confidence me, it's not that I like getting my panties in a wad over dumb parts. It's the fact that people like me (minority, brown, immigrant, etc) r undergoing and it influencing me promptly",Successful,1.6
69,875,"@user @user I would hate hate to own border property! Terrifying to see and know that was happening in my backyard! Hundreds of them in such a short time, it's no wonder they are in Iowa corn fields. Please #BuildThatWall Please for o","@user @user me would unpleasantness animus to specific edges properties! Gruesome to query and recognise that was happenings in my courtyard! Dozens of them in such a brief spells, it's no blitz they are in Iowa cornfield area. Asking #BuildThatWall Guest for o",Successful,1.4
70,864,🙄Says a colored woman of a race that claims to have a ' Hysterical Fear ' of the Police. 🤫,🙄Tell a colored woman of a race that states to have a ' Hysterical Fear ' of the Police. 🤫,Successful,3.0
71,951,"#impeachtrump #republican #democrat Just consider how different life would be today if Hillary had picked Bernie as her VP candidate, they would have beaten the orange king by 30 points, saving SS, the budget, immigrant children, and journalist's lives.","#impeachtrump #republican #democrat Just consider how discordant inhabits would exist sundays if Hillary hectare mukhtar Bernie as her RV candidacy, they would have conquered the orange king by 30 points, saving SS, the budget, immigrated brats, and journalist's lives.",Successful,1.4
72,567,@user Fuck this fat pig bastard woman you fucking cunt. Wish I could cut your tits so that you could feel the pain cunt!!,@user Fuck this fat pig bastard dames you fucking cunt. Wish I could cut your nibbles so that you could feel the pain cunt!!,Successful,2.8
73,828,"@user @user Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backbone and grow the f*ck up you pussy.","@user @user Muhhhhh privilege? Excuse me? IM OFFENDED!! HATE SPEECH!!! But of course you dont see the slippery slope.And yes, the made up arbitrary term hate speech is free speech. If you choose to get offended by shit, I suggest you get a backbone and grow the f*ck up you cunt.",Successful,3.8
74,362,So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️,Consequently if your reading this and me learns you are .. STOP BOMBARDMENT MIG UP YO DICK LIDDO THEREFORE EVER EN WORLDWIDE FATHOM 😭🤦🏽‍♀️,Successful,1.8
75,302,@user 'Oh said a bitch who lost everything. You whore.',@subscribers 'Oh said a prick who renounced everything. You whore.',Successful,2.8
76,63,Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Nothing irks me more than when cunts suspend it with a good guy then mourns about gaining hurt by a douche bag. #WakeUpYouWhore,Successful,3.0
77,513,"@user You're the most dumb nigga in the history of dumb niggas, arguing with women like a lil bitch","@user You're the most dumb nigga in the history of dumb niggas, warring with women like a lil bitch",Successful,3.2
78,548,@user @user OLD SICK DOG HILLARY IS A DISGUSTING BITCH . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN…,@user @user OLD SICK DOG HILLARY IS A DISGUSTING SLUT . BUT EVEN A SKANK HAS A FRIEND . IM SURE GERMAN…,Successful,3.8
79,905,Refugees not welcome.,Refugees not welcomes.,Successful,3.6
80,224,"Denmark has cut welfare benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user","Denmark has cut opulence benefits for migrants - ""We'll move to Finland"" They threaten ""Finland will treat us better"" - Free Speech Time - @user",Successful,3.4
81,691,I used to ride with my father before he retired as a Phoenix police officer.  He worked in west Phoenix over night.  Drunk illegal immigrant drivers were everywhere.  One almost T-boned us at an intersection.  They pose great danger the the rest of us who do follow laws.  😡,I used to ride with my father before he retired as a Phoenix police officer.  He worked in west Phoenix over night.  Drunk illegal migrated drivers were everywhere.  One almost T-boned us at an intersection.  They pose great danger the the rest of us who do follow laws.  😡,Successful,3.2
82,311,@user @user @user @user @user So you cant stand your own kind either you gotta breed with something else.,@user @user @user @user @user Both you cant stand your single kind either you gotta breed with something else.,Successful,2.4
83,270,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,fucking take that moronic prick STINKING whore nobody wanting love you fuck you idgaf if ur pregnant sicko dies u go ahead call the gendarme nobody wi,Successful,2.2
84,641,The chances that #Rohingya refugees may benefit from parliament's shake up are still slim #ucanews #voiceforthevoiceless #refugees #SocialJustice #Myanmar #AungSanSuuKyi @user @user @user @user @user @user,The dangers that #Rohingya refugees may profit from parliament's shimmy up are instead scrawny #ucanews #voiceforthevoiceless #emigrants #SocialJustice #Berman #AungSanSuuKyi @buyers @eaters @buyers @user @user @user,Successful,2.2
85,240,How retarded must you be to have a skank shave your legs 🤦🏻‍♀️ #jeremykyle,Why fuckwit must you are to possess a whore shave your thighs 🤦🏻‍♀️ #jeremykyle,Successful,1.8
86,84,"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl","@user @user @user @user Earth to Andrew, come in Andrew:   its about migrations.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Massacre. Its a crime: Access to White peopl",Successful,3.2
87,233,@user The Politics of hard done Asylum seekers and designer Immigration policies to help them into Housing and NHS and other resources that can not be accessed by ordinary Uk Public all you do go on hunger strike or buy a Budgie get some publicity whi,@user The Politics of heavy played Sanctuary seekers and designer Immigration policies to allowing them into Housing and NHS and other hacienda that can not be admission by mundane Britain Public all you do go on hunger strike or buy a Budgie get some spreading whi,Successful,2.2
88,912,I got offered once by a neighbor to go to a church down the street &amp; thought about it but then found out a week later the priest was sexually assaulting immigrant women &amp; threatening to call ICE on them if they told. That was my sign to stay w my little shrine in my room 👋🏼,I achieved delivers once by a neighbor to gonna to a church down the street &amp; conception about it but then excavated out a week later the episcopalian was sexually assaulting immigrant women &gpa; threatening to summon ICE on them if they talk. That was my sign to stay w my wee shrines in my room 👋🏼,Successful,2.4
89,547,@user After AAP coming to power influx of illegal migrants from Bangladesh to Delhi increased multi fold.Jhugis seen all around,@user After AAP coming to power influx of illegal migrants from Bengali to Delhi increased multi fold.Jhugis seen all around,Successful,3.2
90,716,Pro-Trump Counter Protester Arrested At Immigration Rally For Brandishing Gun,Pro-Trump Warfare Protester Stop With Migrants Hikes From Whirling Pistols,Successful,2.0
91,383,I don’t know. @user ombudsman could answer the question but nobody cares under this administration. All this does is create chaos for refugees and asylees that are perfectly in status and discourages travel.,I don’t reckon. @user ombudsman could reacts the question but nobody shes under this governed. All this would is build anarchy for refugees and asylees that are perfectly in rule and dampen travel.,Successful,1.6
92,265,"“Many of these parents were removed from the country without their child, all of this is the result of the government’s separation and then inability and failure to track and reunite,” [Judge] Sabraw said.","“Innumerable of these familia were removed from the country without their baby, all of this is the result of the governing’s separated and then powerlessness and flop to footpath and monotheism,” [Richter] Sabraw avowed.",Successful,2.2
93,443,@user In fact both Centre/States need to hound out all illegal immigrants &amp;deport them immediately to their Country.,@user In fact both Centre/States need to hound out all irregular evacuees &amp;deport them immediately to their Country.,Successful,3.0
94,657,People Are Waking Up Politicans are Protecting Illegal Immigrants Not their Citizens for Some Globalist Cheap Labor Scheme @user Had the Guts to Tell the Truth #MAGA #SendThemBack #Sweden via @user,People Are Waking Up Politicans are Protecting Secrets Immigrants Not their Civic for Some Globalist Cheap Earners Scheme @user Had the Insides to Tell the Truth #MAGA #SendThemBack #Sweden via @user,Successful,3.2
95,354,@user @user You shut your whore mouth,@user @user You shut your screwing mouth,Successful,2.6
96,382,"At 16, Ancila's father was killed in Burundi's civil war, forcing her to flee. She spent 43 years living in 5 different refugee camps until she was finally resettled to the U.S.Help refugees like Ancila rebuild their lives after years of uncertainty. âž","At 16, Ancila's pope was killed in Burundi's civil struggling, forcing her to flee. She spent 43 years resides in 5 innumerable refugees minefields until she was finally budge to the xin.S.Allowed deportees like Ancila repossession their croaks after yr of destabilizing. âž",Successful,2.0
97,865,"@user @user No room for anyone illegal. Color or wealth is not the criteria, you stupid bitch.","@user @user No room for anyone illegal. Color or wealth is not the criteria, you stupid twat.",Successful,3.6
98,531,When a baby won't stop crying so naturally you have to outdo the little shit,Someday a baby won't stop wailed therefore naturally you have to outdo the little fuck,Successful,3.0
99,396,"Things we heard on primetime last night: “The growth rate of Muslims in Assam from 1971 to 1991 is 77 per cent, that is not an indigenous population. A large part of that 77 per cent are Bangladeshis….Bangladeshi go home."" #NRCAssam","Things we heard on primetime last night: “The growth rate of Muslims in Assam from 1971 to 1991 is 77 per cent, that is not an indigenous population. A large part of that 77 per cent are Bangladeshis….Bangladeshi goes home."" #NRCAssam",Successful,3.6
