,Unnamed: 0,original,perturbed,type,labels
25,439,"i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible .","i complain all the calendar about consults the same brainchild repeated in filming over and over again , but the bourne identity proves that a fresh take is always conceivable .",Successful,1.8
26,535,"a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .","a teased playhouse whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",Successful,2.2
27,302,"i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from enjoying much of it .","i don't know precisely what to make of steven soderbergh's full frontal , though that didn't stop me from adores sizable of it .",Successful,2.4
28,946,"a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy .","a malformed little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy .",Successful,3.0
29,167,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .","remains a dependable , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a stationary , if not very imaginative , hand .",Successful,3.0
30,27,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,an brainchild love story that prescribes out the latent 15-year-old romantic in everyone .,Successful,1.6
31,800,enjoy it for what it is ; you can hate yourself later .,have it for what it is ; you can hating yourself later .,Successful,1.8
32,197,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back .","my goodness , queen latifah has a batches to offer and she seemed to have no problem flaunting her natural gifts . she must have a critically starck back .",Successful,2.4
33,183,"watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting .","watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is baffling .",Successful,1.8
34,788,boisterous and daft documentary .,hectic and daft documentary .,Successful,2.2
35,876,sits uneasily as a horror picture . . . but finds surprising depth in its look at the binds of a small family .,sits uneasily as a horror footage . . . but finds surprising clarification in its watch at the binds of a small family .,Successful,2.2
36,291,"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .","as a director , mr . ratliff wisely rejects the attraction to make fun of his subjects .",Successful,3.2
37,263,has it ever been possible to say that williams has truly inhabited a character ? it is now .,has it ever been possible to say that williams gets awfully inhabited a featuring ? it is now .,Successful,1.4
38,543,the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story hindrance as well as warmth .,Successful,2.8
39,856,"here , adrian lyne comes as close to profundity as he is likely to get .","here , adrian lyne comes as nearby to certitude as he is likely to get .",Successful,2.4
40,359,"if you love reading and/or poetry , then by all means check it out . you'll probably love it .","if you love reading and/or poems , then by all way check it out . you'll probably oi it .",Successful,2.0
41,496,a byzantine melodrama that stimulates the higher brain functions as well as the libido .,a byzantium melodrama that incites the higher brain functions as well as the libido .,Successful,3.2
42,272,münch's genuine insight makes the film's occasional overindulgence forgivable .,münch's genuine insight makes the film's occasional overindulgence salvageable .,Successful,2.8
43,898,"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich .","reinforces the occupations of screenwriter charlie kaufman , creator of adaptation and being john malkovich .",Successful,2.4
44,395,"the best movie of its kind since 'brazil . ' lucas , take notes . this is how you use special effects .","the preferably movie of its kind since 'brazil . ' lucas , take notes . this is how you use special effects .",Successful,2.4
45,727,"it dares to be a little different , and that shading is what makes it worthwhile .","it dares to be a minuscule different , and that shading is what assumes it worthwhile .",Successful,2.0
46,416,". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without becoming a postmodern joke , made creepy by its "" men in a sardine can "" warped logic .",". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without gets a philosophical joke , made creepy by its "" men in a sardine can "" warped logic .",Successful,2.6
47,912,". . . does such a fine job of engulfing you in its world and allying you with its characters' choices , good and ill , that its shortcomings are remembered only as an afterthought .",". . . does such a leggy job of engulfing you in its world and allying you with its characters' choices , good and ill , that its shortcomings are remembered only as an afterthought .",Successful,2.2
48,484,"elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them .","elling altogether is about a couple of lunatic boyfriend , and it's therapeutic to laughing along with them .",Successful,1.4
49,642,"good movie . good actress . but if you expect light romantic comedy , good gosh , will you be shocked .","suitable video . good actress . but if you sufferance light romantic comedy , good gosh , will you be shocked .",Successful,1.8
50,614,"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .","except a story foreseeable enough to make the sound of music play like a nail-biting thriller , its center is so much in the appropriate place it is difficult to get really peeved at it .",Successful,2.6
51,163,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .","if you can get ago the fantastical aspects and laborious realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a video tour-de-force and a legend that is unlike any you will likely visualize anywhere else .",Successful,2.0
52,100,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .","chicago is complicate , dauntless , sardonic , completely joyful in its execution .",Successful,3.0
53,104,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .","the valuation that have held the enterprise crew together through previous pranks and threats do so again-courage , self-sacrifice and patience under pressure .",Successful,2.4
54,567,"although the editing might have been tighter , hush ! sympathetically captures the often futile lifestyle of young people in modern japan .","although the editing might have been tighter , hush ! sympathetically nabbed the habitually futile lifestyle of young people in modern japan .",Successful,1.8
55,589,"there's a disreputable air about the whole thing , and that's what makes it irresistible .","there's a disreputable air about the whole thing , and that's what makes it indefatigable .",Successful,2.2
56,990,"andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance .","andy garcia enjoys one of his richest roles in ageing and mick jagger attaches his best movie performance since , well , performance .",Successful,2.4
57,262,"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights .","as a tracer to several greek-american bridal -- but , blithely , a wound of none -- i can testify to the equivalent accuracy of ms . vardalos' briefs and insights .",Successful,1.6
58,399,"chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - despite its myriad flaws .","chalk it up to my adoration for both de niro and murphy , but i had a pretty good time with this movie - although its myriad failings .",Successful,3.6
59,492,"as shaky as the plot is , kaufman's script is still memorable for some great one-liners .","as shaky as the plot is , kaufman's script is still memorable for some whopping one-liners .",Successful,3.0
60,448,"[taymor] utilizes the idea of making kahlo's art a living , breathing part of the movie , often catapulting the artist into her own work . this isn't a new idea . it's been done before but never so vividly or with so much passion .","[taymor] resorting the idea of making kahlo's art a living , breathing part of the movie , frequently catapulting the artist into her own work . this isn't a new idea . it's been done before but never so vividly or with so much passion .",Successful,2.8
61,964,the acting alone is worth the price of admission .,the behaving alone is worthwhile the cost of registration .,Successful,2.0
62,124,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this pose it human .,Successful,2.4
63,357,"renner's performance as dahmer is unforgettable , deeply absorbing .","renner's performance as dahmer is unforgettable , severely gained .",Successful,2.4
64,691,just another fish-out-of-water story that barely stays afloat .,just another fish-out-of-water story that barely maintains afloat .,Successful,3.6
65,509,for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,for all its severe brainchild of aspires . . . [it] finds a road to lay bare the tragedies of its setting with a better deal of warmth and caricature .,Successful,1.8
66,101,steve irwin's method is ernest hemmingway at accelerated speed and volume .,neil irwin's method is ernesto hemmingway at accelerated speeding and amplitude .,Successful,2.4
67,67,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,part of the charm of satin rouge is that it hindering the apparent with masquerade and lightness .,Successful,2.2
68,782,it has a subtle way of getting under your skin and sticking with you long after it's over .,it has a wily manner of getting under your skin and sticking with you long after it's over .,Successful,2.6
69,105,"if it's possible for a sequel to outshine the original , then sl2 does just that .","if it's possible for a sequel to overtook the original , then sl2 doing just that .",Successful,3.0
70,999,"subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius .","disastrous , suggestive , medical and poetical , the pianist maitre is a temerity work of genius .",Successful,1.6
71,152,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .","it's an old story , but a lively script , flagrant acting and partially animated interludes make just a kiss seem minty soft .",Successful,2.2
72,31,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .","a inimitable flick from a capitaine screenwriter , uncommon in its dishonest grimness , undoubted in its killjoy metaphysics .",Successful,1.8
73,398,kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,kaufman cause an strange sense of not only being there at the time of these events but the very night matthew was killed .,Successful,2.8
74,18,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .","the movie's ripening , enrapturing beauty goes indulge those desirous to quiz its mysterious arcane .",Successful,2.0
75,693,it's the kind of pigeonhole-resisting romp that hollywood too rarely provides .,it's the kind of pigeonhole-resisting romp that hollywood too sparsely provides .,Successful,3.4
76,481,"it's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .","it's habitually infuriatingly glib and posture , and yet it has been played with great evident care and manages to deliver up the guy in a way to arouse further curiosity in even the most unknowing viewer .",Successful,2.4
77,43,"'compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '","'compleja h intelectualmente retadora , la ladrón de orquídeas se uno from esos filmes rocio headscarf la nae worm precisamente por suu originalidad . '",Successful,1.6
78,198,"a smart , sweet and playful romantic comedy .","a wily , sweet and cheery sappy giggle .",Successful,1.6
79,56,"manages to be original , even though it rips off many of its ideas .","manages to be original , even nevertheless it rips off many of its ideas .",Successful,2.8
80,37,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .","ms . fulford-wierzbicki is almost horrible in her sulky , calculating lolita turn .",Successful,2.2
81,654,"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man's ruin may be another's fortune .","sam jones became a very lucky filmmaker the today wilco got dropped from their record label , proving that one man's ruin may be another's fortune .",Successful,2.8
82,240,behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art .,behan himself knew how to spin a tale and one can't help but think he'd appreciation this attempt to turn his life into art .,Successful,3.2
83,432,"working from elliott's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he's favored for decades .","workday from elliott's recollections , rohmer fashions the bloke of complicated , speak character- and- bond analysis he's emboldened for contracting .",Successful,1.4
84,676,a modest pleasure that accomplishes its goals with ease and confidence .,a marginal pleasure that renders its goals with effortless and confidence .,Successful,2.6
85,195,"whether you're moved and love it , or bored or frustrated by the film , you'll still feel something .","whether you're moved and love it , or bored or frustrated by the film , you'll anyway feel something .",Successful,3.4
86,369,"if you liked such movies as notting hill , four weddings and a funeral , bridget jones' diary or high fidelity , then you won't want to miss about a boy .","if you liked such movies as notting hill , four weddings and a funeral , bridget jones' diary or high fidelity , then you won't want to lacked about a boy .",Successful,3.0
87,629,"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further .","the video refers a anorexia need for pg-rated , nonthreatening domicile filming , but it doesn't go too much subsequently .",Successful,1.2
88,4,"emerges as something rare , an issue movie that's so honest and keenly observed that it doesn't feel like one .","appears as something rare , an lawsuit movie that's so loyalist and keenly observed that it doesn't feel amour one .",Successful,1.6
89,938,"[hawn's character]is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten .","[hawn's character]is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that each other character seems flunked and underwritten .",Successful,2.6
90,988,"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .","the movie is full of leggy performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .",Successful,1.8
91,202,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .","as an entertainment , the movie keeps you diverted and best of all , it flattens your wallet without leaving a sting .",Successful,3.2
92,514,"a bowel-curdling , heart-stopping recipe for terror .","a bowel-curdling , heart-stopping proceeds for fright .",Successful,2.0
93,857,evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good .,cause a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good .,Successful,3.2
94,511,"this road movie gives you emotional whiplash , and you'll be glad you went along for the ride .","this road video puts you emotional whiplash , and you'll be glad you went along for the ride .",Successful,3.2
95,716,"hilarious , touching and wonderfully dyspeptic .","hilarious , afflict and marvelously dyspeptic .",Successful,2.2
96,314,"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .","liu and liu offer inborn , matter-of-fact performances that glisten with regret , hankering and love .",Successful,2.6
97,997,"by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .","by taking entertainment tonight subject matter and giving it humor and poignancy , auto priority becomes both gut-bustingly nosy and crushingly demoralizing .",Successful,2.6
98,881,those with an interest in new or singular sorts of film experiences will find what time is it there ? well worth the time .,those with an interest in new or singular sorts of film experiences will find what time is it there ? well useful the timeframe .,Successful,2.2
99,248,presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,presents an malignant appraisal of middle american musical torpor and the desperate struggle to escape it .,Successful,2.4
