original,perturbed,type
"behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the picture hosts a parka-wrapped dose of heart .","behind the snow games and lovable siberian huskies ( plus one sheep dog ) , the photo hosts a parka-wrapped doses of heart .",Failed
"everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .","everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse .",Failed
"manages to be original , even though it rips off many of its ideas .","manages to be original , even though it rips off many of its ideas .",Failed
"singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .","singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .",Failed
you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .,Failed
"whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .","whether or not you're enlightened by any of derrida's lectures on "" the other "" and "" the self , "" derrida is an undeniably fascinating and playful fellow .",Failed
"a pleasant enough movie , held together by skilled ensemble actors .","a pleasant enough movie , held together by skilled ensemble actors .",Failed
this is the best american movie about troubled teens since 1998's whatever .,this is the best american movie about troubled teens since 1998's whatever .,Failed
disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,Failed
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is staggering .,Failed
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .","the animated subplot acutely depicts the internal struggles of our adolescents heroes - insecure , uncontrolled , and intense .",Failed
the invincible werner herzog is alive and well and living in la,the invincible werner herzog is alive and well and living in la,Failed
"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .","morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",Failed
part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,portion of the charm of satin rouge is that it avoids the obvious with humor and lightness .,Failed
son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,Failed
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,Failed
"a taut , intelligent psychological drama .","a taut , intelligent psychological drama .",Failed
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster houses and a fierce struggle to pull free from her dangerous and domineering mother's holds over her .,Failed
"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .","a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",Failed
"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .","this delicately observed story , profoundly felt and masterfully stylized , is a triumph for its maverick director .",Failed
at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,at heart the movie is a skillfully wrought suspense yarn whose richer shadings work as coloring rather than substance .,Failed
"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !","the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is unbelievable !",Failed
"a screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously constructed than "" memento """,Failed
"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .","if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",Failed
haneke challenges us to confront the reality of sexual aberration .,haneke challenges us to confront the reality of sexual aberration .,Failed
absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,absorbing and disturbing -- maybe more disturbing than originally intended -- but a little clarity would have gone a long way .,Failed
"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .","it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",Failed
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .","painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",Failed
"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .","this is a startling film that provides you a fascinating , though depressing view of iranian rural life close to the iraqi border .",Failed
an imaginative comedy/thriller .,an imaginative comedy/thriller .,Failed
"a few artsy flourishes aside , narc is as gritty as a movie gets these days .","a few artsy flourishes aside , narc is as gritty as a movie gets these days .",Failed
"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .","while the isle is both preposterous and thoroughly misogynistic , its vistas are insanely beautiful to look at .",Failed
"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .","together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",Failed
"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .","director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",Failed
"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .","the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entirety 85 minutes .",Failed
a sports movie with action that's exciting on the field and a story you care about off it .,a sports movie with action that's exciting on the field and a story you care about off it .,Failed
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .","doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's capability to be focused and sincere .",Failed
the tenderness of the piece is still intact .,the tenderness of the piece is still intact .,Failed
"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself","katz utilizes archival footage , horrifying documents of lynchings , still pictures and charming old reel-to-reel recordings of meeropol entertain his children to creating his song history , but most powerful of all is the song itself",Failed
"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .","like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",Failed
while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,while mcfarlane's animation lifts the movie firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,Failed
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .","if nothing else , this movie introduces a promising , unusual sort of psychological horror .",Failed
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .","in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives open up by the photography .",Failed
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,Failed
. . . a roller-coaster ride of a movie,. . . a roller-coaster ride of a movie,Failed
"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .","i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",Failed
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .","chicago is sophisticated , brash , sardonic , utterly joyful in its execution .",Failed
steve irwin's method is ernest hemmingway at accelerated speed and volume .,steve irwin's method is ernest hemmingway at accelerated speed and volume .,Failed
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,a refreshing korean film about five female high school friends who face an uphill battle when they attempt to take their relationships into deeper waters .,Failed
"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .","on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",Failed
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .","the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",Failed
"if it's possible for a sequel to outshine the original , then sl2 does just that .","if it's possible for a sequel to outshine the original , then sl2 does just that .",Failed
a romantic comedy that operates by the rules of its own self-contained universe .,a romantic comedy that operates by the rules of its own self-contained universe .,Failed
"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .","4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",Failed
the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,the film is frequently filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,Failed
"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .","it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie enables us to see them , finally , as artistes .",Failed
a feel-good picture in the best sense of the term .,a feel-good picture in the best sense of the term .,Failed
"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .","edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",Failed
"a mostly intelligent , engrossing and psychologically resonant suspenser .","a mostly intelligent , engrossing and psychologically resonant suspenser .",Failed
"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .","it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",Failed
"hip-hop has a history , and it's a metaphor for this love story .","hip-hop has a history , and it's a metaphor for this love story .",Failed
"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .","in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",Failed
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .","this may not have the dramatic gut-wrenching impacts of other holocaust movies , but it's a compelling story , mostly because of the way it's told by the people who were there .",Failed
"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .","between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",Failed
"a gentle , compassionate drama about grief and healing .","a gentle , compassionate drama about grief and healing .",Failed
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .","somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious manner to spend ninety minutes .",Failed
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,Failed
"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .","unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",Failed
"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .","an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",Failed
""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",""" extreme ops "" exceeding expectations . good amusing , good action , good acting , good dialogue , good pace , good cinematography .",Failed
you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,you should pay nine dollars for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,Failed
"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .","a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",Failed
"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .","it's evidently struck a responsive chord with numerous south koreans , and should work its magic in other parts of the world .",Failed
"run , don't walk , to see this barbed and bracing comedy on the big screen .","run , don't walk , to see this barbed and bracing comedy on the big screen .",Failed
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,Failed
"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .","it is nature against progress . in fessenden's horror trilogy , this theme has proven important to him and is especially so in the finale .",Failed
"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .","it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",Failed
"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .","this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",Failed
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .","merely as a technical , logistical feat , russian ark marks a cinematic milestone .",Failed
"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .","[schweiger is] talented and frightfully charismatic , qualities essential to both movie stars and social anarchists .",Failed
it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,Failed
an original gem about an obsession with time .,an original gem about an obsession with time .,Failed
it will delight newcomers to the story and those who know it from bygone days .,it will delight newcomers to the story and those who know it from bygone days .,Failed
gloriously goofy ( and gory ) midnight movie stuff .,gloriously goofy ( and gory ) midnight movie stuff .,Failed
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,the movie overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,Failed
"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .","if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",Failed
"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it's a minor comedy that attempts to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",Failed
it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,Failed
"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .","as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a manner that george lucas has long forgotten .",Failed
"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .","like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",Failed
"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .","it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",Failed
"far from perfect , but its heart is in the right place . . . innocent and well-meaning .","far from perfect , but its heart is in the right place . . . innocent and well-meaning .",Failed
"a sad , superior human comedy played out on the back roads of life .","a sad , superior human comedy played out on the back roads of vie .",Failed
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .","waydowntown is by no means a perfect film , but its boasts a hefty charm factor and smacks of originality .",Failed
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .","tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everybody in this comedy .",Failed
"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .","more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",Failed
"enormously likable , partly because it is aware of its own grasp of the absurd .","enormously likable , partly because it is aware of its own grasp of the absurd .",Failed
"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .","here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",Failed
"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .","it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seems minty fresh .",Failed
must be seen to be believed .,must be seen to be believed .,Failed
"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .","ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",Failed
"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .","everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",Failed
"sweet home alabama "" is what it is  a nice , harmless date film . . .","sweet home alabama "" is what it is  a nice , harmless date film . . .",Failed
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .","the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",Failed
fans of behan's work and of irish movies in general will be rewarded by borstal boy .,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,Failed
"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .","its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two wondrous performances by michael caine and brendan fraser .",Failed
"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .","the film is faithful to what one supposes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",Failed
stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,stephen earnhart's homespun documentary mule skinner blues has nothing but adores for its posse of trailer park denizens .,Failed
a solidly seaworthy chiller .,a solidly seaworthy chiller .,Failed
"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .","if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .",Failed
"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .","there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",Failed
a well-made thriller with a certain level of intelligence and non-reactionary morality .,a well-made thriller with a certain level of intelligence and non-reactionary morality .,Failed
"there's enough science to make it count as educational , and enough beauty to make it unforgettable .","there's enough science to make it count as educational , and enough beauty to make it unforgettable .",Failed
"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .","remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .",Failed
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands .,makmalbaf follows a resolutely realistic path in this uncompromising insight into the tough existence of the kurdish refugees of iran's borderlands .,Failed
"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .","for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",Failed
