original,perturbed,type
this is the best american movie about troubled teens since 1998's whatever .,this is the optimal american movie about troubled teens since 1998's whatever .,Successful
disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck continual is a little of both .,Successful
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is baffling .,Successful
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .","the animated subplot mightily depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intensive .",Successful
the invincible werner herzog is alive and well and living in la,the invincible werner fassbinder is resident and too and residing in la,Successful
"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .","morton is a whopping actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",Successful
part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,part of the charm of satin rouge is that it hindering the apparent with masquerade and lightness .,Successful
son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,son of the bride may arrive a good half-hour too along but comes replete with a flattering premonition of conundrum and quietness .,Successful
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,a simmering psychological tragedy in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,Successful
"a taut , intelligent psychological drama .","a strained , intelligent psychological drama .",Successful
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,a incontrovertible coming-of-age drama about the arduous journey of a knotty young girl through a series of foster homes and a fierce struggle to pull free from her hazardous and domineering mother's hold over her .,Successful
"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .","a sincere transference expertise , and a spotless phenomenon of how artistry -- when doing rightly -- can helped rectify , accuracy , and condolence .",Successful
"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .","this skilfully encountered legend , deeply presumed and excellently overdressed , is a triumphs for its maverick direktor .",Successful
at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,at heart the movie is a clumsily wrought suspense yarn whose richer shadings work as coloring rather than substance .,Successful
"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !","the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is unimaginable !",Successful
"a screenplay more ingeniously constructed than "" memento ""","a screenplay more ingeniously engendered than "" commemorate """,Successful
"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .","if this movie were a book , it would be a page-turner , you can't awaiting to see what happens next .",Successful
haneke challenges us to confront the reality of sexual aberration .,haneke obstacle we to confront the reality of sexual aberration .,Successful
absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,procure and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,Successful
"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .","it's the best film of the year so severely , the benchmark against which all other best picture contenders should be measured .",Successful
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .","painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and baffling film performances .",Successful
"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .","this is a startling scene that gives you a fascinating , wheres depressing eyesight of afghani agricultural life close to the iraqi border .",Successful
an imaginative comedy/thriller .,an frivolous comedy/thriller .,Successful
"a few artsy flourishes aside , narc is as gritty as a movie gets these days .","a few artwork flourishes aside , narc is as gritty as a movie ha these moment .",Successful
"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .","while the mull is both idiotic and gravely narcissistic , its prospects are awfully beautiful to squint at .",Successful
"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .","together , tok and o orchestrate a booming , devilishly comedian promo of murder . in the lawsuits , they demonstrate that there's still a consignment of inhabits in kong kong theaters .",Successful
"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .","director kapur is a filmmaker with a real talent for epic landscapes and adventure , and this is a better film than his shortly english-language movie , the overpraised elizabeth .",Successful
"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .","the scene is a blow of didactic electrics , as bouncy emboldened and catchy sing guard you through the complete 85 protocol .",Successful
a sports movie with action that's exciting on the field and a story you care about off it .,a sports movie with action that's breathless on the field and a story you attention about off it .,Successful
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .","doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs our with the movie's spycraft and resorted damon's ability to be focused and sincere .",Successful
the tenderness of the piece is still intact .,the softness of the fragment is however intact .,Successful
"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself","katz use archival footage , horrifying documents of lynchings , still photographs and mignon old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most conclusive of all is the song itself",Successful
"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .","like the film's almost anthropologically wary completion of early-'80s commuter , it's prodigious without being hyped .",Successful
while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so inconsistency that it's hard to get back into the boys' story .,Successful
"if nothing else , this movie introduces a promising , unusual kind of psychological horror .","if nothing else , this video introduces a propitious , unusual kind of psychological horror .",Successful
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .","in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous optics fath up by the photographed .",Successful
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,writer-director burger imaginatively fans the rollers of a dormant nationwide heaviness and oddball that gets calcified into continual cynicism and shitless .,Successful
. . . a roller-coaster ride of a movie,. . . a roller-coaster motorbike of a movie,Successful
"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .","i enjoyed time of favor while i was watching it , but i was startled at how quickly it faded from my memory .",Successful
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .","chicago is complicate , dauntless , sardonic , completely joyful in its execution .",Successful
steve irwin's method is ernest hemmingway at accelerated speed and volume .,neil irwin's method is ernesto hemmingway at accelerated speeding and amplitude .,Successful
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,a update korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,Successful
"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .","on the coating , it's a lovers-on-the-run crime gestures , but it has a lot in common with piesiewicz's and kieslowski's earlier endeavor , films like the double life of veronique .",Successful
"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .","the valuation that have held the enterprise crew together through previous pranks and threats do so again-courage , self-sacrifice and patience under pressure .",Successful
"if it's possible for a sequel to outshine the original , then sl2 does just that .","if it's possible for a sequel to overtook the original , then sl2 doing just that .",Successful
a romantic comedy that operates by the rules of its own self-contained universe .,a sappy comedy that operates by the rules of its own self-contained universe .,Successful
"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .","4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the eventual redneck road-trip .",Successful
the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,the film is often filled with a hunch of pure wonderment and churning not often seen in today's cinema du sarcasm,Successful
"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .","it probabilities is attempting to field sire . andreu and his servants as oddballs , but mr . earnhart's quizzical , charms moviemaking allows we to consult them , finally , as soloist .",Successful
a feel-good picture in the best sense of the term .,a feel-good pictured in the best connotation of the term .,Successful
"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .","edits and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it scintillating , favouring fun lacking any mtv puffery .",Successful
"a mostly intelligent , engrossing and psychologically resonant suspenser .","a mostly brainy , heartrending and excitedly noisy suspenser .",Failed
"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .","it's this memory-as-identity obviation that confer undocumented llfe its isolated hassle , reaffirming that long-held illusions are indeed hardheaded , and that eliminated them recasts the independence .",Successful
"hip-hop has a history , and it's a metaphor for this love story .","hip-hop has a myths , and it's a metaphor for this lover mythical .",Successful
"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .","in scope , purposes and feats , kid of the century . . . assumes kurys' vocation to a whole newer rank .",Successful
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .","this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a inescapable stories , mainly because of the way it's told by the people who were there .",Successful
"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .","between the catastrophic of cube ? s personal revelations regarding what the procurement method in the heavy movie , iconic characters gambol fluidly through the story , with charms results .",Successful
"a gentle , compassionate drama about grief and healing .","a mild , pity melodrama about bereavement and remedies .",Successful
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .","somewhere short of jolts on the modern b-scene : neither as funny nor as cleverness , though an agreeably unpretentious way to spend ninety minutes .",Successful
digital-video documentary about stand-up comedians is a great glimpse into a very different world .,digital-video literature about stand-up comedians is a gargantuan overview into a very miscellaneous orb .,Successful
"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .","although most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some tempting ambiguity .",Successful
"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .","an enthralling , childish film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",Successful
""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",""" extreme ops "" overmatched prospects . good fun , good action , good acting , good dialogue , good pace , good cinematography .",Successful
you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this pose it human .,Successful
"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .","a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . anymore , this movie is entertain , and arranges to some truly excellent list .",Successful
"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .","it's decidedly assailed a reactive chord with many south koreans , and should work its magic in other parts of the world .",Successful
"run , don't walk , to see this barbed and bracing comedy on the big screen .","run , don't walk , to see this barbed and bracing parody on the big screen .",Successful
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,a fancy item by a legend who may have nothing left to prove but still has the chops and drive to appears how its done .,Successful
"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .","it is attribute against progress . in fessenden's horror trilogy , this theme has proved important to him and is notably so in the finale .",Successful
"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .","it's not exactly a gourmet meal but the billet is egalitarian , even coming from the drive-thru .",Successful
"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .","this is what imax was made for : straps on a pair of 3-d goggles , termination out the actual mondo , and take a vicarious voyage to the last exploratory -- space .",Successful
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .","merely as a technical , logistical feat , russian ark marks a cinematic ballpark .",Successful
"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .","[schweiger is] qualified and dreadfully charismatic , prerogatives main to both filming stars and social anarchists .",Successful
it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is contagious .,Successful
an original gem about an obsession with time .,an frst gemstone about an obsession with time .,Successful
it will delight newcomers to the story and those who know it from bygone days .,it will exaltation newcomers to the narration and those who know it from bygone days .,Successful
gloriously goofy ( and gory ) midnight movie stuff .,indescribably goofy ( and gory ) midnight movie stuff .,Successful
the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,the flick surpasses the usual minefield of coming-of-age cliches with pompous doses of humility and affection .,Successful
"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .","if your impression haven't been atrophied by slasher theatre and gorefests , if you're a aesthete of devin disgust , this is your tickets .",Successful
"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .","it's a minor comedy that tries to balance sweetness with coarseness , while it paints a miserable picture of the singles scene .",Successful
it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,it is intensely personal and yet -- unlike quills -- clumsily showing ourselves the temper of the times .,Successful
"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .","as lo-fi as the special effects are , the folks who cobbled nemesis together splurge the force of humanity over hardware in a way that george lucas has long forgotten .",Successful
"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .","like bob doesn't win any points for originality . it does succeed by following a feel-good formula with a wons mode , and by prescribes its tends audience of midtown kids some congratulated role style and optimism .",Successful
"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .","it's a hoot and a half , and a whopping manner for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",Successful
"far from perfect , but its heart is in the right place . . . innocent and well-meaning .","far from irreproachable , but its quid is in the right mise . . . unblemished and well-meaning .",Successful
"a sad , superior human comedy played out on the back roads of life .","a sad , excess human comedy played out on the back roads of life .",Successful
"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .","waydowntown is by no means a perfect moviemaking , but its boasted a gargantuan charm weighed and smacked of originality .",Successful
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .","tim allen is excellent in his role but never beef the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",Successful
"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .","more a load of contented , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",Successful
"enormously likable , partly because it is aware of its own grasp of the absurd .","enormously unlikable , partly because it is grateful of its singly confiscating of the nonsense .",Successful
"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .","here's a english flick maniacally unconcerned with plausibility , yet just as ascertained to overheard you .",Successful
"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .","it's an old story , but a lively script , flagrant acting and partially animated interludes make just a kiss seem minty soft .",Successful
must be seen to be believed .,must be seemed to be believes .,Successful
"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .","ray liotta and jason patric do some of their best work in their underwritten roles , but don't be suckered : nobody deserves any prizes here .",Successful
"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .","everything that did to get with yvan and charlotte , and everything that did to get with yvan's mouthy , rabbinical nun and her non-jew pally , idea bizarre and true .",Successful
"sweet home alabama "" is what it is  a nice , harmless date film . . .","sweet home alabama "" is what it is  a leggy , harmless date film . . .",Successful
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .","the year's happiest stuns , a movie that deals with a real subject in an habitually surprising way .",Successful
fans of behan's work and of irish movies in general will be rewarded by borstal boy .,fans of behan's collaborated and of gaelic photos in overall intention viens rewarded by penal boy .,Successful
"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .","its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] sanction recommending because of two glamorous representations by michael caine and brendan frazer .",Successful
"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .","the flick is exact to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and costly commodity no matter how old you are .",Successful
stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,stephen earnhart's homespun documentary mule skinner blues has nothing but sweetie for its posse of trailer park denizens .,Successful
a solidly seaworthy chiller .,a flatly seaworthy chiller .,Successful
"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .","if you can get ago the fantastical aspects and laborious realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a video tour-de-force and a legend that is unlike any you will likely visualize anywhere else .",Successful
"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .","there are as miscellaneous ineptitude as batters , but maybe , it finds zany in the inadequacy of humanitarian behave , and it's a welcome revert to the roots of a genre that woud depend on surprise .",Successful
a well-made thriller with a certain level of intelligence and non-reactionary morality .,a well-made thriller with a assorted level of acumen and non-reactionary respectability .,Successful
"there's enough science to make it count as educational , and enough beauty to make it unforgettable .","there's enough science to make it count as educational , and enough cutie to make it unforgettable .",Successful
