original,perturbed,type
"Illegal Alien Hit Man, Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe","Illegally Alien Strike Man, Dragged Him For Blocks In Lethal DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe",Failed
An Honest Article About Illegal Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,An Honest Article Approximately Unlawful Immigration By a Lefty?? Are Pigs Flying? -     A miracle...,Failed
@user @user @user @user please spread the word  -&gt;&gt; using frequent flyer miles to reunite immigrant families!,@user @user @user @user please spread the word  -&gt;&gt; usage frequent flyer miles to reunite immigrants family!,Failed
"knuckle up cause I'll fight for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch","knuckle up cause I'll battle for mines Yo pussy petty, U wasting time .. U seasonal, part time U get fucked up fuckin w/ mine U lil bitch",Failed
"Yes, women who protest are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…","Yes, women who protesting are 'irrational' 'hysterical' 'bitters spinsters' - long history of using that shit to dismi…",Successful
@user Not all men are animals. You Libs want muslims to come over still? Better pick a side.,@user Not all males are animals. You Libs want muslims to come over still? Better chosen a side.,Failed
"Federal judge to #Trump: ""imminent danger"" of ""irreparable injury to #refugees, visa-holders"", etc. @user","Federal judge to #Trump: ""impending dangers"" of ""irreparable injuries to #refugee, visa-holders"", etc. @user",Failed
This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe,This bitch whom I won't name on Facebook is such a shameless woman wrecking a relationship. #getalife #stopspreadinglies #hoe,Failed
@user @user Omg he gave her his number and she didn't say no what a cunt The girl is the cunt for giving it to some random fucktard,@user @user Omg he gave her his number and she didn't say no what a cunt The girl is the cunt for giving it to some random fucktard,Failed
Why we need to protect refugees from the ‘˜big ideas’ designed to save them @user @user @user @user @user @user @user,Why we need to protect refugees from the ‘˜vast ideas’ designed to save them @user @user @user @user @user @user @user,Failed
Kevin Rosero of the Latino Immigrant Experience Oral History Project #NJHRIC #NewarkPublicLibrary needs help identifying Newark Latino immigrant residents to interview and capture their stories and experiences. MORE INFO:,Kevin Rosero of the Latino Immigrants Experiences Oral History Project #NJHRIC #NewarkPublicLibrary needs helps identify Newark Latino immigrant residents to interviewed and capture their stories and experiences. MORE INFO:,Failed
@user Are you pussy grabbing tonight??,@user Are you pussy grabbing tonight??,Failed
"Some people really dont understand why I get so upset at injustices happening in this country. Trust me, it's not that I like getting my panties in a wad over dumb things. It's the fact that people like me (minority, brown, immigrant, etc) r suffering and it affects me directly","Some people really doesnt understanding why I get so upset at injustices happening in this country. Trust me, it's not that I like getting my panties in a wad over dumb things. It's the fact that people like me (minority, brown, immigrants, etc) r suffer and it afflicts me directly",Failed
I've been called a son of a whore and a cunt today already. It's not even 1 yet,I've been called a son of a whore and a cunt today already. It's not even 1 yet,Failed
"Pope Francis: Immigrants Provide ‘˜Enrichment’ to Society, Not ‘˜Threats’","Pope Francis: Immigrants Provide ‘˜Enrichment’ to Society, Not ‘˜Dangers’",Failed
"What were they planning to do with the immigrant children they kidnapped? Slavery, sex traffic, organ harvesting?","What were they planning to do with the immigrants kids they abducted? Slavery, sexual traffic, organs harvest?",Failed
masturbate intensive for that whore slut,masturbate intensive for that whore slut,Skipped
The Truth about #Immigration,The Truth about #Immigration,Failed
@user @user Must Make Illegal #Immigration and Over Stays a Felon Pass Mandatory E-Verify for #Jobs and Welfare  #Trump #MAGA #RedNationRising,@users @user Must Make Unlawful #Immigration and Over Stays a Felon Pass Obligatory E-Verify for #Job and Welfare  #Trump #MAGA #RedNationRising,Failed
"@user immigration on mass in Europe Kills our Culture our languages and over stretches our own resources such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right send them back home but please do not separate families Islamic countries","@users immigration on mass in Europe Kills our Culture our languages and over stretches our own resource such as Hospitals ,Schools ,now Italy ,Greece , etc , Your right sending them back home but please do not separate families Islamic country",Failed
Lebanese Christian victim of a quarrel between Syrian refugees carrying knives &amp; cleavers in Lebanon,Lebanese Christian victim of a quarrel between Syrian refugees carry knives &amp; cleavers in Lebanon,Failed
"CoreCivic found its best interest is to grow US detention capacity, for women and children, by over 450%. Expanding the number of mother-child beds from 3,500 up to 20,000. This signals the largest increase in immigrant detention since WW2 #ResistICENashville photo: Julie Henry","CoreCivic discovered its best interest is to grow US detentions ability, for women and child, by over 450%. Broaden the number of mother-child beds from 3,500 up to 20,000. This signalling the bigger increases in immigrants detention since WW2 #ResistICENashville picture: Julie Henry",Failed
I wonder is this is where Caitlyn gets his car services 🌚,I wonder is this is where Caitlyn obtains his car services 🌚,Failed
"@user Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉","@users Uhhhhhh, that’s stupid LITTLE bitch, ma’am 😉",Failed
Bishop appeals to church groups to take action as migrants now account for 11 percent of reported cases,Bishop appeal to church grouped to take action as migrants now account for 11 percent of reported case,Failed
Because some women are stupid,Because some women are stupid,Failed
@user BITCH TEXT ME,@user BITCH TEXT ME,Failed
"because they had a cross on !! The lovely NHS  cannot get 100 Indian Doctors over from India because of Immigration rules ,good  do we want to hire from a land of Rapists and ignorant beliefs sadly we cannot get enough training places here, why dont we use nurse Practitioners#","because they had a cross on !! The charming NHS  cannot get 100 Indian Physician over from India because of Immigration regulations ,good  do we wanna to hire from a land of Rapists and ignorant beliefs tragically we cannot get enough training locations here, why didnt we utilized nurse Practitioners#",Failed
"@user RT @user Don't betray Your #Voters on #Immigration. #Americans, #WeThePeople, & the #USA reject #DACA, #Amnesty, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deport all illegals & #DACA immigr","@user RT @users Don't betray Your #Voter on #Immigration. #Americans, #WeThePeople, & the #USA rejected #DACA, #Pardon, the #DreamAct, & all #illegal immigration. Do Not Break Our Constitutional Laws. Deporting all illegals & #DACA immigr",Failed
@user Elizabeth Warren's radical agenda to abolish ICE and create open borders must be stopped. Geoff Diehl is the only candidate with a proven record of fighting illegal immigration. VOTE FOR @user FOR SENATE in MA,@users Elisabeth Warren's radical program to abolish ICE and creating open boundaries must be stopped. Geoff Diehl is the only nominee with a proven record of battle illegal immigration. VOTING FOR @users FOR SENATE in MA,Successful
What an absolute cock womble this cunt is. Does she also alude to the fact she recieved FREE university education aswel.,What an absolute cock womble this cunt is. Does she furthermore alude to the fact she recieved FREE university education aswel.,Failed
No matter what color a girl is she still a ho 😂😂,None matter what colors a girl is she still a ho 😂😂,Failed
"@user I am not forcing anyone. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,","@user I am not forcing anybody. I am just putting out my view. People believe it or not is their prerogative.Even if a single person agree with me, it is ok with me. Thanks,",Failed
#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,#FactCheck 👍 #BoycottUnitedArlines #AidingAndAbetting #Felons #WeThePeople are FED UP #EnoughIsEnough #ICE #DHS #DOJ #WakeUpAmerica #StopTheInvasion,Skipped
"#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""commited"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns","#NRC Assam Govt must initiate immediate action 2 cancel Voting id cards &amp; Aadhaar cards of the identified illegal migrants Let ""perpetrated"" political dogs bark any length &amp; as loud as they can Nation must remain firm on its security concerns",Successful
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr","@user Dan, MANNER too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is lengthy & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Tr",Successful
"Russia, Turkey, Jordan are in talks on return of Syrian refugees ‘“ Lavrov","Russia, Turkey, Jordan are in talks on returned of Syrian refugees ‘“ Lavrov",Failed
"@user @user No.....really? A refugee? They are here to enrich our cultures, right? I bet ya he's older than 17 too....#sendthemback it's not late to save Europe","@user @user Nos.....truly? A refugee? They are here to enrich our cultures, right? I wagered ya he's older than 17 too....#sendthemback it's not late to save Europe",Failed
NEVERRRRRRRRRRR,NEVERRRRRRRRRRR,Failed
"Thank you, @user for taking a stand. It's up to all of us to fight misinformation and anti-immigrant hate. #SourcesMatter","Thank you, @user for taking a stand. It's up to all of us to struggle disinformation and anti-immigrant hating. #SourcesMatter",Failed
And now another flood of immigrants coming our way.#BuildThatWall,And now another floods of immigrant coming our manner.#BuildThatWall,Failed
Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,Nothing irks me more than when bitches end it with a good guy then complain about getting harmed by a douche bag. #WakeUpYouWhore,Failed
Realizing the rights of Eritrean refugees in Israel. A new article:https://t.co/0SsTUvgQ6z,Realize the rights of Eritrean refugees in Israel. A new article:https://t.co/0SsTUvgQ6z,Failed
Judge orders government to release immigrant kids from Texas shelter | The Texas Tribune,Judge orders governments to release immigrants child from Texas shelter | The Texas Tribune,Failed
@user @user @user Don't dare to tell us about Syrian refugees.,@user @user @user Don't dare to told us about Syrian refugees.,Failed
"@user @user It should foment anger. Only idiots open their borders to people who will NEVER assimilate. Majority of Black Africans coming into Europe are NOT refugees and had the money to pay for trip over, which is expensive.","@users @user It should foment anger. Only idiots opened their borders to people who will NEVER assimilate. Majority of Black African coming into Europe are NOT refugees and had the cash to paying for trips over, which is expensive.",Failed
This is what Trump supporters call humane smh,This is what Trump supporters calling humane smh,Failed
MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t…,MegynKelly is skank. Whore paid $$ for what? Merely thing left to watch on .@nbc anymore is SNL. More truth to them t…,Failed
"#OccupyICEPHL was delighted to learn that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turning Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome","#OccupyICEPHL was pleased to learned that Charlie Kirk, the anti-immigrant, anti-Muslim, conspiracy theory-touting, founder &amp; executive director of the white nationalist-allied Turn Point USA (TPUSA) didn't have a very good morning either. #NationalistsNotWelcome",Failed
"Med not a house/EU not adult day care camp for migrants seeking handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lacks courage to use it. #Salvini must send messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders","Med not a dwellings/EU not adults day care camp for migrants seek handouts or to profit from crime.Tunisia abusing #Italy EU, which has leverage bt lack bravery to utilizes it. #Salvini gotta dispatching messageðŸ‘‰either stop boats &amp; take back citizens or we bury you economically, esp. leaders",Successful
@user good girl,@user good girl,Failed
you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,Failed
Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,Don't you hated how girl just Whore about because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,Failed
"@user Greedy, you have to talk about this tomorrow including the hysterical responses.","@user Greedy, you have to talk about this tomorrow including the hysterical reactions.",Failed
@user Wow!! Never seen a woman juggle a big cock like that,@users Wow!! Never seen a woman juggle a vast cock like that,Failed
"Fuck you, you hoe I don’t want you back","Fucking you, you hoe I don’t wanna you back",Failed
@user Screw her and her beliefs!! Send them packing!! This is a Christian nation with Christian laws. #BuildThatWall #kag,@users Screws her and her beliefs!! Sent them packing!! This is a Christian nation with Christians laws. #BuildThatWall #kag,Failed
@user You are the sloppy queen of sucking cock,@user You are the sloppy queen of sucking cock,Failed
World Relief is continuing to provide legal aid and advocating for immigrant families who have been separated at the U.S.-Mexico border. You can make a difference and help reunite families by making a donation today. âž,World Relief is continued to provide legal aiding and advocating for immigrants families who have been separated at the U.S.-Mexico boundary. You can make a difference and aid reunite families by making a donation today. âž,Failed
"@user Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!","@users Africa for African, Asia for Asians, White countries for everybody IS White Genocide.Some baseline realities:  Accesses to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!",Failed
@user you dumb cunt you trick 12 and 30 year old virgins into giving you money you fucking bitch. kys honest…,@users you dumb cunt you trick 12 and 30 year old virgin into giving you money you fuck bitch. kys honest…,Failed
From refugee to sole survivor - How one Syrian has become shoemaker to the famous,From refugees to sole survivors - How one Syrian has become shoemaker to the notorious,Failed
"@user @user @user @user Earth to Andrew, come in Andrew:   its about immigration.Denying Canadians their right to survive and defend their racial interests IS 'racial hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl","@user @user @user @user Earth to Andrew, coming in Andrew:   its about immigration.Denying Canadian their right to survive and defending their racial interests IS 'racist hatred'.  IN fact its White Genocide. Its a crime: Access to White peopl",Failed
"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy","When you're sneak in after a long, hard nightly of cheating and don't want wake your girls cause you're a good dude",Failed
"@user sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue","@user sweetie, how the hell can you take “ah my god that’s a DICK?!?!?!?!” Style monologue",Failed
"Absolutely perfect keep the whole lot of Illegal Aliens out, now maybe libtarded snowflakes will be happy they are not being split up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall","Absolutely flawless keep the whole batch of Unlawful Aliens out, now perhaps libtarded snowflakes will be happy they are not being divides up? #maga #kag #nodaca #noamnesty #BuildThatWall #BuildTheWallNow #BuildTheDamnWall #BuildTheWall",Failed
Hundreds of Syrian refugees return home from Lebanon - ABC News,Hundreds of Syrian refugee revert home from Lebanon - ABC News,Failed
"VIDEO: Immigrant activist who climbed Statue of Liberty has a new song: ""America, you motherfuckers,...","VIDEO: Immigrants activist who climbed Statue of Liberty has a new song: ""American, you motherfuckers,...",Failed
Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Turkish government must immediately take precautions to protect it's borders and find solution for the trouble in Syria or else Turkey will be a refugee storage in the near future and this is a big threat for our survival #nomorerefugees,Skipped
"//'We will send back the illegal immigrants to Bangladesh. Tough days are ahead, we will not tolerate any illegal immigrants in Bengal.'With these statements, West Bengal...","//'We will send back the illegal immigrant to Bangladesh. Tough days are ahead, we will not tolerate any illicit immigrant in Bengal.'With these statements, West Bengal...",Failed
RT @user I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,RT @user I wager a lot of people's therapists are dying to meet me just to behold if the story are true.,Failed
HOLLERINGGGGGGG. stupid baby bitch.,HOLLERINGGGGGGG. stupid baby bitch.,Failed
a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit ..,a bitch in which I find appealing can take her sock off and my cock will abruptly become tough as crap ..,Failed
RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,RT @user 'You miss 100% of the shots you don't take.' -- Wayne Gretzky,Failed
"@user Actually that is any benefits which would make a Immigrant a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforce it !  That is why 73% of  Mexican and Central Amer","@users Actually that is any benefits which would make a Immigrants a ""Public Charge"" law on the books for over 100 years not entitled to hold a green card or become a citizen but #Dems wont enforcing it !  That is why 73% of  Mexican and Central Amer",Successful
How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,How much is John McCains funerals costing tax payers? Not including his no voted to scrap Obamacare. Next time used our tough earned cash for something helpful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,Failed
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,I've never in my VIE met a woman who was smarter then ME. Possibly that has to do with their small retarded brains? #womenaredumb..,Failed
Syrian activist alleges UN gave Rakban camp refugee children expired sweets,Syrian activist alleges UN gave Rakban camp refugee child expired sweets,Failed
"@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise","@user I bit my toungue when l heard Syrian refugees complain about Rothsey then again , maybe someone can swop them with a high rise",Skipped
@user List fails without '50 Things To Think About To Stop You Doing Your Beans' by Kunt and the Gang,@user Lists fail without '50 Things To Thoughts About To Stop You Doing Your Beans' by Kunt and the Gang,Failed
"SWEDEN Dentist fined nearly $50,000 for revealing that many adult Muslim migrants are posing as 'unaccompanied refugee children' via @user Swedenstan update...","SWEDEN Dentist fined nigh $50,000 for revealing that numerous adult Muslims migrants are posing as 'unaccompanied refugees children' via @user Swedenstan updating...",Failed
"The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which aims to revoke the Palestinian refugees’ right of return and works hand in hand with the Israeli racist Nation State Law,","The US bill is an illegal endeavour and cannot impact the current situation. It is a part of the “deal of the century” which purpose to revoke the Palestinians refugees’ right of returned and works hand in hand with the Israeli racist Nation State Law,",Failed
UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARE SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,UGH! Fake Christians really out here trying to take away our rights!! IF YOU CARE SO MUCH ABOUT LIFE THEN FIX THE ALREADY BROKEN FOSTER CARING SYSTEM AND WELCOME REFUGEES WITH OPEN ARMS. FOLLOWER OF CHRIST?? WHILE NOT LOVING YOUR NEIGHBORS? YIKES.,Successful
"@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe","@user Lmao on my grandmother , you never knew me in 2012 so stop while you really ahead hoe",Skipped
Could you please explain why you praised the research of an anti-Muslim and anti-immigrant foundation linked to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,Could you please explain why you praised the researches of an anti-Muslim and anti-immigrant groundwork connected to Orban's far-right government?  Or why you are hosting events at the Hungarian Embassy for this foundation?,Failed
"Was a legal Resident until she was Convicted of Shoplifting Deported then Came Back Illegally  Now She wants U,S Taxpayers to pay her Medical Bills  #SendHerBack let her family go with her !  #Immigration","Was a legal Inhabitant until she was Convicted of Shoplifting Deportation then Came Back Illegally  Now She wants U,S Taxpayers to paying her Medical Bills  #SendHerBack letting her family go with her !  #Immigration",Failed
"Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...","Italy and France try to patch up migrant row, draw papal rebuke    Send them to the Vatican...",Skipped
"@user @user in an interview with @user Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds.""PLEASE @user","@user @users in an interviewing with @users Trump doesn't needs Congress to Constructing The Wall.We are being invaded by a foreign country; defending our Boundaries is the # 1 job of the Commander-In-Chief, used DOD funding.""PLEASE @users",Failed
If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,If you hate fuckboys it's only cause you letting one break your asinine little heart... Dumb daft,Failed
"@user Then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an STD.","@users Then don't be a whore and opening your legs for everyone, and not fuck everyone you wants, and magically, you'll prevent getting an STD.",Failed
@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU FUCKING DIE AND ROT IN HELL YOU STUPID UGLY ASS BITCH,@ THE BROKE BITCHES WHO ARE PARTYING IN MY OVARIES. I HOPE YOU GODDAMNED DIED AND ROT IN HELL YOU MORONIC UGLY BUTT BITCH,Failed
@user @user We need to keep saying it until its built! #BuildThatWall,@users @users We needed to keep saying it until its builds! #BuildThatWall,Failed
ICE: 124 illegal immigrants released from jail later charged in 138 murder cases #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deport,ICE: 124 illicit immigrant release from jailed subsequent charged in 138 murdered case #BuildTheWall #EnforceUSLaws#KeepAmericansSafeThis is all the Congress should be comtemplating!#BanSanctuaryCities #NoAmnesty #NoDACADeal #EndChainMigration #Deporting,Failed
"@user Facts! like bitch stfu & sit in the corner hoe. Catch a fit in the corner, facing the wall","@user Facts! like bitch stfu & sitting in the cornering hoe. Catch a fit in the cornering, confronting the wall",Failed
#information_warfare,#information_warfare,Failed
Here comes the results of socialism. To all Liberals who want communism; here comes your new roomies. #BuildThatWall,Here happens the results of socialism. To all Liberals who wanting communism; here happens your newest roomies. #BuildThatWall,Failed
Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,Iraqi Immigrants Accused Of Critically Wounding Colorado Policemen Evaded Banishment Albeit Criminal Record,Failed
And why should he now buckle to their demands that he swear undying trust for these A******* ?????  THEY are the enemy of this nation! #Treason,And why should he now buckle to their demanding that he swear undying trust for these A******* ?????  THEY are the enemies of this nation! #Treason,Failed
"Trump Administration May Be Creating 'Permanently Orphaned' Immigrant Kids, Judge Says – Texas Monthly","Trump Administration May Be Creating 'Perpetually Orphaned' Immigrants Children, Judge Says – Texas Monthly",Failed
"@user Families should not bring their kids into a country illegally, would you?  We can’t afford them #sendthemhome","@user Families should not bring their child into a country illegal, would you?  We can’t afford them #sendthemhome",Failed
Effects of Third World Immigration into Canada via @user,Effects of Third World Immigration into Canada via @user,Failed
THINGS GOT HEATED: BREAKING: Woman Sets Pedophile Muslim Man on Fire After Catching Him Rape 7 -Yr -Old Daughter,THINGS GET HEATED: BREAKING: Women Sets Pedophile Muslims Man on Fire Subsequently Catching Him Rape 7 -Yr -Old Daughter,Failed
#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,#FactCheck true #WakeUpAmerica #LeftistSedition #DemocratsHateAmerica #OpenYourEyes #FreeYourMind #BuildTheWall #StopTheInvasion,Skipped
Youth #Care Worker Accused of Sexually Abusing #Immigrant Boys - #PrescientInfo,Youth #Care Worker Accused of Sexually Abusing #Immigrants Boys - #PrescientInfo,Failed
"This year a young immigrant from Mali saved the life of a child in France. The President of France personally awarded him a National hero medal for bravery after inviting him to the Elysée Palace, offered him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya","This year a young immigrant from Mali saved the life of a child in France. The President of France personally afforded him a National hero decoration for bravery after invites him to the Elysée Palaces, offer him French citizenship and a job.  This year, the…https://t.co/hKdEgTi5ya",Failed
"'Come up here and say somethin now you broke, beggin, fingers in the booty ass bitch'","'Coming up here and said somethin now you broke, beggin, fingers in the booty butt bitch'",Failed
Goals AF,Goals AF,Failed
"Hmm... Someone named ""Garcia"" wants to eliminate the US/Mexico border. Imagine my surprise.What's it called when a foreign agent enters your country &amp; sabotages your #BorderSecurity for the benefit of their own country?#StopTheInvasion #SecureTheBorder #BuildTheWall #NoIllegals","Ahem... Somebody named ""Garcia"" want to eliminate the US/Mexico boundary. Imagine my surprise.What's it called when a foreign agent enters your countries &amp; sabotages your #BorderSecurity for the benefit of their own country?#StopTheInvasion #SecureTheBorder #BuildTheWall #NoIllegals",Failed
@user Coming from a hysterical woman.,@user Coming from a hysterical woman.,Skipped
