original,perturbed,type
"ok so i've eaten here more than once but just thought to write a review on it. now, i'll be honest this is the only one i've ever been to, so i don't know if they're all the same but every time i'm underwhelmed. i get there, look at their giant selection and get excited. then i get my meal and remember that i've never had anything too great. don't get me wrong, it's not bad, but for how much they charge, they really need to step it up or at least give me a huge portion. just saying...","ok so i've eaten here more than once but just thought to write a review on it. now, i'll be honest this is the only one i've ever been to, so i don't know if they're all the same but any time i'm underwhelmed. i get there, look at their giant selection and get delighted. then i get my meal and remember that i've never had anything too great. don't get me wrong, it's not bad, but for how much they fresh, they really requirement to step it up or at least give me a huge portion. just saying...",Successful
"If you look at other reviews you will see that I am a very positive person, but tonight was an utter disaster!!  We sat at the bar and the female bartender  was miserable. We ordered drinks and she was unhappy that we did.  She spent 20 minutes sending text messages and took 3 smoke brakes in one hour while our drinks were empty. We ordered appetizers and they never came out.  She actually brought us our check and we never got our food. By the way we were the only people at the bar.  Finally a bus boy brought us our food after we payed. We payed before our food came because we thought our table was ready. We finally got seated by the windows. Do not sit by the windows because it was very cold. We ordered our dinner and drinks and guess what no drinks. After our food came we asked about our drinks and the waiter said he forgot. Nothing was comped and no manager was available. This PF Changs needs new management!! We will never return. I will give it 2 stars because the food was great, but the employees are absolutely miserably from hostess to waiters to bartenders. Steer clear until changes are made. It's not worth the headache.","Despite you heed at other analyses you goes query that I am a considerably active person, but overnight was an totals accident!!  We sat at the bars and the gal buddy  was dismal. We ordered beverages and she was squalid that we could.  She cost 20 minutes freight text courier and fired 3 smoke brakes in one hour while our alcohol were empty. We entrusted appetizers and they never came out.  She essentially rendered we our checks and we never gained our dinner. For the itineraries we were the only folks at the bars.  Lastly a coach boy rendered our our catering after we credited. We payed before our catering took for we reckon our figure was willing. We potentially got laid by the windows. Do not sit by the windows for it was critically cold. We declared our catering and cups and imagine what no cocktail. If our malnutrition penetrated we wondered about our liquor and the waiter asserted he forgot. Anything was comped and no manager was available. These PF Changs demand innovative governors!! We gonna never rebate. I desire make it 2 stars because the nutrition was considerable, but the collaborators are resolutely pitifully from caregiver to severs to valets. Instructions manifest until variations are supplied. It's not worthwhile the patchwork.",Failed
Rude unwelcoming short haired black hostess. Drinks were not good. Greasy spring  rolls \n\nBelow par on every way.  No experience needed to work here,Tactless unwelcoming short masturbates black housewife. Drinks were not bueno. Courageous spring  breads \n\nBelow paras on together ways.  No lessons needed to operandi here,Successful
"Walked in tonight, Wednesday, at 9:50, the place was empty. Asked for a table, the hostess told us one moment when she finds one for us, then proceeded to walk to a dirty table and clean it!  The phone rang and she answered it as we stood at the door. When she hung up the phone she walked back to the table and proceeded to clean it again!!  Didn't say a word to us. Unbelievable!  Will not be back there-- rude hostess!","Worked in blackness, Wednesday, at 9:50, the venue was empty. Asked for a table, the lady telling our one times when she find one for us, then proceeded to walk to a disgusting tile and clean it!  Both contacting called and she answered it as we stood at the door. When she hung up the handset she wandered back to the table and proceeded to clean it again!!  Didn't explains a word to us. Unreal!  Will not coming back there-- barefaced receptionist!",Failed
"I seriously don't know why people love this place so much, the food here is horrible. The rice is never cooked properly.. And it's not even Asian food. It's fake asian food. I never come here anymore.","I meticulously don't knew why sexes love this platz so supremely, the food here is outrageous. The rhys is never cook quite.. And it's not even Asiatic dinner. It's fake asian nutrients. I never reach here most.",Successful
"Once you go Pei Wei, you never go.... PF Chang's (if you can help it). \n\nPei Wei is Chang's super convenient and cost friendly fast casual eatery that started infiltrating the Detroit market in 2007. Subsequently, that was the last time I stepped into a PF Changs until I recently moved back to Pittsburgh. Going from a Pei Wei to a PF Chang's is like watching paint dry or sitting in rush hour traffic or attending a WNBA game; it's so methodical and time consuming.\n\nOn our last visit to this location we were accidentally sat in a section in which the server had been cut from his/her shift. By the time we flagged down a server and everything was sorted out, we could have been halfway through our meals at Pei Wei.  Add in the wait time for a table, the sauces shtick, and presentation of the check and my head's about to explode. Chang's is more paced for retires and people on dates, not my lifestyle. I get it, it's a me problem.\n\nWith that said, the staff is very nice and helpful at this location (star). \nI can get a beer or alcoholic beverage while I wait (something that's not an option at Pei Wei) (star).\nPlymouth Gin is stocked behind the bar - that's a chain first! (star).\nI found a dish I love not available at Pei Wei - Salt and Pepper Prawns (star). \n\nSo until I get sick of the Prawns or a Pei Wei opens in the Pittsburgh market, I'll continue to go to this location.","Once you go Pei Wei, you never go.... PF Chang's (if you can help it). \n\nPei Wei is Chang's super convenient and cost friendly fast casual eatery that started infiltrating the Detroit market in 2007. Subsequently, that was the last time I stepped into a PF Changs until I recently moved back to Pittsburgh. Abandon from a Pei Wei to a PF Chang's is like watching paint dry or sitting in rush hour traffic or attending a WNBA game; it's so systemic and time consuming.\n\nOn our last visit to this location we were inappropriately sat in a section in which the server had been cut from his/her shift. By the time we flagged down a server and everything was rated out, we could have been halfway through our meals at Pei Wei.  Add in the wait time for a table, the sauces shtick, and presentation of the check and my head's about to explode. Chang's is more paced for retires and people on dates, not my lifestyle. I get it, it's a me problem.\n\nWith that said, the staff is rather nice and helpful at this location (star). \nI can get a beer or alcoholic beverage while I wait (something that's not an option at Pei Wei) (star).\nPlymouth Gin is stocked behind the bar - that's a chain first! (exalt).\nI found a dish I love not available at Pei Wei - Salt and Pepper Prawns (star). \n\nSo until I get patient of the Prawns or a Pei Wei opens in the Pittsburgh market, I'll continue to go to this location.",Successful
"We had another opportunity to eat here today and the experience was much improved. There was no crowd to fight and we weren't seated near the door as we were last time. As I expected, getting a table near the edge of the restaurant provides for a much nicer dining experience. Our service was good and they accommodated our 1 year old nicely. I appreciate that they serve steamed veggies on the kids menu. \n\nI still left with the impression that the serving sizes were small in comparison to most other places, but we were satisfied and happy.","We had another opportunity to grab here today and the experiment was muy improve. There was no crowd to fight and we weren't seated near the concentration as we were last hour. Because I expected, getting a table near the edge of the restaurant provides for a sizable nicer dining experience. Our serves was fine and they greeted our 1 year senior nicely. I appreciate that they replying steamed lasagna on the kids trajectories. \n\umm still left with the impression that the serving greatness were little in regarding to most other spheres, but we were satisfied and fortunate.",Successful
"Went here for lunch yesterday with a friend and it was so yummy! Started out with chicken lettuce wraps and it was totally hitting the hungry spot! Lol. Tried chicken lettuce wrap at my places but this place is one of my fave. Their wonton shop is also full of chicken chunks and shrimps as well... which is different bc you don't normally get all that in a wonton soup bowl.  By the time we ate the lettuce wraps and our soups, we were almost full. LOVE the way their Mongolian beef is made here and my friend had the crispy honey shrimp and it was so yummy as well. Definitely will be back because this place is clean, service is quick, food is delicious, and the price isn't so bad either.","Go here for feast nowadays with a friend and it was so delicacies! Instituted out with poultry lettuce wraps and it was strictly beaten the renown colour! Lol. Solicited chicken lettuce coverage at my centres but this place is one of my peeps. Their lasagna shop is also complete of chicken chunk and shrimps as too... which is innumerable bc you don't often find all that in a chives soup soup.  By the moments we grab the lettuce wraps and our noodles, we were almost unqualified. LOVE the path their Mongolian beef is doing here and my guys brought the crispy darling crab and it was likewise sublime as too. Definitely going arrive back because this place is sheer, service is swift, dinner is delicious, and the award isn't upon bad either.",Failed
"We went last night Saturday night to P.F.Chang located at the Kierlands in Scottsdale. Terrible Experience!!! after waiting over one hour to be seated, we ordered calamari for appetizer which came with a horrible strange salty sauce and salt and pepper mix on the side. then I ordered beef and broccoli and my husband ordered a vegetarian dish with peanut sauce . After a long wait my food came so salty that I could not even eat and as much as I hate to complain but I had to let the waiter know, so he went to get me one with less salt. My husband's dish was OK. then the second one was a bit less salty but the meat had a terrible liver kind of taste which totally turned my stomach. I feel the reason they added so much salt was to hide the bad tasting rotted meat. Very bad experience. Our waiter was kind and sympathetic. ruined my evening out :(","We went last night Saturday night to P.o.Chang moored at the Kierlands in Marana. Atrocious Enjoyed!!! after anticipates over one hour to be seated, we ordered shrimp for delicacies which came with a horrible strange salty sauce and salt and pepper mix on the side. then I ordered beef and broccoli and my husband ordered a vegetarian dish with peanut sauce . After a long wait my food came so salty that I could not even eat and as large as I despised to laments but I hectares to let the waiter know, so he went to get me one with less salt. My husband's dish was GOOD. then the second one was a bit less salty but the meat had a terrible liver kind of taste which totally turned my stomach. me feel the reason they added so much salt was to mascara the bad tasting rotted meat. Very pernicious joys. Our sommelier was kind and sympathetic. wiped my darkness out :(",Successful
"Let me start off by saying I have mostly simple tastes, and my favorite lunch spot for Chinese has been the New Dumpling House in Squirrel Hill. But since that restaurant is undergoing renovations, I was forced to try something new.\n\nSo... I thought I'd try the chain PF Chang's Chinese Restaurant at the Waterfront. Wow, what an unsatisfying mistake that turned out to be.\n\nI started with a cup of their Wonton soup. At $2.95 it wasn't too outrageous of a price, the broth had some flavor and there was much more in it than I was used to, including three giant basil (I think?) leafs that covered everything beneath. In the broth were chunks of chicken, two shrimp, some sliced water chestnuts and two \""""pork\""""-filled wontons. As I said, the broth had decent flavor, but the wontons were thick, doughy and under-cooked, and the chicken chunks were dry, which is amazing since they were drowned in broth! On a scale of bad to good, it was kind of meh.\n\nNext came my \""""lunch-portion\"""" order of Chang's Kung Pao Chicken (the dinner portion is $5 more). \n\nAt the New Dumpling House, this dish is served with a delectable dark, rich, tangy sauce, which I was really hoping for... Not at PF Chang's. \n\nOn my plate I received about 8 quarter-size chunks of lightly breaded and browned chicken, 7 hot Chinese red chili peppers (mostly inedible unless they are diced into a sauce), a handful of blanched, unsalted peanuts, a few sliced scallions, and a bed of the most bland brown rice I have ever encountered. Uncle Ben would've been ashamed if that stuff came out of one of his boxes.\n\nGlaringly, there was NO SAUCE!. None at all.\n\nI've had Kung Pao Chicken in New York City, San Francisco, and even from a hole in the wall in Bethel Park, PA that was much, much better. Never have I had it served in such a bland, skimpy, and overpriced way! The \""""lunch-portion\"""" cost was $9.95.\n\nAt The New Dumpling House, I could have a delicious lunch, with soup, entree and complimentary hot tea, and I could leave satisfied with just $8 out-of-pocket -- and that includes the tip.\n\nThe service was decent. However, lesson learned. One and done. Never going back to PF Changs.","Let me start off by saying I have mostly simple tastes, and my favorite lunch spot for Chinese has been the New Dumpling House in Squirrel Hill. But since that restaurant is undergoing renovations, I was forced to try something new.\n\nSo... I imagine I'd try the chain PF Chang's Chinese Restaurant at the Waterfront. Wow, what an unsatisfying mistake that becoming out to be.\n\nI erupted with a cup of their Wonton soup. At $2.95 it wasn't too outrageous of a price, the broth had some flavor and there was much more in it than I was used to, including three giant basil (I think?) leafs that covered everything beneath. In the broth were chunks of chicken, two shrimp, some sliced water chestnuts and two \""""pork\""""-filled wontons. As I said, the broth had proper flavor, but the wontons were thick, doughy and under-cooked, and the chicken chunks were drier, which is amazing since they were drowned in broth! Around a greatness of wicked to good, it was kind of meh.\n\nNext came my \""""lunch-portion\"""" order of Chang's Kung Pao Chicken (the dinner portion is $5 more). \n\nAt the New Dumpling House, this dish is served with a delectable dark, rich, tangy sauce, which I was really waiting for... Not at PF Chang's. \n\nOn my plate I received about 8 quarter-size chunks of lightly breaded and browned chicken, 7 hot Chinese red chili peppers (mostly inedible unless they are diced into a sauce), a handful of blanched, unsalted peanuts, a few sliced scallions, and a bed of the most inoffensive brown rice I have ever braved. Uncle Benn would've been embarassed if that gadget traveled out of one of his clubs.\nitrogen\nGlaringly, there was NO SAUCE!. None at all.\nth\nI've was Khun Opa Sissy in New York City, San Francisco, and even from a diaphragm in the wall in Bethel Park, POP that was much, much good. Never be I had it functioned in such a clichéd, nighties, and overpriced way! The \""""lunch-portion\"""" cost was $9.95.\n\nAt The New Wad House, me could have a delicious lunch, with soup, appetizer and complimentary hot tea, and I could leave satisfied with just $8 out-of-pocket -- and that includes the tip.\n\nThe service was decent. However, lesson learned. One and iend. Never abandon back to PF Changs.",Successful
"Our family loves this restaurant.  My children and I suffer from food allergies.   I have Celiac's Disease and their gluten free selection for a Chinese restaurant is great.  My children are a completely different ball game.  They have a rare disease called Eosinophilic Esophagitus where food attacks their body.  They are very limited on their food selctions due to not being able to consume any food with gluten, soy, eggs, dairy, nuts, tree nuts, fish, shellfish, amd corn.  This restaurant takes special care of my kids by making sure they get chicken that has not gone through the egg wash.  The servers and managers are all trained in how to be careful.  Our favorite manager is Joe and favorite server is Kevin.  Call ahead if you have any questions and they will answer your questions.","Our family worshiped this restaurant.  My children and I suffer from food dermatitis.   I have Celiac's Disease and their gluten free selection for a Chinese restaurant is great.  My puerile are a completely different ball game.  They have a rare disease called Eosinophilic Esophagitus where food attacks their body.  They are very limited on their food selctions due to not being able to consume any food with gluten, soy, eggs, dairy, nuts, tree nuts, fish, shellfish, amd corn.  This restaurant takes special zorg of my kids by making sure they get chicken that has not gone through the egg wash.  The servers and managers are all qualifying in how to be careful.  Our favorite manager is Joe and favorite server is Kevin.  Call ahead if you have any questions and they will answer your questions.",Successful
"I've had bad experiences here a few times now.  I wrote panera bread and haven't heard back.  Bad service all around!!!  Basically, we ordered our food, they ran out of what we wanted, so just decided to make us something else with out telling us.  When we got our food, we asked why they made us that instead of what we ordered---'oh it was the closest to what you wanted'.....hmmmm how about you tell us that before we pay, and how about you give us our money back.  Really, you don't get much for what you pay for at panera.  Its not very good at all.","I've ai bad experiences here a slight moments now.  me wrote panera bread and haven't heard back.  Wicked serves all around!!!  Firstly, we condemned our restaurants, they eluded out of what we loved, so just decided to achieving our something else with out reveal ourselves.  Where we became our restaurants, we wondered why they realised our that rather of what we ordered---'oh it was the bigger to what you wanted'.....hehe how about you chat our that before we payout, and how about you enabled us our finances back.  Really, you don't procure much for what you salary for at panera.  Its not very handsome at all.",Successful
It's the same Panera food you've had before.  I like the other ones better as they are often  faster at preparing food than this one.  That said the food is fine and the staff is nice enough.\n\nThey have warm cookies for $2.00.  That is a nice feature.,It's the same Panera food you've had before.  I like the other ones better as they are often  faster at preparing food than this one.  That said the bitty is fine and the staff is nice enough.\n\nThey have warm cookies for $2.00.  That is a nice feature.,Successful
Panera bread has to be the most inconsistent restaurant I have ever been to. I have posted two pictures of the strawberry poppyseed chicken salad. The first one looks delicious the second one looks like they could've used a smaller bowl. It did not even look appetizing.,Panera bread has to be the most groundless restaurant I have ever been to. I have posted two picture of the strawberry poppyseed chicken zucchini. The first one expectations delicious the second one looks like they could've used a smaller bowl. It did not even look appetizing.,Successful
"The food was fine. It's a chain. I'm not rating it. \n\nThe service was absolutely horrible. It started well enough when we ordered lunch, but ended horribly when my daughter said we should get a treat for my husband. \n\nBetween being ignored by the girl at the counter, her not listening to the order, then arguing with me when I told her I did not ask for what she brought me, I really can't decide which is worse. I rather spend my money somewhere local where they appreciate my business, rather than take attitude from Panera employees.","Both food was bueno. It's a chord. I'm not rating it. \ies\nThe service was definitely spooky. His induction satisfactorily enough when we declared gourmet, but interrupted surprisingly when my milady declared we shall do a treat for my boyfriends. \nth\nBetween being carelessness by the chica at the kampf, her not wiretap to the fatwa, then affirming with me when me enlightened her me wo not demanding for what she carried me, I actually can't decide which is greatest. I rather costing my money somewhere regional where they praising my endeavor, utterly than take standpoint from Panera collaborators.",Successful
"This use to be my go to Panera Bread.  When I worked in the area I would stop here before work to grab my breakfast and then stop to get my lunch as well.  I was happy when I left the area and moved on to bigger and better things.  My waist also appreciated it.  Those scones are delicious.\n\nI recently stopped back here when I was shopping and was pleasantly surprised.  With all my new allergies I came in here hoping to get some bread.  Not knowing, nor doing my homework before I showed up, I asked the manager if one particular bread had corn syrup in it or not.  Not knowing the answer herself, she was kind enough to pull out a binder that contained all of their recipes, ingredients included.  After looking through it for a few minutes I was able to select the bread I wanted.  They will sliced the bread thick or thin for you there right now.  If you would rather slice yourself, I am sure they will wrap it up and you can go on your way.  Yes, it's true, it may be a bit more expensive than your cheap bread on the grocery store shelf.  But it is much better tasting.","This use to be my go to Panera Bread.  When I worked in the area I would stop here before work to grab my breakfast and then stop to get my lunch as well.  I was happy when I left the area and moved on to bigger and better things.  My waist also appreciated it.  Those scones are delicious.\n\nI recently stopped back here when I was shopping and was laughingly disgusted.  With all my new allergies I came in here hoping to get some bread.  Not knowing, nor doing my homework before I showed up, I asked the manager if one particular bread had corn syrup in it or not.  Not knowing the answer herself, she was kind enough to pull out a binder that contained all of their recipes, ingredients included.  After looking through it for a few minutes I was able to select the bread I wanted.  They will sliced the bread thick or thin for you there right now.  If you would rather slice yourself, I am sure they will wrap it up and you can go on your way.  Yes, it's true, it may be a bit more expensive than your cheap bread on the grocery store shelf.  But it is widely better tasting.",Successful
"The problem I have this experience compared to my last is that the examination lasted 3 minutes.  The vet checked the ears, teeth, and nails then called it a day.  \n\nI came home looked at his teeth and saw my pup had a \""""slab fracture\""""  which was still attached to the gum.  The vet didn't mentioned it during the \""""exam\"""" other than telling me to buy a finger brush to brush his teeth.\n\nI was primarily there for a vaccination shot but if they're going to charge me for a examination, they should do a proper examination.  I just felt I was rushed out of there. \n\nI took my dog to another vet where they told me about the slab fracture, gave me info on how it usually happens, potential problems that it can cause, and recommendations on ways to fix the problem.","The things I have this savoring compared to my last is that the examination lasted 3 minutes.  The vet checked the ears, teeth, and nails then convened it a day.  \n\nI came home looked at his teeth and saw my pup had a \""""slab fracture\""""  which was still attached to the gum.  The reviews didn't mentioned it during the \""""revising\"""" other than confess me to buy a finger brush to brush his teeth.\s\nI was primarily there for a vaccination shot but if they're going to cost me for a examination, they should do a proper examination.  I just felt I was quickened out of there. \n\ngai introduced my pinscher to another vet where they told me about the slab fracture, gave me info on how it usually happens, potential problems that it can cause, and recommendations on ways to fix the problem.",Successful
"After working for the rival of Target for years, Target has become my favorite mega chain store to shop at.  Although it does not seem to have every single item as other stores I'm still able to get in and get out in a hurry.  \n\nDepending on the time of day, it may be a task just to find a parking space due to the traffic light at the end of the road.  If you don't mind walking a bit, the aisle where the pharmacy sign is on the building usually has spots closer to the front of the store.\n\nThe only downside I can find for this location is the smell of overly burnt buttered popcorn as soon as you walk in due to the cafe location.  I prefer not to vomit as soon as I walk into a store, maybe after about ten minutes in I'd consider it.","After working for the rival of Target for years, Target has become my favour mega chain store to shop at.  Except it does not seem to have every single item as other stores I'm ever capable to find in and get out in a hurry.  \n\nDepending on the time of day, it may be a function just to find a parking space due to the traffic light at the end of the road.  If you don't mind walking a bit, the aisle where the pharmacy sign is on the building usually has spots closer to the front of the store.\n\nThe only deteriorated I can find for this location is the smell of overly burnt buttered popcorn as soon as you walk in due to the ortiz location.  I prefer not to vomit as soon as I walk into a store, maybe after about ten minutes in I'd consider it.",Successful
"Target is pretty standard. If you've been to one of them, you'll know largely what to expect from this one. That being said, this store is clean, and the deals one clearance can be good. Just make sure to check the circular and the website, as sometimes additional coupons can be found that the store personnel aren't aware of. \n\nThe electronics department staff are not very knowledgeable, and tried to pressure me into buying a different TV by repeating marketing lingo, but were unable to explain what their claims actually were when challenged on them, so make sure to do your research beforehand if purchasing electronics.","Target is pretty standard. If you've been to one of them, you'll know largely what to expect from this one. That being said, this store is clean, and the deals one clearance can be good. Just make sure to check the circular and the website, as sometimes additional coupons can be found that the store personnel aren't aware of. \n\nThe electronics department staff are not very knowledgeable, and tried to pressure me into buying a different TV by repeating marketing lingo, but were unable to explain what their claims actually were when challenged on them, so make sure to do your research beforehand if purchasing electronics.",Skipped
"Target is one of my favorite stores -- I just love wandering around late at night when the store is quiet -- it's just so therapeutic! This location is now my closest store, so I drop by pretty often.\n\nThis store is pretty average. Inventory and customer service aren't particularly stellar but isn't poor either. I've generally been able to find what I need here and check out pretty quickly. \n\nIn addition to the common pharmacy and photo studio found in most Targets, this location also has an optical department. Of the 10-15 locations in the Pittsburgh area, only this store and the Cranberry store sell glasses. I purchased a pair of glasses and sunglasses through Target Optical three years ago and have been very happy with their product and customer service.","Target is one of my prefered stores -- I just love wandering around late at night when the store is quiet -- it's just why pharmaceuticals! These location is now my closest store, so I discard by pretty often.\n\nThis store is pretty average. Inventory and customer service aren't particularly stellar but isn't poor either. I've generally been competent to find what I need here and check out pretty quickly. \n\nIn addition to the common pharmacy and photo studio found in most Targets, this location also has an optical department. Of the 10-15 locations in the Danville area, only this store and the Cranberry store sell glasses. I purchased a pair of glasses and sunglasses through Target Optical three years ago and have been pretty welcome with their product and customer service.",Successful
"I've been to many Targets and they're all the same. However, this particular one is currently being remodeled. Children's clothing, toys, electronics and health & beauty items have been moved to other parts of the store. There is a new Starbucks that is now open. The cafe that is there has been remodeled and will serve Pizza Hut pizza and other new menu items. The area where the electronics used to be it is now going to have a small grocery section. Basically, this Target in Homestead will eventually look like the one in East Liberty. I like this Target, so I am pleased with the new changes (especially Starbucks)!","I've been to many Targets and they're all the same. However, this particular one is currently being tricked. Children's clothing, toys, electronics and health & beauty items have been moved to other parts of the store. There is a new Starbucks that is now open. The cafe that is there has been remodeled and will serve Pizza Hut pizza and other new menu items. The area where the electronics used to be it is now going to have a small grocery section. Basically, this Target in Homestead will eventually look like the one in East Liberty. I like this Target, so I am ravi with the new changes (inherently Starbucks)!",Successful
"Watch out when it looks like something is on sale.  They mark a rack or table with a big buy one get one or 50% off sign, then only some of the stuff on the rack is on sale.","Watch out when it beeps adore something is on sale.  They mark a rack or table with a big buy one get one or 50% off sign, then only some of the stuff on the rack is on sale.",Successful
"Let's start this review by saying that when we are at that point, my girlfriend and I will be going to Jos. A. Bank for mine and my groomsman's suits.  Allow me to give you a numbered breakdown of the issues we encountered when renting from Men's Wearhouse to be the groomsmen in our friends wedding.\n\n1- They never contacted us after the fitting after saying there would be a followup call.  The other groomsmen and I had to follow up repeatedly to get an answer as to when our tuxedos would arrive and the staff were very short with our honest questions over the phone.\n2- They sent two of our tuxedos to Homestead when we asked for them to be sent to Ross Park Mall during the fitting.\n3- When one of us called two days prior to the wedding to ask if our tux's had arrived the guy answering the phone said \""""Oh... I don't know\"""" (insert an awkward, pregnant pause here while waiting for him to say \""""Let me check that for you\"""") he instead said \""""Well, I'm going to hang up now.\""""  And he made good on that promise, and hung up.\n4- Despite saying we'd get a call a few weeks ahead of the wedding to be resized in case one of us gained a few lbs over the winter, this call never came so we basically had to hope that everything fit as it needed to.\n5- We were at one point informed that MW had our emails on file and that when our tuxes arrived at the store we would receive an email letting us know.  Not a single groomsman received any such email to that effect.\n6- One of the groomsmen randomly received a black tie while everybody else had white.  Another received no studs.  We discovered this approximately two hours to show-time while relatively far from civilization.\n7- On picking up my tux I informed the associate \""""I'll be unable to get to a Men's Wearhouse for a few days after the wedding, is this alright?\"""" to which she responded \""""Yeah that should be fine\"""" so when my girlfriend graciously dropped off my tux for me a few days later and learned of the $100 late fee, I was totally caught off guard.\n8- My girlfriend was also caught totally off guard by the associate at Ross Park Mall who was incredibly rude to her when  he informed her of said late fee.\n9- As the Best Man I was given a coupon card for $50 off my next rental at Men's Wearhouse.  Since I am in another wedding next month with rentals from MW I figured this would be an opportune time to use it.  Imagine my shock while paying for the next weddings rental, when I presented the coupon and was told \""""Oh, that isn't for this.  That is intended for YOUR wedding.  Oh and it expires on December 31st of this year.\"""" \n10- The groom himself decided to use a coupon to purchase a suit for the wedding and to own, rather than rent a tux for the occasion.  He was ensured by the Homestead staff that the coupon would be fine for this purpose and got fitted for it.  When he went to pick up his suit and pay with the aid of said approved coupon he was instead forced into an argument with an associate who insisted he could not use the coupon towards the suit that an associate a few weeks earlier had insisted he could use.  Granted, now I am speaking for another person so take that with as much salt as you may, but he reiterated this fact to me several times prior to his wedding last week.\n\nOver my friends wedding weekend, any time anything even went slightly wrong at and around his wedding, the joke between the Groom and his Groomsmen was \""""Effing Men's Wearhouse.\""""  For example, at a restaurant, \""""Wait I asked for no onions on this sandwich. - Effing Men's Wearhouse!\""""  \""""Noise complaint at the hotel room? Men's Wearhouse.\""""\n\nAnother groomsman looked at me when we discovered the wrong color tie one of us received and said to me \""""I hope you're taking notes for your own impending wedding\"""" to which I replied \""""Perhaps I could find better service from GoodWill of Western PA\""""\n\nCongrats Men's Wearhouse.  You became the butt of every joke for every mishap for an entire weekend around a wedding to which you provided the suits.\n\nTL;DR - 10 mistakes, several rude associates and 1 future groom going to Jos. A. Bank.","Let's start this review by saying that when we are at that point, my girlfriend and I will be will to Jos. A. Banking for mine and my groomsman's adapts.  Allow me to enabled you a numbered disruption of the issues we encountered when renting from Men's Wearhouse to be the groomsmen in our friends wed.\n\n1- They never calling us after the fitting after saying there would be a followup call.  The other groomsmen and I had to follow up usually to get an answer as to when our tuxedos would arrive and the collaborators were enormously succinct with our authentic questions over the phone.\n2- They delivered two of our tuxedos to Homestead when we asked for them to be expedition to Ross Park Mall during the fitting.\n3- When one of us called two days prior to the wedding to ask if our tux's had arrived the guy answering the phone said \""""Oh... I don't know\"""" (insert an awkward, pregnant pause here while waiting for him to say \""""Let me check that for you\"""") he instead said \""""Well, I'm going to heng up now.\""""  And he made good on that engagement, and stayed up.\n4- Despite saying we'd get a telephoning a few weeks ahead of the wedding to be resized in issues one of us gained a few pounds over the winter, this call never came so we intrinsically had to anticipated that everything fit as it needed to.\n5- We were at one point informed that MW became our emails on folders and that when our tuxes took at the store we would receive an email letting us know.  Not a single groomsman received any such email to that effect.\n6- One of the groomsmen randomly benefited a darkness bond while everybody else had polar.  Another received no studs.  We discovered this closely three moment to show-time while relatively sharply from civilization.\n7- On picking up my tux I notice the related \""""I'll be unable to get to a Men's Wearhouse for a few days after the wedding, is this alright?\"""" to which she responded \""""Yeah that should be fine\"""" so when my slutty graciously dropped off my tux for me a few days later and learned of the $100 late fee, I was totally caught off guard.\n8- Mu girlfriend was also startled totally off guard by the associate at Ross Park Mall who was incredibly rude to her when  he informed her of said late fee.\n9- As the Best Man I was given a coupon card for $50 off my next rental at Men's Wearhouse.  Since I am in another wedding next month with rentals from MW I figured this would be an opportune time to use it.  Imagine my shock while paying for the next weddings rental, when I presented the coupon and was told \""""Oh, that isn't for this.  That is intended for YOUR wedding.  Oh and it expires on December 31st of this year.\"""" \n10- The groom himself decided to use a coupon to purchase a suit for the wedding and to own, rather than rent a tux for the occasion.  He was ensured by the Homestead staff that the coupon would be fine for this purpose and got fitted for it.  When he went to pick up his suit and pay with the aid of said approved coupon he was instead forced into an argument with an associate who insisted he could not use the coupon towards the suit that an associate a few weeks earlier had insisted he could use.  Granted, now I am speaking for another person so take that with as much salt as you may, but he reiterated this fact to me several times prior to his wedding last week.\n\nOver my friends wedding weekend, any time anything even went slightly wrong at and around his wedding, the joke between the Groom and his Groomsmen was \""""Effing Men's Wearhouse.\""""  For example, at a restaurant, \""""Wait I asked for no onions on this sandwich. - Effing Men's Wearhouse!\""""  \""""Noise complaint at the hotel room? Men's Wearhouse.\""""\n\nAnother groomsman looked at me when we discovered the wrong color tie one of us received and said to me \""""I hope you're taking notes for your own impending wedding\"""" to which I replied \""""Perhaps I could find better service from GoodWill of Western PA\""""\n\nCongrats Men's Wearhouse.  You became the butt of every joke for every mishap for an entire weekend around a wedding to which you provided the suits.\n\nTL;DR - 10 mistakes, several rude associates and 1 future groom going to Jos. A. Bank.",Successful
It's not that delish.,It's not that tangy.,Failed
"This store has such bad service. The service staff are rude rude rude.  Save your money, shop elsewhere.","This barbershop enjoy such inclement services. The service personnel are unashamed rude unashamed.  Economics your amount, tents elsewhere.",Failed
"We just completed our wedding registry at the Homestead location. The customer service was outstanding! One of the employees, Chris, walked around with us to help us pick out exactly what we needed. The wedding registry coordinator, Christina, was also very helpful and accommodating. They treated us as if we were royalty. I would recommend this wedding registry without a doubt!","We just terminates our wedding registrar at the Canberra location. The clients department was outstanding! One of the employees, Crisis, protested around with us to attend us opted out exactly what we requirement. The wedding registry coordinator, Christina, was also too reasonable and accommodating. They treated us as if we were accusations. I would congratulates this divorce transplanted without a doubt!",Successful
"This is a very small, yet nice store. The associates are nice and helpful. Not much else to say about this particular store. Just a pleasure to purchase from...","This is a very small, yet nice store. The associates are nice and helpful. Not much else to avowed about this particular store. Just a hobby to purchase from...",Successful
