original,perturbed,type
@user So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,@user So the gigantic liberals in the inhabited states can make politics for the resting of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. exchanging in their valued.  Get a clue Hillary.,Successful
@user Berkeley Antifa do not agree with you,@user Berkeley Antifa do not agree with you,Failed
@user He is quite good at faking. Must have done it numerous times,@users He is quite good at faking. Owe have done it several times,Failed
@user Griexsevia,@user Griexsevia,Failed
@user We do have a few outages reported in Toronto.   Here's a link to our outage map to see if you are in one of the defined spots - -SC,@user We do have a few blackouts reported in Toronto.   Here's a link to our outage map to see if you are in one of the defined smudges - -SC,Failed
@user @user What new gun control laws would you like to see passed and what would they accomplish?,@user @user What new gun control laws would you like to see passed and what would they accomplish?,Failed
Take Take Take #WalkAway from the #idiot party! #MAGA,Take Take Take #WalkAway from the #idiot party! #MAGA,Failed
@user @user You are so correct the Democratic party for slavery and pro-nazi gun control,@user @user You are so correct the Democratic party for slavery and pro-nazi gun control,Skipped
@user Good luck,@user Good chances,Failed
@user @user @user She did it and she is alive is greatness of Hinduism. You should try it with Quran if you have guts.,@user @user @user She did it and she is alive is grandeur of Hinduism. You should try it with Koran if you have intestines.,Successful
@user Hell ya,@user Hell ya,Failed
@user @user Prove your claim or be exposed as the lying piece of shit you are.   Meanwhile...,@user @user Proving your claiming or be exposed as the lies piece of crap you are.   Meanwhile...,Failed
@user Get shit poppin,@users Get shit poppin,Failed
@user She says no. You are now sad. She then realizes what you might actually mean. She slaps you. She says no. Now you are sad AND your face hurts.,@users She says no. You are now sorrowful. She then realizes what you perhaps actually mean. She slaps you. She said no. Now you are sorrowful AND your facing hurts.,Failed
@user Patrick ass??,@users Patrick butt??,Failed
@user Eric Holder should've been in his 2nd yr at Gitmo. What's the update on Gitmo's expansion?  Why is he still breathing in our freedom air?,@user Eric Holder should've been in his 2nd yr at Gitmo. What's the updated on Gitmo's expanding?  Why is he still breathing in our liberty air?,Failed
@user All we ever hear from Hillary is beeching &amp; moaning.  Dang ! That witch never get tired of complaining!,@users All we ever hear from Hilary is beeching &amp; moaning.  Dang ! That sorceress never get tired of complaining!,Failed
@user Buy one,@user Buy one,Failed
@user Come on CNN.  He literally introduced himself.  The guy is a public figure for gun control.  Call him out!,@users Come on CNN.  He literally introduced himself.  The boy is a public figure for gun controls.  Calling him out!,Failed
@user @user I didn't know Oprah Winfrey knew how to play tennis. .. 😱,@user @user I didn't know Oprah Winfrey knew how to play tennis. .. 😱,Failed
@user Yeah she is,@user Yeah she is,Failed
@user @user @user She is a walking talking lie..  that’s why.,@user @users @user She is a walking discussing lying..  that’s why.,Failed
@user She is so cute ♡,@user She is so cute ♡,Failed
@user Holder is responsible for selling guns to the Mexican cartel. Just another Obama administration law breaker.,@users Holder is responsible for sold pistols to the Mexican cartel. Just another Obama administration law breaker.,Failed
@user @user Sounds to me like the Pope needs counselled on confession.,@user @user Sounds to me like the Pope needs counselled on confession.,Failed
@user Better than what? Truth? Politicians have never been good at that. My America is better than Flake.,@user Better than what? Truth? Politicians have never been good at that. My America is better than Flake.,Skipped
@user @user That so many “thoughtful conservatives” who rushed to Kavanaugh’s defense didn’t consider  their own statements re: black teenagers tells you everything about how “thoughtful” they truly are.,@user @user That so myriad “thoughtful conservatives” who rushed to Kavanaugh’s defense didn’t consider  their own statement re: nigger teenagers tells you everything about how “pensive” they really are.,Failed
@user you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt,@users you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eaten filth,Failed
.@USER  joined the show to talk about how she is leading the fight against breast cancer at @user @user Listen to the full interview:,.@USER  joins the show to chitchat about how she is leading the fight against breast cancer at @users @user Heed to the full interviewing:,Failed
@user You are becoming the court jester of the senate,@user You are becoming the court jester of the senate,Skipped
@user tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,@user tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,Failed
@user @user @user @user Also there to help banks boost their balance sheets post crash. I'd imagine atleast 15% (Maybe more) of current house prices are part of the bank bailout package.,@user @user @user @user Also there to helps banks boost their balance sheets posting crash. I'd imagines atleast 15% (Perhaps more) of current house prices are part of the bank bailout packets.,Failed
@user He’s a DA. Someone educate him he’s in the South now,@user He’s a DA. Somebody educate him he’s in the Southward now,Failed
@user Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,@user Notice how everybody avoids this tweet ☝️☝️  They might think you are alluding to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,Failed
@user I don't know if this cat even realizes what he is doing.,@user I don't know if this cat even realizes what he is doing.,Failed
@user @user He is.,@users @user He is.,Failed
@user And you are a football fan too !,@user And you are a football fan too !,Failed
@user Well he’s closer to Lincoln than you are.,@users Well he’s closer to Lincoln than you are.,Failed
@user Every one of them is more rank than she is. And she's pretty rank. So I guess they all outrank her...,@user Every one of them is more rank than she is. And she's pretty rank. So I guess they all outrank her...,Failed
@user well...?,@users well...?,Failed
@user And why report this garbage.  We don't give a crap.,@users And why report this garbage.  We don't give a crap.,Failed
@user @user @user Says one of the thickest cultists on Twitter. Irony at its finest.,@user @user @user Says one of the thickest cultists on Twitter. Irony at its finest.,Failed
@user She is disgusting,@users She is disgusting,Failed
@user Eric holder is Obama's straw man of corruption,@users Erik holder is Obama's straw man of bribery,Failed
@user And yes your presidency was one of the absolute worst. Go back to that....no way.,@user And yea your presidency was one of the absolute worst. Go back to that....no way.,Failed
@user @user @user You should take this picture down you destroyed one of my all time favorite Comedian/Actors @user,@user @user @user You should take this photographic down you destroyed one of my all time favorite Comedian/Actors @user,Failed
@user @user @user @user @user @user I saw her in Denver last week. She is still traumatized. Cohen owes her so much because of 'My Life on the D List'.,@user @user @user @user @users @user I saw her in Denver last week. She is still traumatized. Cohen owes her so much because of 'My Vie on the D List'.,Failed
@user America is better than swamp crud like YOU!,@users America is better than swamp crud like YOU!,Failed
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you for adding me Razor!  Patriots- if you aren’t following my Primary account @user - will you take a minute &amp; Follow me? Thanks &amp; MAGA🇺🇸,@users @user @user @user @user @users @user @user @user @user @user @user @user @user @user @user @user Thanks you for adds me Razor!  Patriots- if you aren’t following my Primordial accounts @user - will you take a minute &amp; Follow me? Thank &amp; MAGA🇺🇸,Failed
@user The lies i keep hearing everyday sigh *INHALES* IM TIRED OF YOU PUTTING YOURSELF DOWN AND IF PPL DONT SEE HOW BEAUTIFUL MY BESTFRIEND IS THEN ITS THEIR PROBLEM You are beautiful ive seen iT so its my place to tell you you are beautiful and i accept nothing less. If not more 😤,@user The lies i keep hearing everyday sigh *INHALES* IM TIRED OF YOU PUTTING YOURSELF DOWN AND IF PPL DONT SEE HOW BEAUTIFUL MY BESTFRIEND IS THEN ITS THEIR PROBLEM You are beautiful ive seen iT so its my place to tell you you are beautiful and i accept nothing less. If not more 😤,Skipped
@user He is very perceptive Sweetie!,@user He is very perceptive Darling!,Failed
"@user Dear Paul McFartney-  You had us at Beatles.  You lost us at President Mad Captain.  Burn in hell-  Jon.""""","@user Dear Paul McFartney-  You had us at Beatles.  You lost us at Presidents Mad Captain.  Combust in hell-  Jon.""""",Successful
@user you are also the king of taste,@user you are moreover the king of taste,Failed
"@user And everyone knows that Kerry doesn't have a clue!  Heard that from numerous anonymous"""" sources who also say he is not sane.  That's what the sources say.""""","@user And everyone knows that Kerry doesn't have a clue!  Heard that from numerous nameless"""" fount who furthermore say he is not sane.  That's what the wellspring say.""""",Failed
@user @user I think she is a hypocrite and loyal to the evil GOP. Vote her out.,@users @users I think she is a hypocrite and loyal to the maleficent REPUBLICANS. Voted her out.,Failed
@user @user Bill Clinton enjoyed raping them while Ted Kennedy enjoyed killing them. But you are cool with that.,@users @users Bills Clinton enjoyed rape them while Ted Kennedy enjoyed killing them. But you are cool with that.,Failed
@user #Conservatives #Republicans are #TRAITORS to #America,@user #Conservatives #Republicans are #TRAITORS to #America,Skipped
@user This liberal is pissed that anyone would give that disgusting pos an award for equality. And....f.u. for including all liberals in this bullshit decision by the HRC.,@users This liberal is pissed that anyone would give that repellent pos an award for equality. And....f.u. for including all liberals in this baloney decision by the HRC.,Failed
@user Eirc Holder: a friken idiot,@users Eirc Holder: a friken idiots,Failed
@user @user You are very beautifull,@user @user You are very beautifull,Failed
@user Crazy freaking liberals,@users Madman freaking liberals,Failed
@user @user She's been active on Instagram lately. And she is dropping an album sometime this year.,@users @user She's been active on Instagram lately. And she is dropping an album someday this annum.,Failed
@user @user Then we'll be talking about gun control! 😉,@user @user Then we'll be talking about gun control! 😉,Failed
@user @user Ikkk he is a fucking prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜,@user @user Ikkk he is a goddam prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜,Successful
@user @user says social housing is good and in the same breath talks of climbing the ladder.   Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders @user building their failure of lies,@user @user says social housing is good and in the same breath discussions of climbing the ladder.   Hypocrisy incarnate from a failed lie politics lining her party's pockets with taxation cash for actual estate constructors @users building their failure of lies,Successful
@user @user He is delirious!,@user @user He is delirium!,Failed
@user I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them.,@user I can behold how disappointing that is. Conservatives will always get more praising for humane politics because it isn't neccessarily expected of them.,Failed
@user sick of white neo liberals speaking for Black people saying they all love Hillary. They are so deluded. It’s like they just rep ‘black lives matter’ so they can appear woke enough to keep railing against Bernie supporters. Because you know they didn’t care b4 Hillary lost 2 trump,@users indisposed of white neo liberals speaking for Black people saying they all love Hillary. They are so deceived. It’s like they just rep ‘negro lives matter’ so they can appear awoke sufficiently to keep railing against Bernie backers. Because you know they didn’t care b4 Hilary lost 2 trump,Failed
@user @user Do not donate. She is picking and choosing who she donates to. Being reported.,@user @user Do not donate. She is picking and electing who she donates to. Being reported.,Failed
@user @user @user Are you wanting gun control for LEO’s?,@user @user @user Are you wanting gun control for LEO’s?,Failed
@user @user @user Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care,@user @user @user Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care,Skipped
@user But she is hecking cute fluffer,@user But she is hecking cute fluffer,Failed
#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives,#Labor #Consultant shrieking Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslim #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives,Failed
@user @user @user How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA,@user @user @user How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA,Skipped
@user Yee yee,@users Yee yee,Failed
@user @user @user @user Huh! The pot grows as council grows...in this case it is a reduction...and that amount $25m is going right back to the city for police gun control...already announced!,@user @user @user @user Huh! The pot grows as governments grows...in this case it is a lowering...and that quantities $25m is going right back to the city for cops gun control...already announces!,Failed
@user @user @user @user Whoa!  Angie!!! Back off that logic!  You're going to confuse the liberals.,@user @user @user @user Whoa!  Angie!!! Back off that logic!  You're going to confuse the liberals.,Failed
"1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'""""""""","1) Lastly, the defense of Kavanaugh by Republicans, conservatives, their medium and populace is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'racing neutral.'""""""""",Failed
@user @user Wrong. @user was a enthusiastic architect of devastating austerity along with the Tory's. The @user did not have to abandon every principle they supposedly had to the @user they could have let Cameron run a minority Government (as dId SNP) but CHOSE not to,@user @user Wrong. @user was a fervent architect of ruinous austerity along with the Tory's. The @user did not have to forswear everything tenets they supposedly had to the @user they could have let Cameron run a minorities Government (as dId SNP) but CHOSEN not to,Failed
@user @user @user @user  @user  Please get out to vote Republican right down the ticket or Pelosi gets back into control,@user @user @user @user  @user  Please get out to votes Republican right down the ticket or Pelosi obtains back into controls,Failed
@user @user you are running scared!🤡,@user @user you are running scared!🤡,Failed
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12.,@user @users @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @users @user @user @user Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has permanently known to be conservative. She campaigned against Obama nationally in '08 and '12.,Failed
"@user @user @user @user @user @user @user @user @user So the AR-15 is a fully semi-automatic assault rifle,"""" gun control works, and Donald Trump is racist?""""","@user @user @user @user @user @user @user @user @user So the AR-15 is a fully semi-automatic assault rifle,"""" gun control works, and Donald Trump is racist?""""",Skipped
@user Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!,@users Just listening to Juan Williams on the FIVE driving me madman.  He is such an ignorant man.  Where does this man get his facts?  Thanked GOD for Jesse Waters and you ladies!,Failed
"@user @user @user @user What you're doing is so irresponsible &amp; I believe that ur smart enough to understand how evil you are. If the FBI or JD had some plot to thwart DT, all they had to do was leak"""" to the press that he was being investigated. They DID NO SUCH THING. U know you're wrong, that's evil!""""","@user @user @user @user What you're doing is so irresponsible &amp; I believe that ur crafty enough to understand how maleficent you are. If the FBL or JD had some plot to thwart DT, all they had to do was leaks"""" to the press that he was being investigated. They AI NONE SUCH THING. U know you're amiss, that's maleficent!""""",Successful
@user Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa,@user Ok blokes I think her claims are b.s. too but if you commenced menace her you're no better than Antifa,Failed
@user By the looks of her face you can tell where they're pulling the numbers from,@user By the looks of her confronts you can tell where they're pulling the numerals from,Failed
@user Fair &amp; square. Remember that when you’re thinking why! The laws are why. The people spoke and they will again,@user Fair &amp; squared. Reminisce that when you’re thinking why! The laws are why. The people spoke and they will again,Failed
@user I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left. Put her under oath and attempt to get the truth. She will be protected by liberals in congress,@user I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left. Put her under oath and attempt to get the truth. She will be protections by liberals in congress,Successful
@user GOD DAMN IT... YOU ARE SO RIGHT. THERE'S NO GOING WRONG WITH THIS STUFF.,@user GOD DAMN IT... YOU ARE SO RIGHTS. THERE'S NO GOING WRONG WITH THIS STUFF.,Successful
The “Law and Order” president really hates law enforcement! Lol #MAGA,The “Legislation and Order” chairman really hates law enforcement! Lol #MAGA,Failed
@user if you ever want a record setting bad election for the liberals in quebec you need to go back to this,@user if you ever want a record setting bad elections for the liberals in quebec you need to go back to this,Failed
"@user @user @user @user @user ...how you want to be defined""""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the """"Pavlovian Left"""" thinks. Night, night 🌙!""""","@users @user @user @user @users ...how you want to be defined""""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters dispatching her ANTIFA minions out to threatening you in public locations - you learned not to give a F*CK what the """"Pavlovian Left"""" thinks. Nightly, nocturnal 🌙!""""",Successful
-Being on food stamps  -Liking boys/girls or liking both -Not knowing who you are -Your body size  -Not knowing something  -scared to ask for help -Not dating someone  -What you wear,-Being on food stamps  -Liking guys/girls or liking both -Not knowing who you are -Your body size  -Not aware something  -terrified to ask for aiding -Not date somebody  -What you wear,Failed
@user @user @user @user We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.,@user @user @user @user We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Neither is this a “novel” chitchat point. We are incessantly correction Democrats/liberals on this.,Failed
@user @user @user @user @user @user @user @user @user @user @user Soon both the libs &amp; the conservatives will havevut so everytime we have a change of government we'll be paying out cancelled contracts,@user @user @user @user @user @user @user @user @user @user @user Soon both the libs &amp; the conservatives will havevut so everytime we have a changing of governments we'll be pays out cancelled contracting,Failed
@user You are sexy as fuck babygirl🔥🔥🔥,@user You are sexy as fuck babygirl🔥🔥🔥,Failed
@user FF8 sucks MAJOR wang.,@user FF8 sucks IMPORTANT wang.,Failed
@user @user She picks some random conservative issues from US and try to force fit in Indian narrative. Next might be gun control 😭,@user @user She elects some random conservative matters from US and try to force fit in Indian narrative. Next might be gun control 😭,Failed
@user @user @user She should have gotten August off to let work on stuff at the P.C. It would have help her a lot.,@user @user @user She should have gotten August off to let work on stuff at the P.C. It would have assistance her a batch.,Failed
@user Another nail in the coffin of the NFL,@users Another nail in the casket of the NFL,Failed
@user @user @user @user You are not dumb.,@user @user @user @user You are not dumb.,Skipped
@user Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Lunatic,@user Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Crazy,Failed
@user Bullshit. People died because of an incompetent government in Puerto Rico. And you can start with that mayor. Stop lying Gutierrez.,@users Baloney. People died because of an inept government in Puerto Rican. And you can start with that mayor. Stopped lies Gutierrez.,Successful
@user Antifa isn’t after her.,@users Antifa isn’t after her.,Failed
@user @user He is such a showman! And those pipes😍 the man can SING,@user @user He is such a showman! And those pipes😍 the man can SING,Skipped
@user @user @user Now we just need antifa outside when they confirm kavanaugh,@user @user @user Now we just need antifa outside when they confirm kavanaugh,Failed
@user Fascist always control the media.,@user Fascism always control the media.,Successful
@user More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.,@user More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.,Skipped
@user Fuck you dope.  Not a Fox watcher.  Independent voter that will never vote left.  Your Party is dangerous.,@users Fucked you dope.  Not a Fox watcher.  Independent electorate that will never vote left.  Your Party is dangerous.,Failed
@user was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism,@user was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to splitting us on major issues like gun controlling and terrorism,Failed
@user @user @user @user as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.,@user @user @user @user as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.,Skipped
@user @user @user @user @user @user He is a crook,@users @user @users @user @users @user He is a crook,Failed
